"continent","start_point","random","end_point","diversity"
"Europe",2022.4,11,2023.4,1.2061070505206
"North America",2022.4,11,2023.4,1.32068545807145
"Asia",2022.5,11,2023.5,1.48711281634867
"Africa",2022.5,11,2023.5,1.30350819003795
"Europe",2022.5,11,2023.5,1.21390121563148
"North America",2022.5,11,2023.5,1.31181991919791
"Asia",2022.6,11,2023.6,1.41099877897034
"Africa",2022.6,11,2023.6,1.29308150242508
"Europe",2022.6,11,2023.6,1.29919108773203
"North America",2022.6,11,2023.6,1.5579175683217
"Asia",2022.7,11,2023.7,1.44676988595038
"Africa",2022.7,11,2023.7,1.38432083811842
"Europe",2022.7,11,2023.7,1.37582781403115
"North America",2022.7,11,2023.7,1.58115037754661
"Asia",2022.8,11,2023.8,1.43221804616066
"Africa",2022.8,11,2023.8,1.3705243817735
"Europe",2022.8,11,2023.8,1.36517269320325
"North America",2022.8,11,2023.8,1.60820664553875
"Asia",2022.9,11,2023.9,1.47041484569703
"Africa",2022.9,11,2023.9,1.35224697767042
"Europe",2022.9,11,2023.9,1.35933882094628
"North America",2022.9,11,2023.9,1.58069025603984
"Asia",2023,11,2024,1.37812771307991
"Africa",2023,11,2024,1.4308458385844
"Europe",2023,11,2024,1.41335324485901
"North America",2023,11,2024,1.40320943852963
"Asia",2023.1,11,2024.1,1.28674321494161
"Africa",2023.1,11,2024.1,1.45815713711923
"Europe",2023.1,11,2024.1,1.42982223555548
"North America",2023.1,11,2024.1,1.40691181228341
"Asia",2023.2,11,2024.2,1.27355330875564
"Africa",2023.2,11,2024.2,1.08807934717369
"Europe",2023.2,11,2024.2,1.4542416356918
"North America",2023.2,11,2024.2,1.35917480331383
"Asia",2023.3,11,2024.3,1.32121381911501
"Africa",2023.3,11,2024.3,1
"Europe",2023.3,11,2024.3,1.34657068759718
"North America",2023.3,11,2024.3,1.34431405701113
"Asia",2023.4,11,2024.4,1.32121381911501
"Africa",2023.4,11,2024.4,1
"Europe",2023.4,11,2024.4,1.43708437171106
"North America",2023.4,11,2024.4,1.34152782367399
"Asia",2023.5,11,2024.5,1.30227624211476
"Africa",2023.5,11,2024.5,1
"Europe",2023.5,11,2024.5,1.4529871008164
"North America",2023.5,11,2024.5,1.34152782367399
"Asia",2020,12,2021,1.39655387876264
"Africa",2020,12,2021,1.0821579106111
"Europe",2020,12,2021,1.26454236033612
"North America",2020,12,2021,NA
"Asia",2020.1,12,2021.1,1.38522621686155
"Africa",2020.1,12,2021.1,1.05120395264673
"Europe",2020.1,12,2021.1,1.1539241621592
"North America",2020.1,12,2021.1,NA
"Asia",2020.2,12,2021.2,1.37499627747424
"Africa",2020.2,12,2021.2,1.08106707836066
"Europe",2020.2,12,2021.2,1.14884555148847
"North America",2020.2,12,2021.2,NA
"Asia",2020.3,12,2021.3,1.40637960825864
"Africa",2020.3,12,2021.3,1.02107422817055
"Europe",2020.3,12,2021.3,1.12088116508308
"North America",2020.3,12,2021.3,NA
"Asia",2020.4,12,2021.4,1.40108304067256
"Africa",2020.4,12,2021.4,1.0147003049292
"Europe",2020.4,12,2021.4,1.11725900545283
"North America",2020.4,12,2021.4,NA
"Asia",2020.5,12,2021.5,1.49541026844736
"Africa",2020.5,12,2021.5,1.07247890668116
"Europe",2020.5,12,2021.5,1.11322737369303
"North America",2020.5,12,2021.5,NA
"Asia",2020.6,12,2021.6,1.30928796072706
"Africa",2020.6,12,2021.6,1.210384511978
"Europe",2020.6,12,2021.6,1.12438023635002
"North America",2020.6,12,2021.6,NA
"Asia",2020.7,12,2021.7,1.37230192912782
"Africa",2020.7,12,2021.7,1.1954014897461
"Europe",2020.7,12,2021.7,1.09131844763781
"North America",2020.7,12,2021.7,NA
"Asia",2020.8,12,2021.8,1.37305988305155
"Africa",2020.8,12,2021.8,1.18139084640312
"Europe",2020.8,12,2021.8,1.09377081516425
"North America",2020.8,12,2021.8,NA
"Asia",2020.9,12,2021.9,1.45788426002037
"Africa",2020.9,12,2021.9,1.21319713116755
"Europe",2020.9,12,2021.9,1.38156133254866
"North America",2020.9,12,2021.9,NA
"Asia",2021,12,2022,1.33976600236929
"Africa",2021,12,2022,1.23476695078916
"Europe",2021,12,2022,1.4033221148008
"North America",2021,12,2022,1
"Asia",2021.1,12,2022.1,1.64751139001877
"Africa",2021.1,12,2022.1,1.21575796446409
"Europe",2021.1,12,2022.1,1.40427221246987
"North America",2021.1,12,2022.1,1.17349788762391
"Asia",2021.2,12,2022.2,1.46834457710678
"Africa",2021.2,12,2022.2,1.15073820957361
"Europe",2021.2,12,2022.2,1.27589182535206
"North America",2021.2,12,2022.2,1.27208016793132
"Asia",2021.3,12,2022.3,1.38963491520691
"Africa",2021.3,12,2022.3,1.15090315855944
"Europe",2021.3,12,2022.3,1.32160569848906
"North America",2021.3,12,2022.3,1.58614788168787
"Asia",2021.4,12,2022.4,1.44947896700123
"Africa",2021.4,12,2022.4,1.16897780058855
"Europe",2021.4,12,2022.4,1.33099309110021
"North America",2021.4,12,2022.4,1.54445998817333
"Asia",2021.5,12,2022.5,1.35274769567248
"Africa",2021.5,12,2022.5,1.20099713239423
"Europe",2021.5,12,2022.5,1.35703387771917
"North America",2021.5,12,2022.5,1.52672055459613
"Asia",2021.6,12,2022.6,1.32819122820776
"Africa",2021.6,12,2022.6,1.15374044467479
"Europe",2021.6,12,2022.6,1.35364515694153
"North America",2021.6,12,2022.6,1.52539211728273
"Asia",2021.7,12,2022.7,1.32819122820776
"Africa",2021.7,12,2022.7,1.14527519902056
"Europe",2021.7,12,2022.7,1.36701597336766
"North America",2021.7,12,2022.7,1.52517886895824
"Asia",2021.8,12,2022.8,1.33413241849357
"Africa",2021.8,12,2022.8,1.15455557774548
"Europe",2021.8,12,2022.8,1.37750305235904
"North America",2021.8,12,2022.8,1.48887498657219
"Asia",2021.9,12,2022.9,1.52689681803278
"Africa",2021.9,12,2022.9,1.15591485421181
"Europe",2021.9,12,2022.9,1.3546889176176
"North America",2021.9,12,2022.9,1.53839067840865
"Asia",2022,12,2023,1.47715727898267
"Africa",2022,12,2023,1.21583094683634
"Europe",2022,12,2023,1.22523317673187
"North America",2022,12,2023,1.48727747478521
"Asia",2022.1,12,2023.1,1.31166328417586
"Africa",2022.1,12,2023.1,1.16273866103095
"Europe",2022.1,12,2023.1,1.13736495875008
"North America",2022.1,12,2023.1,1.36009412770018
"Asia",2022.2,12,2023.2,1.46998655912519
"Africa",2022.2,12,2023.2,1.31200057016966
"Europe",2022.2,12,2023.2,1.2779036875497
"North America",2022.2,12,2023.2,1.30857924110803
"Asia",2022.3,12,2023.3,1.34662397188999
"Africa",2022.3,12,2023.3,1.31875087516239
"Europe",2022.3,12,2023.3,1.24970924649891
"North America",2022.3,12,2023.3,1.42319076568247
"Asia",2022.4,12,2023.4,1.35798300040301
"Africa",2022.4,12,2023.4,1.36175432846763
"Europe",2022.4,12,2023.4,1.26672121590857
"North America",2022.4,12,2023.4,1.32961070250048
"Asia",2022.5,12,2023.5,1.45054052835577
"Africa",2022.5,12,2023.5,1.47694670653719
"Europe",2022.5,12,2023.5,1.29627655074636
"North America",2022.5,12,2023.5,1.33506437413935
"Asia",2022.6,12,2023.6,1.26628938388566
"Africa",2022.6,12,2023.6,1.52609349838876
"Europe",2022.6,12,2023.6,1.5068669226986
"North America",2022.6,12,2023.6,1.37905159805556
"Asia",2022.7,12,2023.7,1.38189623733165
"Africa",2022.7,12,2023.7,1.37907909717794
"Europe",2022.7,12,2023.7,1.4252845892097
"North America",2022.7,12,2023.7,1.31759960766341
"Asia",2022.8,12,2023.8,1.28399627242311
"Africa",2022.8,12,2023.8,1.47303538452535
"Europe",2022.8,12,2023.8,1.43514242661763
"North America",2022.8,12,2023.8,1.40230373294181
"Asia",2022.9,12,2023.9,1.37533447751925
"Africa",2022.9,12,2023.9,1.42530952005962
"Europe",2022.9,12,2023.9,1.44353710783358
"North America",2022.9,12,2023.9,1.42610408577935
"Asia",2023,12,2024,1.40808445111677
"Africa",2023,12,2024,1.54483733266273
"Europe",2023,12,2024,1.48428733298891
"North America",2023,12,2024,1.33862806843378
"Asia",2023.1,12,2024.1,1.35186836802955
"Africa",2023.1,12,2024.1,1.5862421230441
"Europe",2023.1,12,2024.1,1.46988274036508
"North America",2023.1,12,2024.1,1.27028718555034
"Asia",2023.2,12,2024.2,1.29387331188773
"Africa",2023.2,12,2024.2,1.05157646774885
"Europe",2023.2,12,2024.2,1.30780637797887
"North America",2023.2,12,2024.2,1.25354836010839
"Asia",2023.3,12,2024.3,1.29279193171659
"Africa",2023.3,12,2024.3,1
"Europe",2023.3,12,2024.3,1.32377660533986
"North America",2023.3,12,2024.3,1.26732235082677
"Asia",2023.4,12,2024.4,1.2920695352666
"Africa",2023.4,12,2024.4,1
"Europe",2023.4,12,2024.4,1.35477722899933
"North America",2023.4,12,2024.4,1.29982459309693
"Asia",2023.5,12,2024.5,1.26723871469344
"Africa",2023.5,12,2024.5,1
"Europe",2023.5,12,2024.5,1.37611556647333
"North America",2023.5,12,2024.5,1.29982459309693
"Asia",2020,13,2021,1.64718655227757
"Africa",2020,13,2021,1.14032929884985
"Europe",2020,13,2021,1.2652942270474
"North America",2020,13,2021,NA
"Asia",2020.1,13,2021.1,1.29173211013421
"Africa",2020.1,13,2021.1,1.10954792061765
"Europe",2020.1,13,2021.1,1.11930464576396
"North America",2020.1,13,2021.1,NA
"Asia",2020.2,13,2021.2,1.48224047116948
"Africa",2020.2,13,2021.2,1.30595597304818
"Europe",2020.2,13,2021.2,1.21892479490726
"North America",2020.2,13,2021.2,NA
"Asia",2020.3,13,2021.3,1.44002657072526
"Africa",2020.3,13,2021.3,1.26473518457575
"Europe",2020.3,13,2021.3,1.22075945801061
"North America",2020.3,13,2021.3,NA
"Asia",2020.4,13,2021.4,1.41160846770533
"Africa",2020.4,13,2021.4,1.05259493907904
"Europe",2020.4,13,2021.4,1.10398476052197
"North America",2020.4,13,2021.4,NA
"Asia",2020.5,13,2021.5,1.5385079503392
"Africa",2020.5,13,2021.5,1.17174314656279
"Europe",2020.5,13,2021.5,1.24157090778343
"North America",2020.5,13,2021.5,NA
"Asia",2020.6,13,2021.6,1.5385079503392
"Africa",2020.6,13,2021.6,1.22347348532607
"Europe",2020.6,13,2021.6,1.24157090778343
"North America",2020.6,13,2021.6,NA
"Asia",2020.7,13,2021.7,1.5385079503392
"Africa",2020.7,13,2021.7,1.21930079530033
"Europe",2020.7,13,2021.7,1.24437149403063
"North America",2020.7,13,2021.7,NA
"Asia",2020.8,13,2021.8,1.46552789809889
"Africa",2020.8,13,2021.8,1.26039091760973
"Europe",2020.8,13,2021.8,1.23627585554054
"North America",2020.8,13,2021.8,NA
"Asia",2020.9,13,2021.9,1.69165491445159
"Africa",2020.9,13,2021.9,1.26303031573373
"Europe",2020.9,13,2021.9,1.53811359203409
"North America",2020.9,13,2021.9,NA
"Asia",2021,13,2022,1.42342912439458
"Africa",2021,13,2022,1.2287137538532
"Europe",2021,13,2022,1.40138074479843
"North America",2021,13,2022,NA
"Asia",2021.1,13,2022.1,1.55203495941314
"Africa",2021.1,13,2022.1,1.11038069311502
"Europe",2021.1,13,2022.1,1.4900377495233
"North America",2021.1,13,2022.1,1.01645000483976
"Asia",2021.2,13,2022.2,1.32146144155638
"Africa",2021.2,13,2022.2,1.12326278563668
"Europe",2021.2,13,2022.2,1.37859133071576
"North America",2021.2,13,2022.2,1.37596551657463
"Asia",2021.3,13,2022.3,1.58981592280588
"Africa",2021.3,13,2022.3,1.16562864006505
"Europe",2021.3,13,2022.3,1.37615919310671
"North America",2021.3,13,2022.3,1.44599076638007
"Asia",2021.4,13,2022.4,1.50621196327568
"Africa",2021.4,13,2022.4,1.18529282791333
"Europe",2021.4,13,2022.4,1.37344179678392
"North America",2021.4,13,2022.4,1.52655045148784
"Asia",2021.5,13,2022.5,1.41506627226125
"Africa",2021.5,13,2022.5,1.20339922996532
"Europe",2021.5,13,2022.5,1.37719031944451
"North America",2021.5,13,2022.5,1.59787390503805
"Asia",2021.6,13,2022.6,1.35357498349508
"Africa",2021.6,13,2022.6,1.14685032837591
"Europe",2021.6,13,2022.6,1.38155655324872
"North America",2021.6,13,2022.6,1.56123416662536
"Asia",2021.7,13,2022.7,1.35357498349508
"Africa",2021.7,13,2022.7,1.13549634426465
"Europe",2021.7,13,2022.7,1.37614937867762
"North America",2021.7,13,2022.7,1.56452289754522
"Asia",2021.8,13,2022.8,1.39883584314276
"Africa",2021.8,13,2022.8,1.15067206540127
"Europe",2021.8,13,2022.8,1.37716001161201
"North America",2021.8,13,2022.8,1.54876620418002
"Asia",2021.9,13,2022.9,1.62503340833095
"Africa",2021.9,13,2022.9,1.17642791281491
"Europe",2021.9,13,2022.9,1.34430717776658
"North America",2021.9,13,2022.9,1.50287850826427
"Asia",2022,13,2023,1.38469354645653
"Africa",2022,13,2023,1.16738099352742
"Europe",2022,13,2023,1.25868442097702
"North America",2022,13,2023,1.28562619667765
"Asia",2022.1,13,2023.1,1.52016438737886
"Africa",2022.1,13,2023.1,1.25373537496982
"Europe",2022.1,13,2023.1,1.29404623328377
"North America",2022.1,13,2023.1,1.34103695652263
"Asia",2022.2,13,2023.2,1.46135205229558
"Africa",2022.2,13,2023.2,1.3505616540827
"Europe",2022.2,13,2023.2,1.3581501372792
"North America",2022.2,13,2023.2,1.32659777604052
"Asia",2022.3,13,2023.3,1.55493568286092
"Africa",2022.3,13,2023.3,1.3580577682299
"Europe",2022.3,13,2023.3,1.29511236952148
"North America",2022.3,13,2023.3,1.39862301568233
"Asia",2022.4,13,2023.4,1.55493568286092
"Africa",2022.4,13,2023.4,1.36175432846763
"Europe",2022.4,13,2023.4,1.29944787454832
"North America",2022.4,13,2023.4,1.39518040802093
"Asia",2022.5,13,2023.5,1.32774760034368
"Africa",2022.5,13,2023.5,1.36860466989547
"Europe",2022.5,13,2023.5,1.30676112728373
"North America",2022.5,13,2023.5,1.57712049661646
"Asia",2022.6,13,2023.6,1.51642525160031
"Africa",2022.6,13,2023.6,1.38449581873215
"Europe",2022.6,13,2023.6,1.42669911279461
"North America",2022.6,13,2023.6,1.45861962562971
"Asia",2022.7,13,2023.7,1.50862745831478
"Africa",2022.7,13,2023.7,1.38200075150949
"Europe",2022.7,13,2023.7,1.42982321808918
"North America",2022.7,13,2023.7,1.45257845265185
"Asia",2022.8,13,2023.8,1.64336869527956
"Africa",2022.8,13,2023.8,1.37999584555914
"Europe",2022.8,13,2023.8,1.41250046373332
"North America",2022.8,13,2023.8,1.45879027529507
"Asia",2022.9,13,2023.9,1.4909031841299
"Africa",2022.9,13,2023.9,1.40917626097138
"Europe",2022.9,13,2023.9,1.39354033043496
"North America",2022.9,13,2023.9,1.36916867253861
"Asia",2023,13,2024,1.45728948302447
"Africa",2023,13,2024,1.38874421486388
"Europe",2023,13,2024,1.41255657011583
"North America",2023,13,2024,1.40502886327302
"Asia",2023.1,13,2024.1,1.35834156352502
"Africa",2023.1,13,2024.1,1.44398426425891
"Europe",2023.1,13,2024.1,1.41171055892742
"North America",2023.1,13,2024.1,1.58502612466548
"Asia",2023.2,13,2024.2,1.36041819289688
"Africa",2023.2,13,2024.2,1.04152122932326
"Europe",2023.2,13,2024.2,1.28271866824083
"North America",2023.2,13,2024.2,1.60225052599041
"Asia",2023.3,13,2024.3,1.34466922380867
"Africa",2023.3,13,2024.3,1
"Europe",2023.3,13,2024.3,1.37000962784086
"North America",2023.3,13,2024.3,1.42975737816228
"Asia",2023.4,13,2024.4,1.34466922380867
"Africa",2023.4,13,2024.4,1
"Europe",2023.4,13,2024.4,1.39940786513927
"North America",2023.4,13,2024.4,1.40005000335988
"Asia",2023.5,13,2024.5,1.3582952491914
"Africa",2023.5,13,2024.5,1
"Europe",2023.5,13,2024.5,1.44290188006812
"North America",2023.5,13,2024.5,1.39647516366957
"Asia",2020,14,2021,1.42660442124693
"Africa",2020,14,2021,1.30795142165046
"Europe",2020,14,2021,1.26524317258648
"North America",2020,14,2021,NA
"Asia",2020.1,14,2021.1,1.42973601638117
"Africa",2020.1,14,2021.1,1.4137548815371
"Europe",2020.1,14,2021.1,1.20141113304785
"North America",2020.1,14,2021.1,NA
"Asia",2020.2,14,2021.2,1.5475941975958
"Africa",2020.2,14,2021.2,1.4430234856582
"Europe",2020.2,14,2021.2,1.26232100792313
"North America",2020.2,14,2021.2,NA
"Asia",2020.3,14,2021.3,1.52096345074505
"Africa",2020.3,14,2021.3,1.37746415103836
"Europe",2020.3,14,2021.3,1.18774022658917
"North America",2020.3,14,2021.3,NA
"Asia",2020.4,14,2021.4,1.51555751294098
"Africa",2020.4,14,2021.4,1.25551265724329
"Europe",2020.4,14,2021.4,1.20891167844767
"North America",2020.4,14,2021.4,NA
"Asia",2020.5,14,2021.5,1.46217695208743
"Africa",2020.5,14,2021.5,1.1000095513646
"Europe",2020.5,14,2021.5,1.13595275936016
"North America",2020.5,14,2021.5,NA
"Asia",2020.6,14,2021.6,1.47999988769747
"Africa",2020.6,14,2021.6,1.14966914362722
"Europe",2020.6,14,2021.6,1.13595275936016
"North America",2020.6,14,2021.6,NA
"Asia",2020.7,14,2021.7,1.47999988769747
"Africa",2020.7,14,2021.7,1.1515396981235
"Europe",2020.7,14,2021.7,1.14238357198024
"North America",2020.7,14,2021.7,NA
"Asia",2020.8,14,2021.8,1.68365900194056
"Africa",2020.8,14,2021.8,1.32526488124699
"Europe",2020.8,14,2021.8,1.29410595026018
"North America",2020.8,14,2021.8,NA
"Asia",2020.9,14,2021.9,1.41754411499597
"Africa",2020.9,14,2021.9,1.23881917112859
"Europe",2020.9,14,2021.9,1.40895508885199
"North America",2020.9,14,2021.9,NA
"Asia",2021,14,2022,1.55462022062491
"Africa",2021,14,2022,1.13999380384859
"Europe",2021,14,2022,1.48053639899383
"North America",2021,14,2022,NA
"Asia",2021.1,14,2022.1,1.70329131388161
"Africa",2021.1,14,2022.1,1.12289653935852
"Europe",2021.1,14,2022.1,1.48769606137974
"North America",2021.1,14,2022.1,1.21827326870134
"Asia",2021.2,14,2022.2,1.6164989439479
"Africa",2021.2,14,2022.2,1.13994289682264
"Europe",2021.2,14,2022.2,1.27683959008537
"North America",2021.2,14,2022.2,1.38089220046322
"Asia",2021.3,14,2022.3,1.73751596896988
"Africa",2021.3,14,2022.3,1.21083723676174
"Europe",2021.3,14,2022.3,1.42144147217644
"North America",2021.3,14,2022.3,1.56028803876101
"Asia",2021.4,14,2022.4,1.72360964871501
"Africa",2021.4,14,2022.4,1.23823314874285
"Europe",2021.4,14,2022.4,1.38512270667387
"North America",2021.4,14,2022.4,1.6329339046553
"Asia",2021.5,14,2022.5,1.69496900997202
"Africa",2021.5,14,2022.5,1.26024198122061
"Europe",2021.5,14,2022.5,1.40014813683265
"North America",2021.5,14,2022.5,1.63360147490859
"Asia",2021.6,14,2022.6,1.65762438001894
"Africa",2021.6,14,2022.6,1.17506341972612
"Europe",2021.6,14,2022.6,1.40030249328964
"North America",2021.6,14,2022.6,1.63694289999755
"Asia",2021.7,14,2022.7,1.65762438001894
"Africa",2021.7,14,2022.7,1.15556176945176
"Europe",2021.7,14,2022.7,1.40576021075488
"North America",2021.7,14,2022.7,1.65219759230872
"Asia",2021.8,14,2022.8,1.64469943743282
"Africa",2021.8,14,2022.8,1.17533183075055
"Europe",2021.8,14,2022.8,1.41467613340988
"North America",2021.8,14,2022.8,1.63902920463159
"Asia",2021.9,14,2022.9,1.60736871465666
"Africa",2021.9,14,2022.9,1.17532148722577
"Europe",2021.9,14,2022.9,1.3698702161631
"North America",2021.9,14,2022.9,1.5832131534467
"Asia",2022,14,2023,1.35256586767462
"Africa",2022,14,2023,1.19197985738736
"Europe",2022,14,2023,1.25488958259184
"North America",2022,14,2023,1.58307006892701
"Asia",2022.1,14,2023.1,1.26288609461495
"Africa",2022.1,14,2023.1,1.19009564406505
"Europe",2022.1,14,2023.1,1.20093194585918
"North America",2022.1,14,2023.1,1.3212265630011
"Asia",2022.2,14,2023.2,1.23359154782128
"Africa",2022.2,14,2023.2,1.21071019177412
"Europe",2022.2,14,2023.2,1.24235665197768
"North America",2022.2,14,2023.2,1.34270644933796
"Asia",2022.3,14,2023.3,1.48044800479556
"Africa",2022.3,14,2023.3,1.35769425402237
"Europe",2022.3,14,2023.3,1.16861839389556
"North America",2022.3,14,2023.3,1.49933124532906
"Asia",2022.4,14,2023.4,1.31069511636057
"Africa",2022.4,14,2023.4,1.34457450308532
"Europe",2022.4,14,2023.4,1.07156776379876
"North America",2022.4,14,2023.4,1.50235232716806
"Asia",2022.5,14,2023.5,1.2845391830242
"Africa",2022.5,14,2023.5,1.3521383170367
"Europe",2022.5,14,2023.5,1.08269298732091
"North America",2022.5,14,2023.5,1.51619584424875
"Asia",2022.6,14,2023.6,1.24727103023419
"Africa",2022.6,14,2023.6,1.28708363626676
"Europe",2022.6,14,2023.6,1.22790172809831
"North America",2022.6,14,2023.6,1.39369050657463
"Asia",2022.7,14,2023.7,1.24748651401695
"Africa",2022.7,14,2023.7,1.28708363626676
"Europe",2022.7,14,2023.7,1.22288875106903
"North America",2022.7,14,2023.7,1.39801018492146
"Asia",2022.8,14,2023.8,1.21680916680082
"Africa",2022.8,14,2023.8,1.24823466285824
"Europe",2022.8,14,2023.8,1.21770244529019
"North America",2022.8,14,2023.8,1.41040143256226
"Asia",2022.9,14,2023.9,1.48969484243811
"Africa",2022.9,14,2023.9,1.41255025634482
"Europe",2022.9,14,2023.9,1.372326876453
"North America",2022.9,14,2023.9,1.47591528258258
"Asia",2023,14,2024,1.43567222601032
"Africa",2023,14,2024,1.43925965372558
"Europe",2023,14,2024,1.37956736036537
"North America",2023,14,2024,1.53052456988926
"Asia",2023.1,14,2024.1,1.34071817001857
"Africa",2023.1,14,2024.1,1.45689170813463
"Europe",2023.1,14,2024.1,1.42733650934761
"North America",2023.1,14,2024.1,1.48588845851427
"Asia",2023.2,14,2024.2,1.18756370462589
"Africa",2023.2,14,2024.2,1.05154552982613
"Europe",2023.2,14,2024.2,1.24908891553303
"North America",2023.2,14,2024.2,1.43109392224914
"Asia",2023.3,14,2024.3,1.11977579112696
"Africa",2023.3,14,2024.3,1
"Europe",2023.3,14,2024.3,1.28535698413415
"North America",2023.3,14,2024.3,1.3376222493134
"Asia",2023.4,14,2024.4,1.11977579112696
"Africa",2023.4,14,2024.4,1
"Europe",2023.4,14,2024.4,1.31697579078075
"North America",2023.4,14,2024.4,1.3115229725051
"Asia",2023.5,14,2024.5,1.08757144471862
"Africa",2023.5,14,2024.5,1
"Europe",2023.5,14,2024.5,1.37801691591009
"North America",2023.5,14,2024.5,1.3115229725051
"Asia",2020,15,2021,1.37202915056479
"Africa",2020,15,2021,1.28587508810667
"Europe",2020,15,2021,1.13347513815799
"North America",2020,15,2021,NA
"Asia",2020.1,15,2021.1,1.70876181777067
"Africa",2020.1,15,2021.1,1.39198451214769
"Europe",2020.1,15,2021.1,1.41505592433573
"North America",2020.1,15,2021.1,NA
"Asia",2020.2,15,2021.2,1.51939736450467
"Africa",2020.2,15,2021.2,1.38212060722972
"Europe",2020.2,15,2021.2,1.35693543119478
"North America",2020.2,15,2021.2,NA
"Asia",2020.3,15,2021.3,1.46341566808259
"Africa",2020.3,15,2021.3,1.32712338070059
"Europe",2020.3,15,2021.3,1.30363542829627
"North America",2020.3,15,2021.3,NA
"Asia",2020.4,15,2021.4,1.45616430286321
"Africa",2020.4,15,2021.4,1.22179778314378
"Europe",2020.4,15,2021.4,1.28305860205669
"North America",2020.4,15,2021.4,NA
"Asia",2020.5,15,2021.5,1.50593815607071
"Africa",2020.5,15,2021.5,1.10074127605472
"Europe",2020.5,15,2021.5,1.22894376812461
"North America",2020.5,15,2021.5,NA
"Asia",2020.6,15,2021.6,1.50593815607071
"Africa",2020.6,15,2021.6,1.16716656410498
"Europe",2020.6,15,2021.6,1.23659727399227
"North America",2020.6,15,2021.6,NA
"Asia",2020.7,15,2021.7,1.51116717721298
"Africa",2020.7,15,2021.7,1.23979617004414
"Europe",2020.7,15,2021.7,1.3070329662134
"North America",2020.7,15,2021.7,NA
"Asia",2020.8,15,2021.8,1.58332028236444
"Africa",2020.8,15,2021.8,1.28928071332371
"Europe",2020.8,15,2021.8,1.32900172962586
"North America",2020.8,15,2021.8,NA
"Asia",2020.9,15,2021.9,1.4755399535052
"Africa",2020.9,15,2021.9,1.18291641090962
"Europe",2020.9,15,2021.9,1.46897198427855
"North America",2020.9,15,2021.9,NA
"Asia",2021,15,2022,1.59214492827135
"Africa",2021,15,2022,1.21007314679921
"Europe",2021,15,2022,1.47829452666383
"North America",2021,15,2022,NA
"Asia",2021.1,15,2022.1,1.65294141387301
"Africa",2021.1,15,2022.1,1.09386443680079
"Europe",2021.1,15,2022.1,1.38911972292293
"North America",2021.1,15,2022.1,1.07690055728337
"Asia",2021.2,15,2022.2,1.75542919747038
"Africa",2021.2,15,2022.2,1.19804193413621
"Europe",2021.2,15,2022.2,1.45230788690022
"North America",2021.2,15,2022.2,1.27795216823297
"Asia",2021.3,15,2022.3,1.6976189224969
"Africa",2021.3,15,2022.3,1.20993493114184
"Europe",2021.3,15,2022.3,1.34996057611057
"North America",2021.3,15,2022.3,1.52539702585978
"Asia",2021.4,15,2022.4,1.69570876243691
"Africa",2021.4,15,2022.4,1.23480681676311
"Europe",2021.4,15,2022.4,1.34047226795081
"North America",2021.4,15,2022.4,1.59457518583075
"Asia",2021.5,15,2022.5,1.69570876243691
"Africa",2021.5,15,2022.5,1.25659685681848
"Europe",2021.5,15,2022.5,1.34606796949617
"North America",2021.5,15,2022.5,1.58956251251451
"Asia",2021.6,15,2022.6,1.67994070592838
"Africa",2021.6,15,2022.6,1.17722859680251
"Europe",2021.6,15,2022.6,1.35342069016863
"North America",2021.6,15,2022.6,1.58866953635951
"Asia",2021.7,15,2022.7,1.59975159090277
"Africa",2021.7,15,2022.7,1.15168224780104
"Europe",2021.7,15,2022.7,1.355499283107
"North America",2021.7,15,2022.7,1.57708631674546
"Asia",2021.8,15,2022.8,1.52101145178742
"Africa",2021.8,15,2022.8,1.16227872619137
"Europe",2021.8,15,2022.8,1.38019897908703
"North America",2021.8,15,2022.8,1.4969635831643
"Asia",2021.9,15,2022.9,1.31811909589276
"Africa",2021.9,15,2022.9,1.11331380405862
"Europe",2021.9,15,2022.9,1.16641709194067
"North America",2021.9,15,2022.9,1.43032749901722
"Asia",2022,15,2023,1.37133794584194
"Africa",2022,15,2023,1.08565513493372
"Europe",2022,15,2023,1.12816032543573
"North America",2022,15,2023,1.3674188884985
"Asia",2022.1,15,2023.1,1.37218498614942
"Africa",2022.1,15,2023.1,1.19321870276557
"Europe",2022.1,15,2023.1,1.114256403215
"North America",2022.1,15,2023.1,1.38356254839889
"Asia",2022.2,15,2023.2,1.40457417008031
"Africa",2022.2,15,2023.2,1.15221572084257
"Europe",2022.2,15,2023.2,1.14045616809089
"North America",2022.2,15,2023.2,1.38216412504985
"Asia",2022.3,15,2023.3,1.29959157699975
"Africa",2022.3,15,2023.3,1.35521347230815
"Europe",2022.3,15,2023.3,1.24796666370459
"North America",2022.3,15,2023.3,1.32582617142879
"Asia",2022.4,15,2023.4,1.29940684080928
"Africa",2022.4,15,2023.4,1.34714315820861
"Europe",2022.4,15,2023.4,1.1922473705037
"North America",2022.4,15,2023.4,1.39722956059987
"Asia",2022.5,15,2023.5,1.30119221375564
"Africa",2022.5,15,2023.5,1.35278377478656
"Europe",2022.5,15,2023.5,1.20375780611079
"North America",2022.5,15,2023.5,1.43425207749081
"Asia",2022.6,15,2023.6,1.30115886658736
"Africa",2022.6,15,2023.6,1.30936952794464
"Europe",2022.6,15,2023.6,1.22545803197883
"North America",2022.6,15,2023.6,1.43018145031505
"Asia",2022.7,15,2023.7,1.31469542295194
