# BEAST v10.5.0
# Generated Thu Jan 29 15:27:36 GMT 2026 [seed=1769700455800]
# 2344b_global_n8_SRD06_HMC.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	tmrca(H5N8_2019_R7_Africa)	age(H5N8_2019_R7_Africa)	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	branchRatesHMC.rate	branchRatesHMC.scale	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
2490000	-6686.964489195421	-104.80551594113982	-6582.158973254282	14.193170869583632	2007.9684729660328	76.8219702270519	3.1277602059100595	2019.0338836297062	3.7100118340983435	7.171189980410417	8.397420075258657	0.3043416483722093	0.17101498436836446	0.25325589009055255	0.2713874771688752	0.3271552265660143	2.26951625264231	0.3084194498492464	0.6915805501507566	0.4626291747738696	2.0747416504522698	0.028425121956170796	9.368462094298874	0.007833592318486902	0.29964760073160657	0.02565381236720008	-6582.158973254282	0.0	-228.1930657912155
2500000	-6686.940307917516	-105.1977551308489	-6581.742552786667	14.46102654447459	2007.7006172911417	73.85155005930415	3.1765306371556186	2018.9851131984608	3.633395944366204	9.120970904571415	7.784256661681249	0.3120510060840328	0.17353371775988155	0.25536986140665807	0.259045414749429	0.16346018567503026	1.9824463644012447	0.3605260657588478	0.6394739342411551	0.5407890986382717	1.9184218027234652	0.026210665154920862	7.089353464772287	0.008747913104678927	0.31620317377542134	-0.06126912907819536	-6581.742552786667	0.0	-222.72557918935365
2510000	-6693.76637156426	-101.8456745494143	-6591.920697014846	13.155280380170307	2009.006363455446	76.51696773947505	3.162099797806197	2018.9995440378102	4.69282191605049	9.495790403473002	8.762311020625635	0.3003299195976438	0.18214896072980713	0.25860004574277345	0.25892107392977703	0.14587806982381424	1.6956000665588866	0.3417771157936963	0.6582228842063064	0.5126656736905444	1.9746686526189192	0.024620416555752263	7.6335819611729105	0.007875296530982427	0.27785374219220943	-0.08892364748834122	-6591.920697014846	0.0	-239.66682959434007
2520000	-6680.812237931666	-98.0518592556364	-6582.760378676029	13.69527728861903	2008.4663665469973	77.66526275948993	3.129633458053087	2019.0320103775632	5.275610366843587	7.779718341071012	8.272253816270657	0.3070153411026523	0.1937605307641476	0.2589787426135464	0.2402453855196553	0.07428122837240961	2.0677504631652113	0.28748113538170667	0.7125188646182959	0.43122170307256	2.137556593854888	0.023695226481618453	6.9792131775518875	0.00806052336050392	0.27338575747473265	0.0963671323927394	-6582.760378676029	0.0	-233.60917369134185
2530000	-6692.311104173539	-106.61521094993617	-6585.695893223603	17.328954153998087	2004.8326896816184	86.68039006529119	3.145523898310972	2019.0161199373053	4.332101404140641	6.257575520565374	8.321418567715082	0.3164617105032957	0.17484697717738143	0.26008674888040617	0.2486045634389183	0.10853832766184063	1.3685699661998454	0.3321435218802209	0.6678564781197819	0.49821528282033134	2.0035694343593455	0.02515742763447573	8.531856951827317	0.0068453856679790695	0.28951443795552984	0.021496253175766162	-6585.695893223603	0.0	-240.6396244061421
2540000	-6685.408951334948	-97.38565364173928	-6588.023297693209	15.93089127768425	2006.2307525579322	82.38088251989679	3.4410213332544926	2018.720622502362	4.406710845821958	7.002686774008449	9.025262447039369	0.30982156427823987	0.1947790855017153	0.2355625941557553	0.2598367560642911	0.2773544209759832	1.3946759291438207	0.31542171282774506	0.6845782871722578	0.4731325692416176	2.0537348615167734	0.0241522860253326	6.966534995111251	0.007630727566307667	0.2759689498492498	-0.016074838867609964	-6588.023297693209	0.0	-234.38146628249217
2550000	-6690.186978654178	-111.61664977773285	-6578.570328876445	14.010853179734546	2008.1507906558818	80.89516367682921	3.2362927287785688	2018.9253511068378	5.549988216457002	6.716785712228661	8.655619805159496	0.31470708359052324	0.1879173722911624	0.246437572078531	0.25093797203978496	0.1470756189430875	1.9547012664962697	0.2899049449350303	0.7100950550649725	0.4348574174025454	2.1302851651949175	0.019566460004377388	6.602854344382621	0.0072195339921232995	0.26483737548749664	-0.030332517732950665	-6578.570328876445	0.0	-245.79196923654862
2560000	-6711.099859517366	-133.56751261692295	-6577.532346900443	14.677012070185214	2007.4846317654312	83.45838777419979	3.292992431836985	2018.8686514037793	5.039361853740464	6.239508006513824	8.888210067634745	0.3295735729475741	0.1764460180374235	0.24533914862171305	0.24864126039329099	0.20578024049965113	1.850655942979442	0.3214311588902408	0.6785688411097615	0.48214673833536126	2.035706523329284	0.033038690024937506	13.248362383996994	0.007226941805192509	0.34778583961980475	0.0501444060460859	-6577.532346900443	0.0	-248.8364661981533
2570000	-6690.6450089184655	-121.89352641657058	-6568.751482501895	18.828946532405553	2003.3326973032108	94.01789755886115	3.348986818788105	2018.8126570168283	5.884657423404966	6.0674840279967315	6.954759617778629	0.304571439392308	0.17122371345263887	0.24643074863975653	0.2777740985152982	0.15087123456982604	2.0329736263061475	0.2933258734088229	0.7066741265911791	0.4399888101132343	2.1200223797735376	0.03233875025341878	12.585265159496569	0.0068139679627874875	0.3139538401658541	0.025340427009227628	-6568.751482501895	0.0	-254.9449129392278
2580000	-6679.73881810624	-112.7556704963371	-6566.9831476099025	13.66345916012094	2008.4981846754954	78.71550015967851	3.296972909777778	2018.8646709258385	4.869367518807089	7.723314605233524	8.965772837104934	0.2959780554300147	0.1828411458841207	0.2617014428063631	0.25947935587950316	0.1266134600889312	2.2890440421669602	0.31269942115254334	0.6873005788474588	0.469049131728815	2.061901736542376	0.03606748604678815	12.61019735957571	0.008056924587151085	0.34058597503695537	-0.07632996659907058	-6566.9831476099025	0.0	-242.25902870601098
2590000	-6690.709570282332	-93.42309766095275	-6597.286472621379	16.73394165144689	2005.4277021841694	87.44956117218179	3.246010255337215	2018.915633580279	4.682672187551071	6.501307423561182	8.57202150987637	0.3115700390396994	0.18822738344128256	0.24228658482133444	0.2579159926976852	0.23695002039227447	1.8553805880263938	0.27728002435890975	0.7227199756410922	0.4159200365383646	2.168159926923277	0.035487469237229285	12.082676588047748	0.0074704876310184454	0.2660233737283904	0.02248904892553845	-6597.286472621379	0.0	-245.41150156778414
2600000	-6659.023791312088	-98.02970398339713	-6560.994087328691	14.083594814014049	2008.0780490216023	76.29112421274596	3.103823118531472	2019.057820717085	4.064820402833509	6.622514577381265	7.887504727494196	0.3036446884773044	0.181180038259018	0.24967487604085367	0.2655003972228256	0.20918134696451718	2.2523817695845305	0.3716702764611728	0.6283297235388292	0.5575054146917592	1.8849891706164876	0.025275189675998715	7.04177582329114	0.008190297829707498	0.29117591748620675	-0.044731157908539855	-6560.994087328691	0.0	-229.03929173682369
2610000	-6678.029031062499	-100.01831333638842	-6578.010717726111	17.095592627489147	2005.0660512081272	81.52664665182236	3.147824182970734	2019.0138196526457	4.4291459526687476	7.361815631406529	8.8885190545277	0.29834197598366274	0.18338999759388985	0.24767349945704445	0.2705945269654046	0.2831258259288321	3.007724687563774	0.31831119991139456	0.6816888000886071	0.47746679986709184	2.045066400265821	0.026219901816325962	7.59364890976044	0.007747645396845225	0.2885165975842213	-0.029964503049109893	-6578.010717726111	0.0	-229.86253732496502
2620000	-6690.840311887542	-118.00430103234962	-6572.836010855192	16.558681978818488	2005.602961856798	83.64286054319312	3.074781642640857	2019.0868621929756	4.0497829629047635	5.911815517695103	8.99624335685564	0.30901883484627796	0.17583368261548823	0.24895072742245652	0.266196755115779	0.16919998776418363	1.8499896090726218	0.35663029756611986	0.6433697024338818	0.5349454463491798	1.9301091073016454	0.02692488121337724	8.200988951004724	0.0075381524588742435	0.3185211064995138	-0.0036976799710198623	-6572.836010855192	0.0	-239.31229513104938
2630000	-6696.213236880423	-124.26460192947614	-6571.948634950947	15.103283065443641	2007.0583607701726	81.52850296455836	3.098384402945514	2019.0632594326707	5.838859901709348	7.44659780754109	7.978600526338596	0.29317343040824306	0.1926687868043851	0.24535394397874286	0.2688038388086306	0.1451759528283688	3.187384422124117	0.28704338099403326	0.7129566190059684	0.4305650714910499	2.138869857017905	0.03603805082475558	13.106855634177702	0.007467364102963243	0.326020701206094	-0.08585850748813853	-6571.948634950947	0.0	-243.96262461920946
2640000	-6684.970133778021	-112.20168432020463	-6572.768449457816	15.68711017611381	2006.4745336595026	82.39334441340637	3.1155722591144355	2019.0460715765018	4.969413103383477	9.272184607015912	7.953220319920555	0.3129141072043693	0.18191900122180774	0.2510282862280695	0.25413860534575516	0.20966940113358323	2.405877509658911	0.30358644060568274	0.6964135593943193	0.4553796609085241	2.089240678182958	0.030207918670820254	10.50959521146452	0.007404299828346198	0.35482917407471065	0.03668528029696283	-6572.768449457816	0.0	-238.19234672504257
2650000	-6687.062325660883	-98.5838395986334	-6588.478486062249	15.715797414407655	2006.4458464212087	81.5591463381628	3.0568087789992995	2019.104835056617	4.047494310733546	6.166602035575034	8.048500700826034	0.32352344409154565	0.18432852727160512	0.24175824665543255	0.2503897819814183	0.11712662500011381	2.3206019864131013	0.3121825056953033	0.6878174943046984	0.46827375854295494	2.063452482914095	0.022096697223316645	6.600233827838056	0.00781866620800337	0.28384841238932834	0.23469521516308184	-6588.478486062249	0.0	-238.71856928940616
2660000	-6699.806851949231	-99.41971792715717	-6600.387134022074	12.92910109341796	2009.2325427421983	77.38324800273301	3.1203186927281283	2019.0413251428881	4.425204553877207	8.425688296163342	8.645795839397229	0.3256121930165519	0.170388847434183	0.2408581464357054	0.26314081311356124	0.2755157659515055	1.7814589409908943	0.3152322972372815	0.6847677027627203	0.4728484458559223	2.0543031082881607	0.02592688770185378	7.4521883222163945	0.00872961361517698	0.3334055379017524	-0.08495264375479475	-6600.387134022074	0.0	-237.33809977626348
2670000	-6691.46683120789	-108.89084809980528	-6582.575983108085	15.922786907850899	2006.2388569277655	81.74774127850472	3.137350836168486	2019.0242929994479	4.118113507706621	7.239342768995387	10.26226106734018	0.3032164087685879	0.16257082969870346	0.26431924234547444	0.26989351918723575	0.19314086992400187	2.275512300095955	0.30060384003046986	0.699396159969532	0.4509057600457048	2.098188479908596	0.024186401274366522	7.572207600762474	0.007583054756902304	0.2834624588808575	0.02176774747943666	-6582.575983108085	0.0	-235.6592572708212
2680000	-6686.119936934682	-115.87879273697388	-6570.241144197708	19.19302154588847	2002.9686222897278	93.07646619775296	3.1193171808749027	2019.0423266547414	4.8709235235524515	5.902197244553934	8.113327579034284	0.30924181994936256	0.18250974715655768	0.24724488471368355	0.2610035481803978	0.2187324542560974	2.815208413914815	0.3199029278120278	0.6800970721879741	0.4798543917180417	2.040291216563922	0.022758402651818273	7.183917596400681	0.007098846423136187	0.28672741996005574	0.0128803559388055	-6570.241144197708	0.0	-249.98408919658306
2690000	-6691.72376758554	-106.56821316011101	-6585.15555442543	17.08836262720078	2005.0732812084157	87.12075593294105	3.0855650716483414	2019.076078763968	4.557780343482788	7.016423914568438	9.258506388874512	0.3312137419505105	0.16304087224192682	0.2480219089428096	0.2577234768647547	0.18187287165632823	2.1330564129808436	0.3013218990378609	0.6986781009621404	0.45198284855679133	2.0960343028864212	0.02590733332839636	8.500623285344448	0.0071607233350431555	0.29133434172563566	0.12208835944520437	-6585.15555442543	0.0	-237.82856436880164
2700000	-6726.844625679584	-121.72706128849916	-6605.117564391085	17.850839981638117	2004.3108038539783	94.53689670688172	3.1910315970587546	2018.9706122385576	6.248883680700887	7.158125893947101	7.642916710517791	0.30336757944188875	0.1958552269039832	0.2392869988992841	0.2614901947548456	0.11746638428965753	2.261927730219251	0.3457253750873923	0.6542746249126088	0.5185880626310885	1.9628238747378264	0.027166052102009855	10.057778008840685	0.006467009951018338	0.2850293358173362	-0.11483981856731246	-6605.117564391085	0.0	-258.4501410011455
2710000	-6700.190883924975	-126.1066508107088	-6574.084233114267	14.945407739554936	2007.2162360960615	85.02305920469362	3.196355782591141	2018.9652880530252	4.3437991066794135	7.932035216740289	8.572543669659735	0.3085935437563032	0.17664442538655564	0.2507200448611699	0.26404198599597284	0.23616626583756528	1.5580164637735336	0.36157412682777273	0.6384258731722282	0.5423611902416591	1.9152776195166847	0.034958304515462967	13.199302607077797	0.007456357542425081	0.33312081537130944	0.1063241722320536	-6574.084233114267	0.0	-247.2149931333323
2720000	-6710.446450620785	-136.51339740745854	-6573.933053213326	15.635592417664265	2006.5260514179522	86.24361006856209	3.307658501359951	2018.8539853342563	5.900053166331751	9.207874622566955	7.224316586617907	0.30954331232411475	0.17888748703769383	0.250049105513664	0.26152009512452895	0.16905619504577715	3.3786815303281394	0.31554505824249574	0.6844549417575051	0.47331758736374363	2.0533648252725154	0.03949522358150879	14.88769757483196	0.007492793823889984	0.42911737448146825	-0.006487450379725356	-6573.933053213326	0.0	-249.3818466849095
2730000	-6706.628997082465	-136.19698416196718	-6570.432012920497	17.86813834343955	2004.2935054921768	91.46279455399767	3.212034539350459	2018.9496092962659	4.735882110908601	7.266211894899293	8.569729676098914	0.28935969604976697	0.1773881815137836	0.2616281118267376	0.2716240106097134	0.17942756896008788	3.070839256943635	0.32796098755477404	0.672039012445227	0.4919414813321611	2.016117037335681	0.025425202843551813	8.540263617526637	0.00678030256009292	0.3318626579403212	-0.03947760935446813	-6570.432012920497	0.0	-241.69499432705737
2740000	-6705.825790174236	-113.00856772820416	-6592.817222446032	16.645718800332823	2005.5159250352835	95.27232951569368	3.1700040827189624	2018.9916397528973	5.885769672687165	8.648146279147204	6.106051697577396	0.29179023680942306	0.17558995376364403	0.25801919572536947	0.274600613701565	0.20984286505971167	1.78872388918799	0.3138072816326608	0.68619271836734	0.4707109224489912	2.05857815510202	0.02048727425766347	7.8862667602078345	0.006435180294654343	0.26759183188243496	0.011704915149871008	-6592.817222446032	0.0	-263.74413000175343
2750000	-6708.917717323268	-126.25121355867518	-6582.6665037645935	16.615451485128446	2005.546192350488	93.20560828126574	3.450851716483431	2018.710792119133	6.096672772912539	6.727598911218265	8.625480196509326	0.30069294438289546	0.1914581981802297	0.24039606254419926	0.26745279489267715	0.26652650429479163	2.3463289611396623	0.3534874897868954	0.6465125102131053	0.5302312346803432	1.9395375306393159	0.013738837728333723	3.795443536432264	0.0068995528052658035	0.228352198649324	0.04719812813005399	-6582.6665037645935	0.0	-258.4000783450367
2760000	-6709.015336444731	-131.1284029880424	-6577.886933456688	16.291850904825928	2005.8697929307905	90.09289087670875	3.1615928038420895	2019.0000510317743	6.5078684569157925	6.757752915329215	7.5773747237683144	0.2995875777497461	0.18586916543038437	0.2573126387952239	0.25723061802464725	0.16574797037177685	1.5579144448155944	0.31558372674756535	0.6844162732524357	0.473375590121348	2.0532488197573073	0.015096881450640436	5.079849655967306	0.006581042741673684	0.28779964167300126	0.03344327866889447	-6577.886933456688	0.0	-256.45481750866674
2770000	-6707.687526457122	-120.56086299165423	-6587.126663465468	19.780454814121683	2002.3811890214947	97.86484202967344	3.104750227598089	2019.0568936080183	5.140393347132397	5.726617479268164	7.136131233603806	0.3095819565645231	0.1756947006518781	0.2525833427105479	0.2621400000730526	0.20611230063834934	1.9000850996049548	0.2942394626304571	0.7057605373695441	0.4413591939456856	2.1172816121086324	0.015078061350265412	4.508799685539104	0.006291654323868784	0.261529635518578	0.014696590531040563	-6587.126663465468	0.0	-253.81783824562766
2780000	-6679.325068861152	-122.26788243175471	-6557.057186429398	17.332184458899167	2004.8294593767173	89.5811410910507	3.1339844317592522	2019.0276594038571	5.011376296354397	7.667338866969478	9.829943195078089	0.3192914745932437	0.17401573956354943	0.2508437100178519	0.25584907582535665	0.13819938462534284	2.254172701606413	0.3076448791994681	0.6923551208005335	0.4614673187992021	2.0770653624016004	0.02464109603167153	9.626065999106906	0.0069994481247573955	0.3533519630736423	-0.08162295515556615	-6557.057186429398	0.0	-253.32572726738695
2790000	-6691.060889839587	-106.46394528686011	-6584.596944552726	18.616885456576863	2003.5447583790394	91.96592403196613	3.297057691934901	2018.8645861436814	4.189910682318035	6.779759858661143	7.553412878124594	0.2879332927774466	0.1799442750623397	0.26273964139799727	0.2693827907622181	0.2359429420867215	2.4020896157578755	0.3037331114528547	0.6962668885471469	0.455599667179282	2.0888006656414406	0.024613595260230423	8.950907977667738	0.0068506896639911	0.2978560056657115	-0.06011247218628132	-6584.596944552726	0.0	-246.88676152808517
2800000	-6702.374203300164	-111.85961109765265	-6590.514592202511	18.11843811593286	2004.0432057196836	85.89036987410292	3.2327873015839357	2018.9288565340323	4.3466788453865535	7.196975482936952	8.440594874160247	0.32695476218370756	0.17529372883709926	0.2499825121534459	0.2477689968257489	0.2429027579140365	1.8853821755303606	0.3071467650925816	0.6928532349074199	0.46072014763887237	2.0785597047222595	0.023551290074867344	7.43331473382768	0.007410844279331315	0.2774305657376607	0.04843926046370062	-6590.514592202511	0.0	-237.23281329783006
2810000	-6672.906118690797	-88.40815421110807	-6584.497964479689	18.678745021335516	2003.4828988142808	87.69377537797581	3.148635323849614	2019.0130085117667	5.121204148825684	7.207958902917361	9.22403050860681	0.29395355127754286	0.18596913363570447	0.2624033908007577	0.2576739242859965	0.2112095732770953	2.2135597779350324	0.3286839614749967	0.6713160385250045	0.493025942212495	2.0139481155750136	0.02179948873783471	6.25402762042775	0.007286054722020091	0.249169384438336	-0.0777289667919172	-6584.497964479689	0.0	-237.37203796790178
2820000	-6686.612220008745	-98.53103120536645	-6588.081188803379	18.571416818119054	2003.5902270174972	87.43907436761063	3.2608068988950736	2018.9008369367214	4.386210065536502	6.153384747255671	6.76423863562205	0.3126839267986441	0.1849611744667455	0.23872565696192033	0.26362924177269165	0.14910866414539933	3.274693450128134	0.3128234921984475	0.6871765078015537	0.4692352382976713	2.061529523404661	0.021975080005206055	7.034307628315585	0.0068120943519843075	0.27903975408177206	-0.047681065671998035	-6588.081188803379	0.0	-232.86567662238735
2830000	-6708.024513067842	-130.8851795708643	-6577.139333496978	21.109725793504502	2001.0519180421118	96.93685711485804	3.171879480321016	2018.9897643552954	4.373841025047937	6.806607205304715	8.327429541110037	0.2996815261441085	0.18154773076216715	0.2659597351990389	0.252811007894687	0.22879472835704512	1.9071218879894534	0.33696914393162003	0.6630308560683815	0.50545371589743	1.9890925682051446	0.024478164597112106	7.761131524240172	0.006782601362207596	0.33821763474393346	0.03582418892202718	-6577.139333496978	0.0	-248.37755897611666
2840000	-6696.15175764246	-132.70818786228472	-6563.4435697801755	16.53697480306988	2005.6246690325465	87.8460685949134	3.3473791539219424	2018.8142646816943	5.41468968212209	8.127473225830858	8.922906067265119	0.3191948700296753	0.17125654194073328	0.2512856643235019	0.25826292370609105	0.12659890949013367	1.4539299112535389	0.31024292052471963	0.6897570794752816	0.4653643807870794	2.069271238425845	0.02481400117886508	7.971927820607874	0.007137519805442456	0.38933497360598734	-0.05625165036304237	-6563.4435697801755	0.0	-246.2122088021481
2850000	-6709.5179005781165	-113.47672902018061	-6596.041171557936	16.893789733747898	2005.2678541018684	92.65200363004676	3.1802644200890593	2018.9813794155273	5.5747158876175735	7.6481818417464815	6.650959465879442	0.3053151950523683	0.1756272746557265	0.2512791142893844	0.2677784160025224	0.1815567612268362	1.9287237150315741	0.3055671729084355	0.6944328270915658	0.45835075936265324	2.0832984812746975	0.014973208801040114	4.6317428145973825	0.006937941714160351	0.2445699326849047	-0.03146718391669467	-6596.041171557936	0.0	-257.1074240535943
2860000	-6712.571973166253	-122.74584500804781	-6589.826128158205	17.894502819048295	2004.267141016568	94.02991026108843	3.2972418520489444	2018.8644019835674	5.273925602394385	5.648005694044487	6.783560570523139	0.3059886314384463	0.17642495166549568	0.25347129883533903	0.2641151180607205	0.1755063816965967	1.6371413814894331	0.3478616296962514	0.6521383703037502	0.5217924445443771	1.9564151109112506	0.015592657408384527	4.5594303155898315	0.006875445599430767	0.2583615466436593	-0.03711406301425957	-6589.826128158205	0.0	-254.92999977909406
2870000	-6682.698004796157	-107.2352223775811	-6575.462782418575	16.94021335330394	2005.2214304823124	85.89300147618293	3.1210890414929358	2019.0405547941234	4.107405046517208	5.3893494044892565	7.181069020386531	0.310600883516569	0.18064353858352267	0.2494383557311088	0.25931722216880104	0.1584612191430233	2.1078048887148397	0.29237652141932374	0.7076234785806782	0.43856478212898564	2.1228704357420347	0.02351231941617351	7.6248539284671395	0.007097080413360365	0.28104437069207716	0.05052139747792584	-6575.462782418575	0.0	-238.45945481861048
2880000	-6679.532860206848	-108.5566226066335	-6570.9762376002145	18.571771322636383	2003.58987251298	87.4928923644147	3.05940889865757	2019.102234936959	4.46217752463443	7.196706799932089	8.768582824595326	0.28715965536519084	0.1864901844633315	0.2586550978327085	0.26769506233877066	0.28271111499031265	1.8554646486864175	0.2965851178860126	0.7034148821139893	0.4448776768290189	2.1102446463419677	0.02644664145661447	8.535848662571802	0.007184529191918715	0.34183117660491025	-0.06127321889572375	-6570.9762376002145	0.0	-234.15308262707524
2890000	-6715.3000521052245	-121.1868395286861	-6594.113212576538	20.516688781381056	2001.6449550542352	90.31232799782029	3.484733981442779	2018.6769098541736	3.98191303032875	5.798907326003286	9.607893467736247	0.32418787757961764	0.19005184532060074	0.22464236216230418	0.26111791493747893	0.28040725350651846	1.9469683049765576	0.3318136349316364	0.6681863650683657	0.4977204523974546	2.004559095205097	0.03166607381314869	10.329327695382814	0.007429725067369857	0.3263855464893521	0.04814580333663266	-6594.113212576538	0.0	-227.1457433651805
2900000	-6706.543963310237	-117.62406731808127	-6588.919895992156	19.186496378713272	2002.9751474569032	92.75893849859482	3.1340360272783	2019.027607808338	4.9530275362144724	7.81757894955316	9.413686115935475	0.33182451070272717	0.17888982229502	0.2446546605000443	0.24463100650220998	0.20055702917338852	1.6528780916417922	0.3286302314988671	0.671369768501135	0.49294534724830064	2.0141093055034047	0.021912343382344712	7.518897102640989	0.0070788879337125585	0.2916172730673773	-0.1400111218970142	-6588.919895992156	0.0	-240.9299653075674
2910000	-6696.1847007779925	-115.9512483759568	-6580.233452402035	19.432097046716674	2002.7295467888996	95.25800835743969	3.6143601878265117	2018.5472836477898	5.5226877199895394	6.547185947816757	9.265310597823568	0.3152784322917334	0.16956297058174846	0.24653658601521677	0.26862201111130274	0.21730706060807364	1.9484605272803865	0.280695477899414	0.7193045221005882	0.42104321684912105	2.1579135663017643	0.026173770448178705	8.76575747706938	0.007067346286544313	0.2884502478427025	0.0651801180216182	-6580.233452402035	0.0	-248.95752957433834
2920000	-6682.155542233743	-98.99248630083898	-6583.163055932904	16.096073946142514	2006.0655698894739	82.4609946248609	3.159884541160446	2019.001759294456	4.683120296310805	7.73159078609237	8.663946645466005	0.29791857574844716	0.17386855133818915	0.2799431755814395	0.2482696973319256	0.15162010922831337	1.9089073327965083	0.29636340678977285	0.7036365932102293	0.44454511018465925	2.110909779630688	0.021531984843817277	6.521141968180954	0.007745346523142063	0.27631249255007234	0.07080196169127437	-6583.163055932904	0.0	-236.00698377740648
2930000	-6714.6556758486595	-124.14928581866437	-6590.506390029995	16.1444141513591	2006.0172296842572	82.63793065880571	3.1099030962912413	2019.0517407393252	4.92739015802943	8.63684953248686	8.64159762912069	0.30254517488411875	0.1907291100968071	0.2510112868185668	0.25571442820050866	0.16079838116302675	1.8454373270140574	0.29763118407680983	0.702368815923193	0.44644677611521477	2.107106447769579	0.019035770571255096	6.0258889998447716	0.007134303566333542	0.27488932112172454	-0.08369234327814784	-6590.506390029995	0.0	-238.53738895302394
2940000	-6680.28751366476	-97.64322143920754	-6582.644292225552	11.976122161946991	2010.1855216736694	70.63383205525231	3.0287984727938775	2019.1328453628225	4.585351323737157	7.032473754409149	8.61114433349489	0.30504741529831586	0.18288092520441093	0.23666864972492857	0.275403009772346	0.18092935552503336	2.0080029697932975	0.2778286017495599	0.722171398250443	0.4167429026243399	2.166514194751329	0.03217870149261876	8.954560294045477	0.009245557176582018	0.2985882249946668	-0.12710869337747646	-6582.644292225552	0.0	-225.82573648662049
2950000	-6693.23826125344	-109.67124816364017	-6583.5670130898	11.121704617102422	2011.0399392185138	68.3651029601009	3.040518947652736	2019.1211248879636	4.408545323453141	6.538515358110283	9.178144633062821	0.31628353067837855	0.18168675081600755	0.2449120468535011	0.25711767165211413	0.13558359885348642	2.0362027078519436	0.322560536461988	0.677439463538015	0.483840804692982	2.032318390614045	0.029950707042242796	8.592322055824015	0.009096886464132002	0.3270481311146357	-0.05399614984344565	-6583.5670130898	0.0	-226.0469391002018
2960000	-6698.427642979258	-124.63910195604196	-6573.788541023216	16.917839099927132	2005.2438047356893	86.17540084395044	3.1313439391821607	2019.0302998964341	5.0459450700922295	8.558880257747028	9.11563506407487	0.3036410896663731	0.17368089426809044	0.25998518150704286	0.2626928345584949	0.19455472897051904	1.970094567968414	0.3001972452890912	0.6998027547109119	0.4502958679336368	2.0994082641327356	0.023704479439388446	8.470317595877452	0.006841579353220295	0.3199516527309833	-0.06578378890040008	-6573.788541023216	0.0	-241.32741202854655
2970000	-6695.5540452608975	-113.95125075303946	-6581.602794507858	18.820169552475047	2003.3414742831412	92.4504088578749	3.1092352489423902	2019.052408586674	4.493137758081706	6.372108486844961	9.731876115467834	0.2959340516427211	0.18822874569686526	0.26074721181269733	0.25508999084771783	0.16641011802427708	1.7826942192797963	0.32358032957635735	0.6764196704236459	0.48537049436453605	2.0292590112709377	0.02221828582287643	6.702172683911599	0.006735410220327304	0.27942844642662884	0.07819973763857203	-6581.602794507858	0.0	-246.9540278048342
2980000	-6713.277532396995	-137.25900375515883	-6576.018528641836	20.737918746414447	2001.423725089202	96.00511656354827	3.210144966450984	2018.9514988691653	4.98287839139202	5.314815368088221	7.651081359686979	0.2943409003913499	0.19408830100858698	0.2492666204543802	0.26230417814568446	0.15891476141362482	3.0046354901147354	0.3147915879407984	0.6852084120592049	0.47218738191119763	2.055625236177615	0.023597926695987984	7.804243832914665	0.006598970237954207	0.30991936041639606	-0.024115503945949197	-6576.018528641836	0.0	-250.09908486387675
2990000	-6682.693421950953	-104.43334563644689	-6578.2600763145065	19.9668867051808	2002.1947571304356	93.83603121322955	3.303672762358761	2018.8579710732577	3.8580913984112453	5.878916406959757	7.81073254071466	0.30478646378470386	0.18943344352481442	0.24617790647799803	0.2596021862124852	0.1677373017186877	3.740422585644449	0.30993937145572964	0.6900606285442741	0.46490905718359443	2.070181885632822	0.020322361034865857	5.938780843991143	0.006814761422568034	0.2680002413639813	-0.0382389706259529	-6578.2600763145065	0.0	-241.70912898262407
3000000	-6687.815606826606	-106.93778251808305	-6580.8778243085235	15.229436989870978	2006.9322068457454	87.39494629485674	3.2771720491049185	2018.8844717865115	6.131617744848216	6.10165572353693	6.785399079930779	0.29986769465732965	0.1725841213690433	0.2709869442954445	0.25656123967818417	0.2045071292648362	2.1503668417361617	0.2950001358656044	0.7049998641343987	0.4425002037984066	2.1149995924031963	0.017974105189339076	6.152937747034852	0.006752325654814298	0.26593256590999664	0.049270040331716294	-6580.8778243085235	0.0	-251.7174659053169
3010000	-6680.652943282566	-105.45032339177502	-6575.2026198907915	17.44283889385457	2004.7188049417618	91.70597219731133	3.2345378503457085	2018.9271059852706	5.634290397169444	5.527149550610907	8.28218353211148	0.3022144265019464	0.18364515158193667	0.23884300495608018	0.27529741696003823	0.16404591092111914	2.002557069790798	0.3107430022008082	0.6892569977991946	0.4661145033012123	2.0677709933975836	0.019209723382620923	6.767282460265857	0.006930512577469195	0.26951432840189743	-0.011562876646713852	-6575.2026198907915	0.0	-250.0118852333565
3020000	-6711.321198224016	-136.90732674107377	-6574.413871482942	19.467048313219482	2002.6945955223969	97.21541326083747	3.2277461184409857	2018.9338977171753	6.574106814619994	7.035829379749288	7.343739075113969	0.3215868836401135	0.17083771076023788	0.2356046105368698	0.2719707950627805	0.21282956968261585	2.5004392831932334	0.30209200366986233	0.69790799633014	0.4531380055047935	2.09372398899042	0.024998335420598917	8.664202629683793	0.006355040510964046	0.29427180814852877	-0.004479859440737279	-6574.413871482942	0.0	-258.02280890826313
