# BEAST v10.5.0
# Generated Thu Jan 29 15:27:36 GMT 2026 [seed=1769700455800]
# 2344b_global_n8_SRD06_HMC.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	tmrca(H5N8_2019_R7_Africa)	age(H5N8_2019_R7_Africa)	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	branchRatesHMC.rate	branchRatesHMC.scale	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
5410000	-6665.8231865253065	-99.34432105255172	-6566.4788654727545	12.787997907394438	2009.373645928222	74.1595445207953	3.354197453456724	2018.8074463821597	3.7032850444787697	9.07506069443837	7.518864746260946	0.30428404116351077	0.1918033009610941	0.24222731411046775	0.261685343764928	0.1475826798776291	2.4739561521226032	0.35034392287314003	0.6496560771268616	0.5255158843097101	1.9489682313805847	0.040507525854479545	13.300468006451823	0.008311209861614823	0.2856264620778409	0.011177380662081966	-6566.4788654727545	0.0	-232.70913645244698
5420000	-6702.408851210769	-117.54034891735054	-6584.868502293419	11.835829270103957	2010.3258145655125	75.82091214663944	3.1857594138007914	2018.9758844218156	4.029327025410687	7.016394180335431	7.885934003682264	0.3048453960573431	0.1757270617019484	0.2581362648061828	0.26129127743452635	0.2661556093505626	1.879568108714345	0.30992217114763765	0.6900778288523641	0.4648832567214565	2.0702334865570924	0.029405754478424532	9.524914223897499	0.008362032111464999	0.3209956454265097	0.0064115036517324005	-6584.868502293419	0.0	-240.11715533056847
5430000	-6698.010267377284	-123.0948388948971	-6574.915428482387	15.645381804073013	2006.5162620315434	84.63188486363069	3.207367833604612	2018.9542760020117	4.170546515207188	5.909202268279393	9.19481802682337	0.30854679661486867	0.18737250888219098	0.24453437143263027	0.2595463230703108	0.1751736506749412	2.2017416376837433	0.3328901424230263	0.6671098575769752	0.4993352136345394	2.0013295727309255	0.030241010041667443	11.27413298586898	0.0066912480453032875	0.33563114228390184	0.013394995532402944	-6574.915428482387	0.0	-237.94635784235027
5440000	-6708.6432485577225	-125.85608486631571	-6582.787163691407	16.290512635690295	2005.8711311999261	87.84059101451417	3.2676149788007622	2018.8940288568156	4.598703488187274	6.5671335828691575	8.17283804135568	0.3268063685154851	0.19722325917075392	0.2392953797530885	0.23667499256067326	0.003363793712035022	2.432934109541547	0.3315195287683907	0.6684804712316109	0.497279293152586	2.005441413694833	0.020911370954487193	7.141956226157946	0.006652292459359179	0.29234027174294125	-0.037203433554553106	-6582.787163691407	0.0	-254.74442466630475
5450000	-6678.524382361304	-90.81507013196631	-6587.709312229337	17.17816388622547	2004.9834799493908	86.24828823098032	3.2972722550503013	2018.864371580566	4.608818106918434	7.038228734721355	7.249239806782911	0.30758911466627886	0.18941540730760528	0.25201406186686287	0.25098141615925373	0.28366826767128084	2.8631287277302357	0.3115782223077594	0.6884217776922424	0.46736733346163906	2.065265333076727	0.022878857163238984	7.22694708077207	0.007322636527410864	0.25854146316355936	0.05112758346716552	-6587.709312229337	0.0	-242.98776732839806
5460000	-6712.952966113886	-135.2695196209893	-6577.683446492896	15.606408321357211	2006.555235514259	87.69567566214259	3.288690027052243	2018.872953808564	4.8406815166102595	7.570275593677564	8.545498623539268	0.3220250190008272	0.1779171016126024	0.2484842884690001	0.25157359091757103	0.1778335640705963	1.9287984791879875	0.30113811977134874	0.698861880228653	0.4517071796570231	2.096585640685959	0.02810249941319036	10.103552838808266	0.007291678880838781	0.34454720649964354	0.023158958165890763	-6577.683446492896	0.0	-247.4500341376776
5470000	-6686.907103583705	-127.16487049628334	-6559.7422330874215	15.544845731035386	2006.616798104581	85.79516839199388	3.116676634474357	2019.044967201142	4.648214717672194	6.033622243106342	9.468925220195334	0.29984730529985754	0.18581256613195496	0.26086984844949673	0.25347028011869155	0.2964866017495963	2.2791019660688163	0.31096749330832935	0.6890325066916724	0.46645123996249405	2.0670975200750172	0.029807563857676172	10.645332183729312	0.007093612904516089	0.3112262434980543	0.04297863183363982	-6559.7422330874215	0.0	-239.33936611512897
5480000	-6715.210482743278	-137.99136559547716	-6577.219117147801	18.290021792839983	2003.8716220427764	99.45230858282108	3.313688956133628	2018.8479548794828	5.867368663830044	9.347141497967069	7.665831148718623	0.30017021933620575	0.17709746455084255	0.25457419778175394	0.2681581183311985	0.23794285302902793	2.976380211645495	0.33820501212658644	0.6617949878734153	0.5073075181898796	1.9853849636202459	0.02342045327757812	9.270795589799658	0.006134277805003896	0.33153334329393436	-7.401863901051506E-4	-6577.219117147801	0.0	-269.4743180619453
5490000	-6713.910647904875	-127.3583091863091	-6586.552338718566	18.284152324015885	2003.8774915116005	96.67422429438301	3.3953272351694497	2018.766316600447	5.199627275999906	7.744615964265423	8.826099916646474	0.30168488440010977	0.17500303566096825	0.2657318553429648	0.2575802245959578	0.24803871419750537	1.6953930715337937	0.3019634657921023	0.6980365342078998	0.45294519868815347	2.0941096026236994	0.023738237574055413	8.485528029833606	0.006793034709347535	0.303255759933444	0.002853523312713318	-6586.552338718566	0.0	-258.4436949322792
5500000	-6744.260268251688	-136.68154492321327	-6607.578723328475	19.464485879514243	2002.697157956102	98.07746958959794	3.3336689537940716	2018.8279748818222	6.187523017722409	5.372208090203644	7.952200679582146	0.31637935442106274	0.1760264303158087	0.23687572726245149	0.2707184880006778	0.25320440566276065	2.1616403562361017	0.35912505464145705	0.6408749453585448	0.5386875819621856	1.9226248360756344	0.0212241453272163	7.500694338074442	0.006483137898188591	0.2851873297910782	-0.09503127512351976	-6607.578723328475	0.0	-263.5998589840783
5510000	-6710.547118299751	-125.01158654356095	-6585.53553175619	21.97453741359395	2000.1871064220225	105.70509678503669	3.3623028315278205	2018.7993410040885	5.727534779874637	6.793421444090848	7.443651490373765	0.3212878471308144	0.18150031908551573	0.24364842316610516	0.2535634106175655	0.21505244249645666	1.3618345162702643	0.34873611453742476	0.6512638854625775	0.5231041718061371	1.9537916563877324	0.02339440353986968	9.543719233437143	0.005586520127746908	0.32374815280582353	-0.0948170189370064	-6585.53553175619	0.0	-258.52183833725195
5520000	-6713.629762647436	-124.17351703148884	-6589.456245615947	21.033013020851072	2001.1286308147653	101.20038882142413	3.1288463775874504	2019.0327974580289	6.86853201115698	8.109694876397533	7.231385758593846	0.31953846642587747	0.185282264964777	0.24324089383703382	0.25193837477231246	0.1721141390751835	2.355688346663541	0.34668026290167114	0.6533197370983307	0.5200203943525067	1.9599592112949922	0.02451507020807201	8.546300324884939	0.006447741981690818	0.2918058067076084	0.15594128867795984	-6589.456245615947	0.0	-257.89240350798923
5530000	-6699.107703969307	-117.89002190228473	-6581.217682067023	18.27269657624692	2003.8889472593694	86.85153137200827	3.2662306774911967	2018.8954131581252	5.104244238480999	8.013805083325728	9.185675495549019	0.3052509692262127	0.18471121699633328	0.24573496891638746	0.2643028448610673	0.20823071837081356	3.030141367056964	0.3524779850868589	0.6475220149131427	0.5287169776302884	1.942566044739428	0.018353496638657003	5.009156013586996	0.007032419477820764	0.2697097901291768	-0.10704684213105368	-6581.217682067023	0.0	-236.75025515964057
5540000	-6687.068824187013	-110.52430780910908	-6576.544516377904	18.183488812333746	2003.9781550232826	87.58482811709291	3.2948265390203337	2018.866817296596	4.568900944717827	8.017209535099237	8.488806090538798	0.29790128702733215	0.18752188087930596	0.2581412174624454	0.2564356146309172	0.1659411258361025	1.7169939916460666	0.32574102032452623	0.6742589796754755	0.48861153048678935	2.0227769390264267	0.019282682336423093	5.450759829455001	0.007113468092936826	0.26083151802608057	-0.01600048183532095	-6576.544516377904	0.0	-242.1162422630759
5550000	-6707.569003465573	-125.45575450096761	-6582.113248964605	15.232247059804008	2006.9293967758124	84.91636789840834	3.1884167517199073	2018.9732270838965	5.375151765655841	9.2133785100202	6.90045191485401	0.3094206465367836	0.1922368212310672	0.2490707217756621	0.2492718104564879	0.1856696563928823	2.660759513259362	0.314149298711987	0.6858507012880151	0.4712239480679805	2.057552103864045	0.020097036738090403	6.896538249607847	0.006796920143283604	0.3191409667327861	0.08000914955818482	-6582.113248964605	0.0	-247.40537988611237
5560000	-6693.142223852248	-112.82878423914707	-6580.313439613101	13.7761123614091	2008.3855314742073	77.85790372976435	3.091356753589098	2019.0702870820273	5.2541931594510505	6.327906291467149	8.125726117390414	0.2897707631597876	0.18816745966915535	0.2559934237537851	0.26606835341727275	0.12726839865705256	3.2382302965810226	0.30364955427726736	0.6963504457227341	0.45547433141590105	2.0890513371682022	0.021556979426832868	6.463969950364964	0.007660348193677056	0.28684483051200316	-0.01196233317434643	-6580.313439613101	0.0	-238.53490085765102
5570000	-6711.755857194613	-135.8862041139881	-6575.869653080625	13.117671610337794	2009.0439722252786	79.31336966190246	3.1132399700520117	2019.0484038655643	5.056271298637662	7.569775421409281	8.048901753784396	0.3077143472535214	0.17678707104730776	0.2453679290522964	0.2701306526468753	0.16254106945761707	1.7553951581928742	0.3378629249589802	0.6621370750410206	0.5067943874384703	1.986411225123062	0.022150890108277775	7.940228029420167	0.00781603745875946	0.36145809156650677	-0.01323431587420257	-6575.869653080625	0.0	-244.41850546808564
5580000	-6688.919117538033	-112.77830776832553	-6576.140809769708	16.353841343879374	2005.807802491737	83.85165119597751	3.324857848925814	2018.8367859866905	4.900474958127322	7.4084401834583105	8.838357960244002	0.3132554128168429	0.16649099374767162	0.24464813051208556	0.27560546292340093	0.14655083323723184	2.0579519839018134	0.32888427301986906	0.6711157269801314	0.49332640952980356	2.013347180940394	0.029377152261913116	10.9648527048833	0.007551881920017253	0.37198278732749485	-0.014407753284683179	-6576.140809769708	0.0	-234.1579084521185
5590000	-6681.572474414277	-113.29486091945157	-6568.277613494825	17.43901913808857	2004.7226246975279	86.83711755817677	3.092881362284921	2019.0687624733314	5.278997354577598	7.9715234196803815	8.726600041227622	0.31188851210726254	0.18628214722281566	0.2516630682118422	0.25016627245808065	0.2110753889770223	2.252857728686675	0.31854911058931035	0.6814508894106904	0.4778236658839655	2.0443526682320714	0.0345052579350135	10.863324459384305	0.007713260646762889	0.31702713265562915	0.04724354119291385	-6568.277613494825	0.0	-240.17179499366378
5600000	-6689.430209623351	-116.30688182805386	-6573.123327795298	18.22225039463477	2003.9393934409816	91.85469375227312	3.150384713319824	2019.0112591222965	5.851420943085362	7.295688799156983	7.847298252273146	0.2896344849834537	0.1949503123849914	0.26310947691490877	0.2523057257166472	0.22225740929963403	2.4943752321200927	0.3069274099357693	0.6930725900642314	0.4603911149036539	2.0792177701926944	0.026680503430196536	10.250642424126047	0.006286507335369775	0.3366824906780172	0.07519310882829516	-6573.123327795298	0.0	-245.41722341909474
5610000	-6707.829103854109	-115.95597536883841	-6591.873128485271	16.714662318025617	2005.4469815175908	83.67241433816434	3.1628404055352672	2018.9988034300811	4.818501469617518	6.796097389027932	8.875456510797257	0.32254752633325884	0.17548243500767258	0.25238004220276006	0.24958999645630964	0.11710738449055261	2.689406360620083	0.3243557001618637	0.6756442998381371	0.48653355024279554	2.0269328995144114	0.018070645673691946	5.9754889780198095	0.006927611503905376	0.31005043402756205	0.050234391840150994	-6591.873128485271	0.0	-236.78175282724396
5620000	-6681.120487098856	-108.64550785077653	-6572.47497924808	15.894353451396078	2006.2672903842204	81.23511559609764	3.1303744517354892	2019.031269383881	4.178725124232709	5.827370393757082	8.681875284504915	0.31322545748026015	0.17820703442013797	0.23925403189786523	0.26931347620173773	0.16739993587416901	1.8744941965785782	0.32206273977399863	0.6779372602260025	0.483094109660998	2.0338117806780076	0.02108836932005608	6.360001584422577	0.007716630155920738	0.28100614608143676	-0.06572922269471883	-6572.47497924808	0.0	-234.55743307724757
5630000	-6677.546721030053	-104.14718653255343	-6573.399534497499	14.390933138994884	2007.7707106966216	79.9839589583756	3.134273216699168	2019.0273706189173	4.31300759833693	6.052210522425394	7.713176732718712	0.2964217513366356	0.18956279411874843	0.2536625384659428	0.2603529160786744	0.24224088922330375	2.996854086771079	0.3081441736858952	0.6918558263141064	0.4622162605288428	2.075567478942319	0.02336418754227023	7.04648719740762	0.007494711868697956	0.31730177400488563	-0.10237329627559782	-6573.399534497499	0.0	-234.22974261325066
5640000	-6668.779246514145	-106.39817582722031	-6562.381070686924	12.670896628993098	2009.4907472066232	73.35265679195658	3.0900326555631197	2019.0716111800532	4.56940523708634	7.118274227337198	8.242174622647937	0.3151464522062727	0.1767502023062945	0.2525123995807742	0.25559094590665987	0.15334533679650447	2.345882967204081	0.3508012589520351	0.6491987410479664	0.5262018884280527	1.9475962231438992	0.055008601317245845	19.191459163066284	0.008850389096647253	0.35389836788399454	0.07082372977964972	-6562.381070686924	0.0	-228.93779468801037
5650000	-6668.540632802808	-78.98851072967051	-6589.552122073138	12.614141818973119	2009.5475020166432	69.35281006547292	3.289641258070019	2018.8720025775463	3.720317660473808	8.253649114235406	6.984278336632843	0.2935212700347378	0.2010695415577837	0.2293377543920924	0.2760714340153874	0.20288147464384157	2.179929090426484	0.32304498107546903	0.6769550189245326	0.48456747161320357	2.0308650567735977	0.03393245674344505	9.347285458287976	0.009422086960968586	0.26808315577842035	0.0517766663289848	-6589.552122073138	0.0	-219.38672999122352
5660000	-6706.403165989838	-116.83146911951063	-6589.571696870327	12.63690114137143	2009.5247426942449	77.9413502402193	3.1302573204808146	2019.0313865151356	4.860116797530291	6.492617266422114	8.813014913606295	0.313305979676881	0.15750606060873654	0.2665810147006127	0.26260694501377113	0.17986308236631324	1.950204481420116	0.32765952362139006	0.6723404763786118	0.4914892854320851	2.0170214291358355	0.021699481125368857	6.64851203713406	0.007948243584229709	0.2787395334068694	0.0036474336955673566	-6589.571696870327	0.0	-243.62674875794846
5670000	-6719.7494085058	-139.5633772599515	-6580.186031245848	17.974457079138197	2004.1871867564782	100.9417729842375	3.1452617511488796	2019.0163820844675	6.006183400013221	6.511598783110954	8.10725112166185	0.3146704355789177	0.1721760072384319	0.2335847012756501	0.2795688559070016	0.18576513844416942	2.471235924763329	0.34677018635410506	0.6532298136458972	0.5201552795311576	1.9596894409376915	0.017718172004607412	6.744147776052312	0.005971781809428851	0.3147850323126446	0.08085039134556965	-6580.186031245848	0.0	-260.4396791709478
5680000	-6719.907873236513	-142.77692565872331	-6577.13094757779	17.737569703029845	2004.4240741325866	93.07387002357001	3.3119668369593	2018.849676998657	6.755130823720299	6.590743789763228	8.129030405987873	0.3004099129988976	0.19110739033700647	0.26155245348347106	0.24693024318062617	0.1426100703465292	2.307070075984656	0.3142233744005841	0.6857766255994183	0.4713350616008762	2.057329876798255	0.029495429071404917	11.073101295431988	0.006977550429249103	0.35157349421692996	0.08191355256794917	-6577.13094757779	0.0	-262.57565243907004
5690000	-6711.419400475299	-122.34255573731343	-6589.076844737986	14.344136174609492	2007.8175076610069	82.19364798267802	3.091823140213563	2019.0698206954028	5.355295890540147	7.768325549609136	9.286671530211683	0.2969741631205776	0.1867574597950619	0.2597197754041963	0.2565486016801655	0.13905965748131627	3.297548543252347	0.303258419931448	0.6967415800685548	0.45488762989717196	2.0902247402056644	0.01401906885223293	3.8392021404048733	0.007627467171339649	0.24069738655363354	0.020909731185154937	-6589.076844737986	0.0	-246.38826963133704
5700000	-6701.286918624705	-129.0606220458879	-6572.226296578818	15.841258117891957	2006.3203857177243	91.22475828113262	3.2125020092055423	2018.9491418264108	5.942206156268612	9.664025614440275	9.372774977090492	0.30197439623370315	0.1955858808288672	0.24535806404701346	0.2570816588904175	0.172103358292872	1.9614432452864836	0.3245162102493193	0.675483789750683	0.48677431537397897	2.026451369252049	0.022961522907596385	8.332554678337551	0.007108235563490077	0.2984190984915191	0.04079333574186433	-6572.226296578818	0.0	-259.6929396391182
5710000	-6671.468537768928	-96.39159777156132	-6575.076939997367	16.88117793460271	2005.2804659010137	83.79368176393362	3.1475171580675294	2019.0141266775488	4.85508183071742	7.690986644302228	7.280734828070271	0.2964042310517192	0.1915058159178668	0.2519365761878512	0.260153376842564	0.24965855952173185	1.9818194894177963	0.3132105320565995	0.686789467943403	0.46981579808489926	2.060368403830209	0.024208543107375285	7.609186318057497	0.007446090898186753	0.27539182290333597	0.048267052521058666	-6575.076939997367	0.0	-232.20557470037434
5720000	-6697.266749096285	-108.59477084055706	-6588.6719782557275	16.159925728002555	2006.001718107614	85.69651920802451	3.06420942156908	2019.0974344140473	4.461330159186812	6.8253055178235496	8.947399299084298	0.3208891334166423	0.1928626830951498	0.24092720484556038	0.2453209786426486	0.2155212815127972	1.908434859221168	0.29160630267591564	0.708393697324087	0.43740945401387343	2.125181091972261	0.015293087731469033	4.2593924757958455	0.00738219800398627	0.2314225873687057	0.025114392620983337	-6588.6719782557275	0.0	-240.27858194409706
5730000	-6690.53091034389	-124.09055305066678	-6566.440357293223	13.078178089432695	2009.0834657461837	80.04676623518776	3.3341695820752326	2018.8274742535411	4.422353928563668	6.742928051854238	7.997203110082204	0.3116038015739357	0.18537410302611526	0.25432047391659507	0.24870162148335515	0.17473986847829245	2.513418967383122	0.32083488295268847	0.6791651170473144	0.4812523244290327	2.0374953511419434	0.019194321254395047	5.412401528669885	0.008430089125719879	0.27046972235111977	0.03978801468568787	-6566.440357293223	0.0	-248.7793781422342
5740000	-6721.233891878686	-135.78751353431625	-6585.44637834437	15.64863733902868	2006.5130064965876	84.98367675041887	3.2078479535967674	2018.9537958820197	5.030762657382394	4.882332367727533	7.70056379232369	0.29895836194114467	0.1880614034280309	0.24681553196785203	0.2661647026629736	0.15095053546201592	2.080562238038026	0.35648056189152433	0.6435194381084789	0.5347208428372865	1.9305583143254368	0.01950677216250242	5.857019487821189	0.007132849970274063	0.30362404351865885	0.01240716991608833	-6585.44637834437	0.0	-243.29761842689342
5750000	-6673.02853416908	-98.78453345188444	-6574.244000717195	14.784540563461144	2007.3771032721552	82.94002454374407	3.2618363760552826	2018.899807459561	5.911466634802358	8.600488637164379	9.449124598075697	0.2980149270029947	0.16991399177738986	0.250816990707712	0.28125409051190464	0.18564543304527856	2.0439513714164437	0.33651874753895084	0.6634812524610526	0.5047781213084263	1.990443757383158	0.026249855718592157	7.821323245899898	0.007986662827829494	0.25391481199351695	0.07734497445233621	-6574.244000717195	0.0	-243.76233516814693
5760000	-6684.975684297549	-103.50060767470663	-6581.475076622843	15.519931904654369	2006.641711930962	83.05336964872959	3.365669660642305	2018.7959741749742	4.562913228578258	6.8256659625606435	8.528034299360057	0.3140637873642263	0.1855288222377379	0.25584777719486135	0.24455961320317565	0.15667384156524702	1.6796671217494894	0.2866799265154423	0.713320073484561	0.4300198897731634	2.1399602204536827	0.029952080444097872	10.0783267462516	0.006984592725044349	0.296425160192537	-0.19022526204911766	-6581.475076622843	0.0	-234.67686418173017
5770000	-6716.951380864035	-132.51630849044165	-6584.435072373593	12.593685205447901	2009.5679586301685	75.01645003157162	3.2394065382279313	2018.9222372973884	4.913212023098986	5.1347536031628636	9.33742164912008	0.2937663520399688	0.18455774970060757	0.24903839228083263	0.27263750597859226	0.31726398676240797	2.283156078698127	0.2885329578308475	0.7114670421691557	0.4327994367462712	2.134401126507467	0.024498039879265524	8.154509236664783	0.0077637915906326104	0.3384433814653018	0.15183371018026393	-6584.435072373593	0.0	-237.45480609253045
5780000	-6664.070073164192	-82.46385295331544	-6581.606220210876	16.086357639383046	2006.0752861962333	78.11734112714666	3.1200094500225095	2019.0416343855939	3.234942518586882	7.778985721399723	8.85403664228568	0.2936567206995158	0.17948383780870836	0.2552495628631591	0.27160987862861785	0.2854082922648078	1.6709584444696644	0.3084148537104279	0.6915851462895755	0.4626222805656419	2.0747554388687264	0.027694570606460224	7.353445356346322	0.008636226157290169	0.2579995535074694	-0.020881332526645043	-6581.606220210876	0.0	-224.9930988214171
5790000	-6682.212930108764	-103.7840509666018	-6578.428879142162	14.223893340315396	2007.9377504953009	76.67163265948578	3.1932952459574464	2018.968348589659	5.104157235973143	5.941441262943762	8.701077415773582	0.3126183788322892	0.17663054720586874	0.26249646572056284	0.24825460824128037	0.18015950104179018	1.6576374724350793	0.3107073026831232	0.6892926973168801	0.4660609540246848	2.0678780919506403	0.01892963255673597	5.160417243300778	0.00823135417562404	0.2652927948333759	-0.024395461119306166	-6578.428879142162	0.0	-234.78405840680085
5800000	-6684.532703959229	-108.53917146505532	-6575.993532494174	12.523665608365915	2009.6379782272504	74.46361277248414	3.0850694545617388	2019.0765743810546	4.4718264644140175	6.746319550620236	7.243201245682917	0.3082122438827013	0.18476895591667927	0.24291898807216458	0.264099812128456	0.2426729254229422	4.494254670525994	0.3218621420414556	0.6781378579585475	0.48279321306218337	2.034413573875643	0.023529670105108962	7.6646184661539625	0.007554224338806831	0.29607220812354146	-0.12893395483358264	-6575.993532494174	0.0	-230.83430495936682
5810000	-6678.710195079599	-102.3142202459602	-6576.395974833638	15.795016915189555	2006.3666269204268	81.98830315628528	3.070300495933122	2019.0913433396831	5.057898507939549	6.6870085889556465	7.340608449995813	0.30850857813583044	0.18080516151486706	0.2598351272808318	0.25085113306847184	0.23697520944722708	2.1314056641910026	0.29961933098595334	0.7003806690140503	0.44942899647893	2.1011420070421507	0.02365187719787852	6.893327353005698	0.007456645403290955	0.2719505972361436	0.0738991467762213	-6576.395974833638	0.0	-233.0942804948863
5820000	-6704.9640232487745	-111.46588751782792	-6593.498135730946	19.588258558854626	2002.5733852767617	88.89070991225374	3.533471852143707	2018.6281719834726	4.199534387417886	6.832798432029055	7.45459152523892	0.3039478403278256	0.16331822534564436	0.268216963812413	0.26451697051411804	0.13132783742147172	2.1687126828666026	0.32813541273267155	0.6718645872673323	0.4922031190990073	2.015593761801997	0.017017848503606478	5.510872769979029	0.006695084206005213	0.2680919259339474	-0.15611762285005673	-6593.498135730946	0.0	-235.2030381993549
5830000	-6717.811089836257	-123.34067239830952	-6594.470417437948	14.806845903570695	2007.3547979320456	86.87928387864677	3.5991076901110697	2018.5625361455052	7.179417625728161	8.131067785396576	7.835712112742152	0.3147790461852591	0.1852964983775814	0.24126032653081575	0.2586641289063448	0.1732818433204099	2.0801727071838094	0.37349185183485367	0.6265081481651502	0.5602377777522805	1.8795244444954506	0.021742467642795842	7.91515083614316	0.0066501499642766145	0.28038309221965685	0.13802661790090887	-6594.470417437948	0.0	-260.87439764232937
5840000	-6689.763035847494	-119.8672085427511	-6569.895827304743	15.765280887821849	2006.3963629477946	86.36747403288189	3.3200652872918592	2018.8415785483246	5.022940815436145	6.96940845074048	8.292255348645167	0.32320308364914174	0.17220965440705613	0.2624980849386596	0.2420891770051436	0.13916382218534645	2.131591297032114	0.30024790534661827	0.6997520946533855	0.4503718580199274	2.0992562839601563	0.023558793177995366	8.637760108929646	0.007166848191008148	0.32042249877452517	-0.05873079085399852	-6569.895827304743	0.0	-247.35945313427874
5850000	-6713.00994916788	-132.6016708973665	-6580.408278270514	16.0570258919168	2006.1046179436996	84.91695460356765	3.1338363905109787	2019.0278074451053	5.53640971683987	5.831225726876303	8.91818081957323	0.3000434514195983	0.17325052458832352	0.24755049458628178	0.27915552940579746	0.14772383256847235	1.364810291737262	0.2908251693019187	0.7091748306980854	0.43623775395287806	2.127524492094256	0.03286445162282933	12.822314405106868	0.007391994708069192	0.32667539545199636	0.04346439806758469	-6580.408278270514	0.0	-245.07360093707038
5860000	-6693.052639582817	-109.10061187801318	-6583.952027704804	17.96057178706908	2004.2010720485473	90.3359200542823	3.1651077971272277	2018.9965360384892	4.625413240383153	6.257238064198244	9.156267394341778	0.3162061847055393	0.18650844954440482	0.24486427796636415	0.25242108778369293	0.09398587205644067	1.9793531916378104	0.29512192580389773	0.7048780741961064	0.4426828887058466	2.114634222588319	0.022832500891032084	7.347808548232029	0.0070062339686639465	0.2698957997688493	-0.10504788224234635	-6583.952027704804	0.0	-243.9523168183705
5870000	-6689.994461699798	-105.59340524675088	-6584.401056453047	20.47425706230393	2001.6873867733125	92.55105738994057	3.112943087036049	2019.0487007485804	3.7300429563271575	6.88380044602071	9.135540058762173	0.3087792648454529	0.17552928208948954	0.2532446761015242	0.2624467769635345	0.22768336319526075	2.4374740610014234	0.3077470060106558	0.6922529939893485	0.4616205090159837	2.0767589819680454	0.028674614015387734	9.195573539836833	0.0071291965378306055	0.27882678724899246	-0.05322844014290949	-6584.401056453047	0.0	-233.91528734861961
5880000	-6719.679696129317	-132.55749072281458	-6587.122205406502	17.489758563644195	2004.671885271972	90.74550681374055	3.1267408348725865	2019.0349030007437	5.210671676651578	5.997982433442379	11.23030339086395	0.31293718193321846	0.17759444561544663	0.25042027775928144	0.2590480946920546	0.2379657634445286	1.447909178547746	0.3385768029604083	0.6614231970395958	0.5078652044406124	1.9842695911187875	0.03855786046222844	13.755617981348726	0.0073542848906147824	0.3749830342615641	0.043759047117134874	-6587.122205406502	0.0	-251.45156631532518
5890000	-6708.366137350922	-132.46354726732898	-6575.902590083593	21.152320610079073	2001.0093232255372	96.23382920272314	3.0999641272965563	2019.0616797083198	4.885553468840145	6.08943497948347	6.867855776754452	0.28758688729071646	0.19778528292667646	0.2614617912471035	0.25316603853550457	0.25121569398889343	2.188655090863618	0.3064094971219318	0.6935905028780726	0.45961424568289766	2.080771508634218	0.0283027940991771	9.115099387704388	0.0068675714215625135	0.3148033227757166	-0.025333119613487318	-6575.902590083593	0.0	-248.8058181851834
5900000	-6689.52959075236	-115.53025530867714	-6573.999335443683	20.77156710726522	2001.3900767283512	96.10281136245811	3.193107532459788	2018.9685363031565	4.684862736339482	7.633925816811062	9.048584380007703	0.3127030368103575	0.17328881674206792	0.23866094692617898	0.2753471995213964	0.227772879248385	1.9776924702287786	0.31223113365580685	0.6877688663441978	0.4683467004837103	2.063306599032593	0.02439778028501549	8.825129232549106	0.006424781710120016	0.33107344725903237	-0.06960641608803723	-6573.999335443683	0.0	-241.38950412181788
