data_name,Rcode,Ntips_with_Rcode,AncNode,NCladetips,evoRate,evoRate_95lower,evoRate_95upper,TMRCA,relative.depth,youngestTip.time,persist.time,Lat_MRCA,Lon_MRCA,cluster_number,collection_regionname,host_simplifiedhost,collection_countryname,virus_subtype,prob_cluster_number,prob_collection_regionname,prob_host_simplifiedhost,prob_collection_countryname,prob_virus_subtype,mean_branch_velocity,weighted_branch_velocity,original_diff_coeff,weighted_diff_coeff,count_cross_species,count_to_mammal
mp_europe,2_1_1_1_1_16_1_2,3,729,619,0.00372173,0.001159287,0.013218069,2020.341763,0.312189456,2020.718579,0.376816041,55.02711203,52.01049057,profile0001,central asia,anseriformes-wild,russia,H5N8,1,1,0.894736842,1,1,NA,NA,NA,NA,NA,NA
mp_europe,3_2_3_1_3_2_1_2,99,727,673,0.005152462,0.001013497,0.028104634,2020.183686,0.325491077,2022.161644,1.977957807,53.84530109,47.23133294,profile0001,central asia,anseriformes-wild,russia,H5N8,1,0.934097421,0.965616046,0.99713467,1,6788.512,3042.863,777817.5,776864.3,NA,NA
mp_europe,2_1_1_1_1_4_1_1,8,734,30,0.005719557,0.000359657,0.046926686,2020.692,0.283859953,2021.265753,0.573753121,48.51850884,16.46226479,profile0001,eastern europe,anseriformes-wild,slovakia,H5N5,1,0.912413359,0.986347406,0.710144928,0.996009242,1669.932,1849.607,106397.7,206711.7,NA,NA
mp_europe,2_1_1_1_1_1_1_1,80,733,482,0.007766221,0.00034857,0.059633049,2020.650919,0.287646298,2023.021918,2.370998444,51.98619845,19.32606018,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.716155876,0.986502943,0.526283743,0.540186726,8312.327,4487.382,1178787,1245862,22,3
mp_europe,14_1_1_1_1_1_1_1,8,750,14,0.006916987,0.000582498,0.054431155,2021.478724,0.221445571,2022.084932,0.60620737,59.22377702,18.00340172,profile0001,northern europe,anseriformes-wild,finland,H5N1,1,0.855014499,0.517548245,0.747225277,1,2942.836,1713.095,142475.6,112569.2,NA,NA
mp_europe,1_1_1_1_1_1_1_1,10,764,451,0.006452517,0.000447861,0.061634921,2021.232361,0.239866826,2024.120219,2.887857494,54.52358796,41.42428759,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.752424758,0.95940406,0.95690431,1,4462.932,4656.122,814181.3,948124.9,NA,NA
mp_europe,2_1_1_1_10_1_1_1,11,789,97,0.003944153,0.002605426,0.006339522,2021.577058,0.210672789,2022.136986,0.559928104,52.51542881,22.36338197,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.810075686,0.992549669,0.92833491,1,6027.827,5095.641,464726.3,503527.4,NA,NA
mp_europe,14_6_1_1_1_1_1_5,19,795,91,0.005964807,NA,NA,2021.670539,0.204179279,2023.991781,2.321242301,52.06746157,16.99746654,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.947368421,1,1,1,5028.345,2700.475,479365.5,409633.7,NA,NA
mp_europe,10_1_2_1_1_15_1_1,2,802,35,0.006222151,NA,NA,2021.769044,0.196234738,2022.158904,0.389860118,48.59038394,8.45910904,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,0.947368421,0.947368421,1,NA,NA,NA,NA,NA,NA
mp_europe,14_1_1_1_9_1_1_1,1,807,5,0.003715386,0.001541707,0.005889066,2021.913047,0.184620783,2021.975342,0.062295434,48.62356574,10.91484501,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,1,0.684210526,1,NA,NA,NA,NA,NA,NA
mp_europe,2_6_1_1_9_1_1_1,1,832,2,0.004155781,0.000558511,0.017252368,2021.972115,0.180580919,2022.063014,0.090898923,49.35066026,8.774433618,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,0.947368421,0.947368421,1,NA,NA,NA,NA,NA,NA
mp_europe,2_1_1_1_9_1_1_1,2,796,74,0.001937824,NA,NA,2021.705415,0.201366465,2022.090411,0.384995974,51.93133502,14.92215098,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.947368421,1,1,1,NA,NA,NA,NA,NA,NA
mp_europe,2_1_2_1_1_1_1_1,12,764,451,0.006452517,0.000447861,0.061634921,2021.232361,0.239866826,2024.202186,2.969824707,54.52358796,41.42428759,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.752424758,0.95940406,0.95690431,1,1792.54,1544.623,64630.28,93544.19,NA,NA
mp_europe,11_1_3_1_9_1_1_5,5,864,6,0.008204956,0.000569305,0.076369881,2021.834932,0.191543074,2022.164384,0.329451278,51.05612648,15.13185726,profile0001,eastern europe,anseriformes-wild,czechia,H5N1,1,0.9620038,0.575842416,0.750924908,1,414.801,274.8417,663.501,479.8216,NA,NA
mp_europe,1_1_3_1_9_1_1_1,2,882,2,0.007359741,0.000335063,0.066627355,2022.047803,0.174068356,2022.106849,0.059045818,50.06399629,13.85007862,profile0001,eastern europe,anseriformes-wild,czechia,H5N1,1,0.98350165,0.815218478,0.99330067,1,862.3857,862.3857,10980.52,10980.52,NA,NA
mp_europe,1_1_2_1_1_1_1_1,97,886,328,0.005645898,0.000314357,0.053091414,2021.528336,0.216599559,2024.155738,2.627401589,52.7083479,31.45960158,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.650025419,0.997864769,0.964819522,1,4269.567,3039.91,606093.8,624032.9,NA,NA
mp_europe,1_1_2_1_1_1_1_7,18,906,24,0.01381404,0.000922778,0.077911517,2023.061142,0.092647768,2024.199454,1.138311171,49.89850878,15.80453383,profile0001,eastern europe,anseriformes-wild,czechia,H5N1,1,0.996277146,0.999069286,0.996277146,1,3032.044,2639.036,137513.1,185116,NA,NA
mp_europe,10_1_2_1_1_1_1_1,12,899,156,0.003717578,0.000992412,0.014138692,2022.047651,0.173525413,2024.172131,2.12447977,48.33898681,5.385233008,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,0.95,0.95,1,6181.505,5528.396,661672.9,716886,NA,NA
mp_europe,10_6_2_1_1_1_1_1,27,904,72,0.004345488,0.000832608,0.02336405,2022.739189,0.118676432,2024.153005,1.413816032,44.94752737,10.97089327,profile0001,southern europe,anseriformes-wild,czechia,H5N1,1,0.46974416,0.991768632,0.555728587,1,4320.455,2291.932,277192.9,185099.9,NA,NA
mp_europe,1_6_2_1_1_1_1_1,16,899,156,0.003717578,0.000992412,0.014138692,2022.047651,0.173525413,2024.106557,2.058906,48.33898681,5.385233008,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,0.95,0.95,1,7363.846,5552.15,403135,374392.7,NA,NA
mp_europe,1_6_2_1_1_1_1_10,8,929,11,0.00712967,0.000636477,0.058437169,2023.847931,0.029672131,2024.122951,0.275020063,54.11933604,9.785138267,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.625537446,0.98070193,0.516848315,1,4875.732,3932.893,289531.9,285694.5,NA,NA
mp_europe,10_6_2_1_11_1_1_1,3,935,4,0.00400031,0.000359471,0.034283418,2024.033065,0.013955115,2024.191257,0.158192321,53.24636066,8.768157828,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.918674699,0.993975904,0.852409639,1,3004.17,2834.159,140358,145591.3,NA,NA
mp_europe,1_1_2_1_9_1_1_5,1,941,2,0.00478559,0.000712171,0.021909009,2022.824163,0.112289043,2022.849315,0.025152048,42.50192642,15.78573543,profile0001,southern europe,anseriformes-wild,italy,H5N1,1,1,1,0.842105263,1,NA,NA,NA,NA,NA,NA
mp_europe,1_1_2_1_9_1_1_1,1,976,2,0.003848084,0.000283793,0.021703135,2022.316922,0.154046895,2022.712329,0.395406795,51.97414093,4.783301685,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
mp_europe,1_1_3_1_1_1_1_1,1,981,3,0.003804101,0.000452969,0.023361643,2022.609754,0.129828331,2022.643836,0.034081816,46.81791788,3.700661822,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,1,0.894736842,1,NA,NA,NA,NA,NA,NA
mp_europe,2_1_18_1_1_1_1_1,2,979,64,0.003486399,0.000324322,0.021573784,2022.471056,0.14024796,2023.958904,1.487848356,48.33898681,5.385233008,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,1,0.95,0.95,1,NA,NA,NA,NA,NA,NA
mp_europe,18_6_2_1_14_1_1_1,1,1010,3,0.004432092,0.000274956,0.062924086,2023.825344,0.030918379,2023.843836,0.018492099,53.38231354,4.56171667,profile0001,western europe,galliformes-domestic,netherlands,H5N1,1,0.803108808,0.506044905,0.995682211,1,NA,NA,NA,NA,NA,NA
mp_europe,14_1_3_1_1_1_1_1,12,1043,12,0.006771738,0.000437468,0.054165564,2022.646251,0.12649885,2023.175342,0.529091922,51.81797563,2.468193889,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.953953954,0.981881882,0.942442442,1,2578.054,2699.261,203751,245513.5,NA,NA
mp_europe,13_1_2_1_1_1_1_1,5,1068,5,0.006257713,0.000638368,0.063392519,2022.763647,0.117210571,2023.052055,0.288407901,53.762318,-1.527252117,profile0001,northern europe,galliformes-domestic,united kingdom,H5N1,1,0.98310169,0.938206179,0.98630137,1,3212.956,3193.609,363162.1,418309.1,NA,NA
mp_europe,1_1_4_1_4_1_1_4,68,1087,104,0.006113417,0.000385798,0.055688123,2022.206104,0.161512895,2023.863014,1.656910142,49.69830637,3.490563997,profile0001,western europe,charadriiformes-wild,netherlands,H5N1,1,0.99494382,0.676629213,0.631348315,1,4288.398,3945.364,517416.7,723751,NA,NA
mp_europe,2_1_4_1_9_1_1_1,1,1091,99,0.004155118,0.000406254,0.022316245,2022.311282,0.153029082,2022.509589,0.198307513,48.93281945,2.939021887,profile0001,western europe,charadriiformes-wild,france,H5N1,1,0.997148289,0.823193916,0.938212928,1,NA,NA,NA,NA,NA,NA
mp_europe,13_1_4_1_4_1_1_4,15,1095,49,0.002085155,NA,NA,2022.912621,0.104004357,2023.90137,0.988748558,51.06270949,14.4448701,profile0001,western europe,charadriiformes-wild,netherlands,H5N1,1,0.789473684,1,1,1,3168.356,1969.876,231651.5,157773.8,NA,NA
mp_europe,18_1_2_1_1_1_1_1,7,1103,14,0.005467148,0.000346048,0.065674123,2023.482628,0.058629696,2023.734247,0.251618408,55.22556833,-2.814007296,profile0001,northern europe,galliformes-wild,united kingdom,H5N1,1,1,1,1,1,662.7185,674.1975,2703.112,3270.737,NA,NA
mp_europe,18_9_2_1_1_1_1_1,5,1106,11,0.004280219,0.000762729,0.022763141,2023.555928,0.05257017,2023.805479,0.249551462,55.69164438,-2.807819013,profile0001,northern europe,galliformes-wild,united kingdom,H5N1,1,0.984375,1,1,1,467.1751,466.1946,2241.064,2347.128,NA,NA
mp_europe,13_1_4_1_18_1_1_4,1,1123,2,0.00364655,0.000238814,0.045224445,2023.583442,0.050614741,2023.682192,0.098749978,54.12819393,3.408395199,profile0001,northern europe,other-bird,united kingdom,H5N1,1,0.600605653,0.426312248,0.778936743,1,NA,NA,NA,NA,NA,NA
mp_europe,1_1_6_1_9_1_1_1,2,1094,96,0.003757524,0.000275221,0.031115598,2022.856942,0.109619307,2023.520548,0.663605484,50.65972776,8.394639375,profile0001,western europe,charadriiformes-wild,netherlands,H5N1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
mp_europe,1_1_18_1_1_1_1_1,1,1192,2,0.004029365,0.000461453,0.026112941,2022.024278,0.176296863,2022.2,0.175722247,47.26500158,11.89786424,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.874251497,0.982035928,0.94011976,1,NA,NA,NA,NA,NA,NA
mp_europe,1_1_2_1_10_1_1_5,1,1200,3,0.003902636,0.000563965,0.01590542,2021.869352,0.188718135,2021.89589,0.026538068,49.48577982,2.467949772,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.997264022,0.92749658,0.972640219,1,NA,NA,NA,NA,NA,NA
mp_europe,1_1_2_1_1_1_1_17,1,1206,4,0.004323954,0.000707963,0.019976735,2021.853375,0.190453746,2021.953425,0.100049527,49.38885949,10.56293387,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.996941896,0.94648318,0.950560652,1,NA,NA,NA,NA,NA,NA
mp_europe,25_1_1_1_1_1_1_1,1,1213,2,0.005825994,0.000436357,0.067254969,2021.709762,0.202080359,2021.852055,0.142292498,55.48966462,18.66101722,profile0001,northern europe,anseriformes-wild,sweden,H5N1,1,0.90950951,0.871171171,0.979479479,1,NA,NA,NA,NA,NA,NA
mp_europe,24_1_1_1_1_1_1_1,1,1213,2,0.005825994,0.000436357,0.067254969,2021.709762,0.202080359,2021.843836,0.13407332,55.48966462,18.66101722,profile0001,northern europe,anseriformes-wild,sweden,H5N1,1,0.90950951,0.871171171,0.979479479,1,NA,NA,NA,NA,NA,NA
mp_europe,3_2_2_1_3_5_1_2,8,731,617,0.003184278,NA,NA,2020.403977,0.306328466,2021.241096,0.837119341,53.84530109,47.23133294,profile0001,central asia,anseriformes-wild,russia,H5N8,1,0.934097421,0.965616046,0.99713467,1,2865.811,2268.144,131568.6,109971.7,NA,NA
mp_europe,1_2_2_1_5_5_1_2,2,1220,2,0.005460407,0.00024137,0.055994946,2020.808359,0.27461832,2020.827869,0.019510258,55.47036412,13.36336805,profile0001,northern europe,other-bird,denmark,H5N5,1,0.984486753,0.987508814,0.996474262,0.997481616,7896.296,7896.296,351015.8,351015.8,NA,NA
mp_europe,3_1_2_1_11_1_1_2,1,1226,13,0.004130986,0.000426327,0.016950218,2020.795157,0.276310299,2020.833333,0.038175928,53.48329658,12.76534719,profile0001,western europe,charadriiformes-wild,netherlands,H5N5,1,0.983739837,0.349593496,0.918699187,0.487804878,NA,NA,NA,NA,NA,NA
mp_europe,1_1_12_1_1_2_1_5,1,1244,2,0.005550598,0.000390148,0.065739308,2020.991381,0.259350592,2021.164384,0.173003011,52.47084637,12.76371068,profile0001,western europe,galliformes-domestic,germany,H5N8,1,0.986943688,0.89986376,0.979336966,1,NA,NA,NA,NA,NA,NA
mp_europe,3_1_12_1_3_2_1_2,1,1244,2,0.005550598,0.000390148,0.065739308,2020.991381,0.259350592,2021.057534,0.066153696,52.47084637,12.76371068,profile0001,western europe,galliformes-domestic,germany,H5N8,1,0.986943688,0.89986376,0.979336966,1,NA,NA,NA,NA,NA,NA
mp_europe,1_1_2_1_10_8_1_1,9,731,617,0.003184278,NA,NA,2020.403977,0.306328466,2021.142466,0.738489204,53.84530109,47.23133294,profile0001,central asia,anseriformes-wild,russia,H5N8,1,0.934097421,0.965616046,0.99713467,1,NA,NA,NA,NA,NA,NA
mp_europe,3_1_2_1_5_5_1_2,3,1246,4,0.005644603,0.000213111,0.068709842,2020.958021,0.261954385,2022.054795,1.096773184,56.13758545,15.87156842,profile0001,northern europe,galliformes-domestic,sweden,H5N5,1,0.937210499,0.843540916,0.985589295,0.760679362,NA,NA,NA,NA,NA,NA
mp_europe,3_2_3_1_1_2_1_2,7,731,617,0.003184278,NA,NA,2020.403977,0.306328466,2021.630137,1.226160437,55.02711203,52.01049057,profile0001,central asia,anseriformes-wild,russia,H5N8,1,1,0.894736842,1,1,671.9478,659.5159,4463.107,4380.534,NA,NA
mp_europe,3_2_1_1_3_2_1_2,1,1260,32,0.028539014,NA,NA,2020.652434,0.286290147,2020.65847,0.006035497,54.4307217,63.53627094,profile0001,central asia,anseriformes-wild,russia,H5N8,1,0.948717949,0.993589744,0.987179487,1,NA,NA,NA,NA,NA,NA
mp_europe,3_2_3_1_3_22_1_2,1,1295,15,0.004091513,0.00373639,0.004446635,2020.849327,0.270410609,2020.863388,0.014060935,54.99337528,8.179513451,profile0001,northern europe,anseriformes-wild,netherlands,H5N8,1,1,1,0.789473684,1,NA,NA,NA,NA,NA,NA
mp_europe,2_6_1_1_6_1_1_1,1,1302,3,0.003411144,0.000343525,0.019413452,2021.539603,0.217559606,2022.263014,0.72341089,55.5055291,11.34969561,profile0001,northern europe,mammal,denmark,H5N8,1,0.699712053,0.805429864,0.575071987,1,NA,NA,NA,NA,NA,NA
mp_europe,14_1_3_1_14_24_1_2,1,1306,4,0.003097597,0.000998061,0.009189109,2020.957165,0.26237057,2021.084932,0.127766843,52.93141551,49.011117,profile0001,western europe,galliformes-domestic,russia,H5N8,1,0.578947368,0.736842105,0.684210526,1,NA,NA,NA,NA,NA,NA
mp_europe,3_9_6_1_5_23_1_2,1,1311,24,0.006658373,NA,NA,2020.591299,0.291220784,2020.65847,0.06717115,55.0784629,69.09719742,profile0001,central asia,anseriformes-wild,russia,H5N8,1,0.967391304,0.994565217,1,0.967391304,NA,NA,NA,NA,NA,NA
mp_europe,3_2_2_1_3_2_1_2,6,728,670,0.003930058,0.000294605,0.030847079,2020.248633,0.319431292,2021.164384,0.915750541,55.04199004,52.30754911,profile0001,central asia,anseriformes-wild,russia,H5N8,1,1,0.894736842,1,1,6114.659,6114.659,203739.9,203739.9,NA,NA
mp_europe,3_2_2_1_1_5_1_2,4,1321,5,0.005345695,0.000252719,0.053058541,2021.059025,0.254436837,2021.509589,0.450563851,55.02711203,52.01049057,profile0001,central asia,anseriformes-wild,russia,H5N8,1,1,0.894736842,1,1,NA,NA,NA,NA,NA,NA
mp_europe,3_2_2_1_1_2_1_2,1,1324,2,0.003916739,0.000225451,0.030568012,2021.204685,0.242331893,2021.260274,0.055589436,55.80108487,13.5366734,profile0001,northern europe,other-bird,sweden,H5N5,1,0.994047619,0.922619048,1,0.888392857,NA,NA,NA,NA,NA,NA
mp_europe,1_1_6_1_10_27_1_2,1,1343,3,0.003978147,0.000651991,0.018527807,2020.835876,0.271812075,2021.049315,0.213438799,53.19045778,-0.06774826,profile0001,northern europe,charadriiformes-wild,united kingdom,H5N8,1,0.837815126,0.407142857,0.932352941,1,NA,NA,NA,NA,NA,NA
mp_europe,2_1_6_1_1_4_1_1,20,1348,43,0.005527254,0.00036772,0.057968823,2020.43092,0.303748513,2024.139344,3.708424484,54.59662677,65.02091761,profile0001,central asia,anseriformes-wild,russia,H5N8,1,1,1,1,0.99,6142.456,3677.243,1008781,835651,NA,NA
mp_europe,1_1_11_1_1_11_1_7,3,1354,5,0.004238684,0.000386961,0.047108251,2020.947782,0.262719258,2021.186301,0.238519693,52.12295521,16.80054939,profile0001,western europe,charadriiformes-wild,netherlands,H5N4,1,0.98450155,0.915108489,0.95630437,0.99940006,NA,NA,NA,NA,NA,NA
mp_europe,1_1_2_1_1_11_1_7,4,1353,7,0.010642716,0.000843053,0.081432358,2020.914283,0.265775359,2021.172603,0.258319653,52.12295521,16.80054939,profile0001,western europe,charadriiformes-wild,netherlands,H5N4,1,0.98450155,0.915108489,0.95630437,0.99940006,3903.287,3814.749,418767.8,419655.3,NA,NA
mp_europe,3_1_2_1_3_2_1_2,6,1392,6,0.007258493,0.000832783,0.07644802,2020.974781,0.259595555,2021.383562,0.408780888,56.73015247,17.26194123,profile0001,northern europe,anseriformes-wild,sweden,H5N8,1,0.97220278,0.499950005,0.98090191,1,2219.891,1993.453,95432.05,130747,NA,NA
mp_europe,3_2_3_1_3_5_1_2,2,1398,2,0.00519585,0.000375371,0.04505993,2020.722592,0.281432866,2020.751366,0.028774499,56.01537687,72.96927968,profile0001,eastern europe,galliformes-domestic,russia,H5N5,1,0.99090091,0.718328167,1,0.99680032,931.883,931.883,5874.822,5874.822,NA,NA
mp_europe,7_1_5_2_1_3_1_2,18,1399,20,0.005144009,0.000730805,0.043958659,2019.625878,0.372409316,2020.42623,0.800351365,50.35333932,19.72362834,profile0001,eastern europe,galliformes-domestic,germany,H5N8,0.99990001,0.861613839,0.851914809,0.573442656,0.99990001,2006.317,1653.422,103072.8,94439.59,NA,NA
mp_europe,3_2_3_2_3_3_1_2,1,1421,6,0.005475742,0.000310983,0.053965827,2016.948498,0.586504704,2020.770492,3.82199405,56.28589694,47.65186104,profile0001,western europe,anseriformes-wild,russia,H5N8,1,0.5047383,0.79763814,0.593089372,1,NA,NA,NA,NA,NA,NA
mp_europe,14_2_2_2_3_17_1_2,2,1418,23,0.005229236,0.000327092,0.049848835,2016.406745,0.632126327,2019.232877,2.826131635,51.60539348,21.19004468,profile0001,eastern europe,anseriformes-wild,netherlands,H5N8,1,0.442887176,0.545059566,0.299789769,0.999439383,NA,NA,NA,NA,NA,NA
mp_europe,1_1_18_2_5_19_1_5,2,1438,3,0.006772125,0.000401884,0.065741977,2020.098874,0.331875782,2020.166667,0.067793,42.60771738,25.09273396,profile0001,eastern europe,galliformes-domestic,bulgaria,H5N2,1,1,1,1,1,1287.136,1193.761,9796.657,11093.1,NA,NA
mp_europe,1_2_15_2_1_13_1_2,3,1434,7,0.003976626,0.00052964,0.042850638,2018.862512,0.437900117,2020.420765,1.55825261,43.39399109,23.96524945,profile0001,eastern europe,galliformes-domestic,bulgaria,H5N8,1,0.95270473,0.615138486,0.97940206,0.99970003,NA,NA,NA,NA,NA,NA
n1_europe,3_1_2_1_11_1_1_2,1,490,3,0.005348456,0.000549978,0.027989831,2020.691876,0.410243308,2020.833333,0.141457009,44.12394582,30.41147241,profile0001,western europe,charadriiformes-wild,netherlands,H5N1,1,0.68761701,0.538646697,0.452527414,0.983952929,NA,NA,NA,NA,NA,NA
n1_europe,25_1_1_1_1_1_1_1,1,495,450,0.006294486,0.001097715,0.032900653,2020.852405,0.388740428,2021.852055,0.999649875,53.97583252,30.37692443,profile0001,western europe,anseriformes-wild,russia,H5N1,1,0.565984474,0.761115032,0.58786168,1,NA,NA,NA,NA,NA,NA
n1_europe,2_1_1_1_1_1_1_1,81,493,476,0.006654455,0.001172169,0.034841668,2020.240864,0.462697634,2023.021918,2.781054058,51.84381612,14.08486343,profile0001,western europe,anseriformes-wild,russia,H5N1,1,0.652534747,0.803819618,0.377062294,0.99990001,3318.482,2990.762,601642.2,949295.2,15,1
n1_europe,2_1_1_1_1_1_5_1,1,506,2,0.005592233,0.000767662,0.025065281,2021.763322,0.283834287,2021.879452,0.116130415,45.20715947,19.53686998,profile0001,southern europe,anseriformes-wild,bosnia and herzegovina,H5N1,0.999821333,0.995711989,0.995533321,0.461854565,1,NA,NA,NA,NA,NA,NA
n1_europe,2_1_2_1_1_1_1_1,12,497,444,0.006054353,0.00079409,0.034491051,2021.21565,0.347070075,2024.202186,2.986536125,52.88435796,34.86121739,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.588957055,1,0.938650307,1,1329.518,1292.894,44568.66,58175.9,NA,NA
n1_europe,14_6_1_1_1_1_1_5,16,500,46,0.005475236,0.001018784,0.025977788,2021.502012,0.313158453,2023.991781,2.489768801,50.92507095,26.7552139,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.654761905,1,0.797619048,1,2655.481,1394.736,262325.7,166440.6,NA,NA
n1_europe,11_1_3_1_9_1_1_5,5,501,27,0.006996032,0.005957216,0.007872928,2021.505822,0.312345214,2022.164384,0.658561863,48.51319882,19.55532981,profile0001,eastern europe,anseriformes-wild,netherlands,H5N1,1,0.75,1,0.583333333,1,1303.828,1340.163,30891.6,35923.6,NA,NA
n1_europe,2_1_1_1_10_1_1_1,12,499,96,0.006185452,0.000895892,0.034241279,2021.451168,0.319201195,2022.136986,0.685818,50.92507095,26.7552139,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.654761905,1,0.797619048,1,1582.09,2036.252,240721,201314.1,NA,NA
n1_europe,24_1_1_1_1_1_1_1,1,534,2,0.005316119,0.00085808,0.024912028,2021.776739,0.282129619,2021.843836,0.067096694,56.02794627,13.84154591,profile0001,northern europe,anseriformes-wild,sweden,H5N1,1,0.965440357,0.995540691,0.910813824,1,NA,NA,NA,NA,NA,NA
n1_europe,1_1_1_1_1_1_1_1,9,497,444,0.006054353,0.00079409,0.034491051,2021.21565,0.347070075,2024.120219,2.904568912,53.41759898,38.16083647,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.56655481,0.987695749,0.936521253,1,1317.22,699.5303,21092.67,12399.84,NA,NA
n1_europe,1_1_3_1_9_1_1_1,2,550,2,0.004521855,0.000584747,0.029420781,2022.048832,0.252083708,2022.106849,0.058017095,49.74395611,14.58450399,profile0001,eastern europe,anseriformes-wild,czechia,H5N1,1,0.990693739,0.963620981,0.997461929,1,440.612,440.612,3110.888,3110.888,NA,NA
n1_europe,14_1_1_1_9_1_1_1,1,552,3,0.005452185,0.000651188,0.033406231,2021.875045,0.269552735,2021.975342,0.100296995,47.22682149,8.972690143,profile0001,eastern europe,anseriformes-wild,poland,H5N1,1,0.792564428,1,0.946345585,1,NA,NA,NA,NA,NA,NA
n1_europe,2_1_1_1_9_1_1_1,2,553,2,0.005423585,0.00080771,0.036728405,2021.918112,0.264606342,2022.090411,0.172298528,49.2545716,13.18545025,profile0001,eastern europe,anseriformes-wild,poland,H5N1,1,0.809843863,1,0.907248475,1,NA,NA,NA,NA,NA,NA
n1_europe,2_6_1_1_9_1_1_1,1,551,4,0.005932617,0.000673048,0.033642232,2021.8317,0.275647839,2022.063014,0.231313852,48.69157972,12.11535592,profile0001,eastern europe,anseriformes-wild,poland,H5N1,1,0.904662491,1,0.971468337,1,NA,NA,NA,NA,NA,NA
n1_europe,1_1_2_1_1_1_1_1,97,608,333,0.006096028,0.000858512,0.028417057,2021.484353,0.315636849,2024.155738,2.671385095,51.51069582,27.18098113,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.559053718,1,0.896478122,1,2583.289,1856.803,236124.4,285699,NA,NA
n1_europe,1_1_3_1_1_1_1_1,1,614,2,0.005356416,0.000750461,0.027423699,2022.382288,0.210699554,2022.643836,0.261547883,50.26493794,3.183981015,profile0001,western europe,anseriformes-wild,united kingdom,H5N1,1,0.875550306,0.937291957,0.502630731,1,NA,NA,NA,NA,NA,NA
n1_europe,13_1_2_1_1_1_1_1,4,619,4,0.00831504,0.001714849,0.031828055,2022.738441,0.170526084,2023.052055,0.313614014,54.35502852,0.669738937,profile0001,northern europe,anseriformes-wild,united kingdom,H5N1,1,0.97320268,0.584341566,0.849515048,1,1691.991,1872.338,127208.2,299308.7,NA,NA
n1_europe,1_1_2_1_9_1_1_1,1,636,2,0.005771234,0.001139492,0.032825677,2022.015579,0.254398029,2022.712329,0.696749427,52.61680719,4.216786813,profile0001,western europe,anseriformes-wild,united kingdom,H5N1,1,0.788933257,0.932116372,0.576725613,1,NA,NA,NA,NA,NA,NA
n1_europe,1_6_2_1_1_1_1_1,18,609,317,0.005400697,0.000673756,0.03313476,2021.543694,0.30865876,2024.106557,2.562863162,50.92962592,30.89075648,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.765482234,1,0.924365482,1,1598.794,3640.098,177566.8,354460.2,NA,NA
n1_europe,18_6_2_1_14_1_1_1,1,673,4,0.0062801,0.00238827,0.011548931,2023.737742,0.05598831,2023.843836,0.106093622,54.45139412,5.675278182,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.916666667,1,1,1,NA,NA,NA,NA,NA,NA
n1_europe,2_1_18_1_1_1_1_1,2,650,184,0.005488317,0.001369782,0.018580109,2022.01135,0.252205845,2023.958904,1.947554585,51.77559514,4.182251871,profile0001,western europe,anseriformes-wild,netherlands,H5N1,1,0.960151803,0.963946869,1,1,NA,NA,NA,NA,NA,NA
n1_europe,10_1_2_1_1_1_1_1,12,609,317,0.005400697,0.000673756,0.03313476,2021.543694,0.30865876,2024.172131,2.628436933,50.92962592,30.89075648,profile0001,eastern europe,anseriformes-wild,russia,H5N1,1,0.765482234,1,0.924365482,1,2890.331,2652.114,253722,272222.7,NA,NA
