key,cluster_profile,segment,Ntips_with_Rcode,AncNode,NCladetips,evoRate,evoRate_95lower,evoRate_95upper,TMRCA,relative.depth,youngestTip.time,persist.time,Lat_MRCA,Lon_MRCA,collection_regionname,host_simplifiedhost,prob_collection_regionname,prob_host_simplifiedhost,mean_branch_velocity,weighted_branch_velocity,original_diff_coeff,weighted_diff_coeff,count_cross_species,count_to_mammal,col2,group2,Length_Between_First_Last_Sample
ns_32313512,3_2_3_1_3_5_1_2,ns,2,858,2,0.017530842,6.4941e-4,0.230603638,2020.728178,0.080653094,2020.751366,0.023188476,55.97025151,72.1214492,eastern europe,anseriformes-wild,0.99810019,0.868013199,3552.818,3552.818,69403.46,69403.46,NA,NA,#66cc87,minor,0
ns_31213212,3_1_2_1_3_2_1_2,ns,8,861,8,0.0074433,7.95e-5,0.226562245,2020.875496,0.077223935,2021.383562,0.508065867,56.06991421,23.08322232,northern europe,anseriformes-wild,0.920446545,0.968822287,1589.682,1700.856,100047.1,168562.5,NA,NA,#cc9366,minor,0.258
ns_3231322_12,3_2_3_1_3_22_1_2,ns,1,879,2,0.00487484,4.12e-5,0.13235544899999999,2020.787888,0.079014476,2020.863388,0.07550003,53.43340033,21.20072724,western europe,anseriformes-wild,0.980153863,0.998104582,NA,NA,NA,NA,NA,NA,#D3CA5C,minor,0
ns_32213212,3_2_2_1_3_2_1_2,ns,6,816,139,0.001441587,5.68101e-4,0.002252669,2020.249608,0.091984851,2021.164384,0.914775336,54.00102656,45.30925227,central asia,anseriformes-wild,0.65625,1,5082.462,5082.462,132552.2,132552.2,NA,NA,#66b1cc,major,0.538
ns_116110_27_12,1_1_6_1_10_27_1_2,ns,1,892,7,0.003723801,6.74e-5,0.063441933,2020.971739,0.075133785,2021.049315,0.077576119,55.9137348,2.24372981,northern europe,anseriformes-wild,0.930942895,0.806108898,NA,NA,NA,NA,NA,NA,#cca966,minor,0
ns_3112_13212,3_1_12_1_3_2_1_2,ns,1,923,3,0.010520103,5.1e-5,0.238654511,2021.018647,0.073960313,2021.057534,0.038887425,52.25409456,14.34876233,western europe,galliformes-domestic,0.99969611,0.711102107,NA,NA,NA,NA,NA,NA,#C8C96D,minor,0
ns_312111_112,3_1_2_1_11_1_1_2,ns,1,925,4,0.005180633,1.27753e-4,0.074961895,2020.79195,0.078914275,2020.833333,0.041383638,52.36391784,17.98666073,western europe,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#CAC96B,minor,0
ns_32213512,3_2_2_1_3_5_1_2,ns,8,935,17,0.010726652,1.21932e-4,0.132069564,2020.678109,0.08192603,2021.241096,0.562987019,53.94325651,17.71707446,western europe,anseriformes-wild,0.631779449,0.972330827,1055.851,1030.835,23469.76,25775.29,NA,NA,#cc6669,minor,0.416
ns_32211512,3_2_2_1_1_5_1_2,ns,3,946,4,0.005665482,1.07811e-4,0.084842678,2021.045602,0.073409525,2021.509589,0.463986866,55.50132486,13.52032243,northern europe,other-bird,0.98753393,0.512616869,NA,NA,NA,NA,NA,NA,#ccc399,minor,0.376
ns_32211212,3_2_2_1_1_2_1_2,ns,1,948,2,0.00404429,4.99e-5,0.186317948,2021.20354,0.069638344,2021.260274,0.056734424,55.86724443,13.66890842,northern europe,other-bird,1,0.476084041,NA,NA,NA,NA,NA,NA,#CEC964,minor,0
ns_31215512,3_1_2_1_5_5_1_2,ns,3,949,3,0.007504266,9.14e-5,0.237984112,2020.942482,0.075712184,2022.054795,1.112312041,56.17128453,15.02165767,northern europe,galliformes-domestic,0.972056292,0.910195403,1016.343,250.0717,21383.56,5795.028,NA,NA,#cca399,major,1.014
ns_32113212,3_2_1_1_3_2_1_2,ns,1,934,18,0.004198239,7.06e-5,0.150313379,2020.537161,0.085208569,2020.65847,0.121309016,54.09983718,48.72920329,central asia,anseriformes-wild,0.596899225,0.992248062,NA,NA,NA,NA,NA,NA,#CDC966,minor,0
ns_2111116_12,2_1_1_1_1_16_1_2,ns,3,952,3,0.010028554,7.83e-5,0.197907707,2020.659126,0.082224093,2020.718579,0.059452926,55.20462668,77.59350024,central asia,galliformes-domestic,1,0.965734896,2186.081,2325.851,45918.98,61549.64,NA,NA,#cc99a7,minor,0
ns_3961523_12,3_9_6_1_5_23_1_2,ns,1,951,4,0.007733356,1.00665e-4,0.139396494,2020.583397,0.084165235,2020.65847,0.075073254,54.9841063,71.82434612,central asia,anseriformes-wild,0.9980893,0.940868866,NA,NA,NA,NA,NA,NA,#DCCA4B,minor,0
ns_12215512,1_2_2_1_5_5_1_2,ns,2,962,2,0.017992342,5.0599e-4,0.271709047,2020.782337,0.079369849,2020.827869,0.045531479,55.42813316,13.13977772,northern europe,other-bird,0.99210079,0.99160084,3382.968,3382.968,141190,141190,NA,NA,#cc99b7,minor,0
ns_32323312,3_2_3_2_3_3_1_2,ns,1,812,152,0.002482393,4.5e-5,0.07155415,2018.686265,0.129860984,2020.770492,2.084226586,54.2087069,29.493443160000002,northern europe,anseriformes-wild,0.400718317,0.426885582,NA,NA,NA,NA,NA,NA,#DACA50,minor,0
ns_1215_2113_12,1_2_15_2_1_13_1_2,ns,3,966,4,0.005777376,2.31551e-4,0.153271778,2018.406727,0.136640022,2020.420765,2.0140384,43.11067867,24.35237154,eastern europe,galliformes-domestic,0.997390494,0.827586207,161.4339,103.7545,2477.023,1655.09,NA,NA,#66cc7c,major,1.188
ns_21419111,2_1_4_1_9_1_1_1,ns,1,981,58,0.003283277,5.16e-5,0.149066573,2021.933935,0.052821221,2022.509589,0.575654341,50.96938484,21.40975047,eastern europe,anseriformes-wild,0.966819222,0.988558352,NA,NA,NA,NA,NA,NA,#33cca9,minor,0
ns_10_62111_111,10_6_2_1_11_1_1_1,ns,2,985,2,0.019358434,0.004533697,0.084557051,2024.05562,0.003833241,2024.191257,0.135636847,50.98501999,11.51993621,western europe,charadriiformes-wild,0.99590041,0.99810019,2506.679,2911.786,208743.3,289828.5,NA,NA,#6633cc,minor,0.084
ns_11619111,1_1_6_1_9_1_1_1,ns,2,986,2,0.006045952,1.32442e-4,0.090592917,2023.468019,0.017636529,2023.520548,0.052529137,45.4677586,11.86482372,southern europe,galliformes-wild,0.99760024,0.9990001,3020.857,3020.857,123969.6,123969.6,NA,NA,#cc33c2,minor,0
ns_10_1211111,10_1_2_1_1_1_1_1,ns,13,970,482,0.001228246,5.03e-5,0.189437584,2016.333168,0.206555117,2024.172131,7.838962841,42.42633709,9.708465683,northern europe,galliformes-domestic,0.209458514,0.3422415,3504.16,3216.114,231190,322620.5,NA,NA,#6671cc,minor,0.276
ns_10_6211111,10_6_2_1_1_1_1_1,ns,29,988,51,0.024425956,0.001938182,0.192253128,2022.701058,0.035262198,2024.153005,1.451947955,48.17816412,23.21587278,eastern europe,anseriformes-wild,0.99280072,0.917408259,2928.527,1932.964,171360,175640,NA,NA,#8633cc,major,0.937
ns_11211117,1_1_2_1_1_1_1_7,ns,20,995,20,0.026535116,7.48374e-4,0.256587692,2022.991799,0.028230841,2024.199454,1.207654954,49.53835612,17.96120465,eastern europe,anseriformes-wild,0.99980002,0.99370063,1826.398,1919.013,190686.8,160680.9,NA,NA,#cc999c,major,1.092
ns_11319111,1_1_3_1_9_1_1_1,ns,2,1038,2,0.025674143,0.001617755,0.24920849,2022.071229,0.049695426,2022.106849,0.035620666,50.00328326,15.5487011,eastern europe,anseriformes-wild,1,0.897810219,2061.409,2061.409,36662.01,36662.01,NA,NA,#af66cc,minor,0
ns_18_9211111,18_9_2_1_1_1_1_1,ns,5,1043,5,0.008918222,6.94e-5,0.202032543,2023.572864,0.014895565,2023.805479,0.232615493,56.14115273,-3.658723957,northern europe,galliformes-domestic,1,0.735883986,433.4821,462.3332,3603.436,4662.793,NA,NA,#cc66a9,minor,0.12
ns_18_1211111,18_1_2_1_1_1_1_1,ns,7,1041,12,0.020491225,7.42826e-4,0.167511777,2023.384926,0.019311138,2023.734247,0.349320451,54.75262239,-2.396051959,northern europe,galliformes-wild,0.99510049,0.804419558,292.9805,262.9423,1512.717,1974.355,NA,NA,#cc7466,minor,0.055
ns_162111110,1_6_2_1_1_1_1_10,ns,8,1052,8,0.020436929,0.002195652,0.075816895,2023.801375,0.009804253,2024.122951,0.321575414,54.29839418,7.953602818,northern europe,anseriformes-wild,0.703129687,0.94450554900000006,3134.359,2416.145,149981.3,145864.8,NA,NA,#ffe4b5,minor,0.181
ns_112110_811,1_1_2_1_10_8_1_1,ns,10,1060,10,0.015922584,2.73332e-4,0.201359447,2020.706392,0.081256297,2021.142466,0.436073681,53.14027014,5.681863345,western europe,charadriiformes-wild,0.97960204,0.898410159,2525.077,2207.678,243140.1,241506.3,NA,NA,#c4cc99,minor,0.191
ns_24_1111111,24_1_1_1_1_1_1_1,ns,1,1079,6,0.004401939,1.27984e-4,0.030955316,2021.775983,0.056136242,2021.843836,0.067852974,54.0185336,17.53113635,western europe,anseriformes-wild,0.821852732,1,NA,NA,NA,NA,NA,NA,#cc33b2,minor,0
ns_112111_111,1_1_2_1_11_1_1_1,ns,1,1125,2,0.002750901,6.25e-5,0.092128739,2022.677991,0.036094753,2022.747945,0.069954251,52.52001795,-5.883305425,western europe,anseriformes-wild,0.983670485,0.953936144,NA,NA,NA,NA,NA,NA,#c199cc,minor,0
ns_1118_11111,1_1_18_1_1_1_1_1,ns,1,1121,6,0.003695774,1.36839e-4,0.032185902,2022.091352,0.049459541,2022.2,0.108647843,53.30223688,37.33221062,western europe,anseriformes-wild,0.96875,0.5625,NA,NA,NA,NA,NA,NA,#99a5cc,minor,0
ns_13_1211111,13_1_2_1_1_1_1_1,ns,5,1146,5,0.012993918,5.15649e-4,0.104808462,2022.721954,0.034678843,2023.052055,0.330100317,53.97709649,0.125034382,northern europe,galliformes-domestic,0.97850215,0.854114589,2170.592,2059.163,173797.3,312674.5,NA,NA,#9fcc99,minor,0.205
ns_11311111,1_1_3_1_1_1_1_1,ns,1,1150,2,0.003117052,5.84e-5,0.075696868,2022.460775,0.040716501,2022.643836,0.183060907,50.56873659,3.956090326,western europe,anseriformes-wild,0.681120747,0.941516567,NA,NA,NA,NA,NA,NA,#cca899,minor,0
ns_11219111,1_1_2_1_9_1_1_1,ns,1,1150,2,0.003117052,5.84e-5,0.075696868,2022.460775,0.040716501,2022.712329,0.251554057,50.56873659,3.956090326,western europe,anseriformes-wild,0.681120747,0.941516567,NA,NA,NA,NA,NA,NA,#cc3382,minor,0
ns_112111117,1_1_2_1_1_1_1_17,ns,1,1170,76,0.009132305,1.81551e-4,0.089743817,2021.489643,0.062939364,2021.953425,0.463782099,54.01251359,33.70780026,western europe,anseriformes-wild,0.85,1,NA,NA,NA,NA,NA,NA,#cc66be,minor,0
ns_211110_111,2_1_1_1_10_1_1_1,ns,12,1171,75,0.009052439,1.85621e-4,0.09298559,2021.497312,0.062688639,2022.136986,0.63967476,53.27096027,17.05387041,western europe,anseriformes-wild,1,1,1943.521,1782.066,86359.81,97881.67,NA,NA,#cc9e99,minor,0.178
ns_10_121115_11,10_1_2_1_1_15_1_1,ns,3,1188,3,0.013254145,2.24457e-4,0.11008522,2021.931719,0.052748902,2022.158904,0.22718524,49.80808891,12.9511521,western europe,anseriformes-wild,0.941512268,0.954531798,2020.254,2175.167,122834.2,209130,NA,NA,#6667cc,minor,0.082
ns_21111151,2_1_1_1_1_1_5_1,ns,1,1208,2,0.011421603,6e-5,0.166622391,2021.759236,0.05658972,2021.879452,0.120216381,47.90572143,15.02467362,southern europe,anseriformes-wild,0.944810285,1,NA,NA,NA,NA,NA,NA,#a4cc66,minor,0
ns_21119111,2_1_1_1_9_1_1_1,ns,2,1224,2,0.009362204,1.21693e-4,0.144437083,2021.996629,0.051325977,2022.090411,0.09378205,51.854432,16.68110212,eastern europe,anseriformes-wild,0.985564705,0.999898343,4029.327,3723.346,235264.5,242587.6,NA,NA,#cc7e66,minor,0.054
ns_14_1119111,14_1_1_1_9_1_1_1,ns,1,1225,2,0.004997141,3.43e-5,0.138924879,2021.932799,0.052869353,2021.975342,0.042543016,49.2086428,9.754665759,western europe,anseriformes-wild,0.732501485,0.999405823,NA,NA,NA,NA,NA,NA,#9bcc33,minor,0
ns_26119111,2_6_1_1_9_1_1_1,ns,1,1225,2,0.004997141,3.43e-5,0.138924879,2021.932799,0.052869353,2022.063014,0.130214249,50.11534858,12.68150326,eastern europe,anseriformes-wild,0.865606362,0.999602386,NA,NA,NA,NA,NA,NA,#a199cc,minor,0
ns_2118_11111,2_1_18_1_1_1_1_1,ns,2,1075,261,0.009818796,5.71e-5,0.126734862,2021.301649,0.067530742,2023.958904,2.657254925,54.32433766,34.48386411,western europe,anseriformes-wild,0.9,1,NA,NA,NA,NA,NA,NA,#cc667e,major,1.099
ns_18_62114_111,18_6_2_1_14_1_1_1,ns,1,1290,2,0.005025787,4.7e-5,0.139314225,2023.822208,0.009028978,2023.843836,0.021628094,52.8793912,5.636361051,western europe,anseriformes-wild,0.996415771,0.952210275,NA,NA,NA,NA,NA,NA,#99ccbc,minor,0
ns_25_1111111,25_1_1_1_1_1_1_1,ns,1,1310,2,0.005093924,9.65e-5,0.106527516,2021.726871,0.057529197,2021.852055,0.125183808,52.45971382,37.42387943,eastern europe+western europe,anseriformes-wild,0.933333333,0.966666667,NA,NA,NA,NA,NA,NA,#cc99b1,minor,0
ns_10_621115_11,10_6_2_1_1_15_1_1,ns,1,1315,20,0.011506815,3.29955e-4,0.193917554,2022.0334,0.050461428,2022.893151,0.859751115,51.12293409,7.927022314,western europe,anseriformes-wild,0.997744361,0.696992481,NA,NA,NA,NA,NA,NA,#9b99cc,minor,0
ns_14_1311111,14_1_3_1_1_1_1_1,ns,12,1319,12,0.00602191,6.61e-5,0.201089531,2022.552463,0.038451506,2023.175342,0.622879572,51.34271935,4.460966029,western europe,anseriformes-wild,0.99710029,0.97450255,687.8044,1882.189,107959.3,183380.1,NA,NA,#b699cc,minor,0.345
ns_13_1414114,13_1_4_1_4_1_1_4,ns,15,1397,28,0.006735819,1.38619e-4,0.108658281,2022.822586,0.032309058,2023.90137,1.078784189,52.30947245,8.71485535,western europe,charadriiformes-wild,0.997101449,1,2717.091,2579.983,216343.7,280059.9,NA,NA,#cc3372,major,0.8
ns_13_14118_114,13_1_4_1_18_1_1_4,ns,1,1410,3,0.011043705,1.70697e-4,0.14793792,2023.426496,0.018296518,2023.682192,0.255696106,54.04783199,0.184073357,northern europe,charadriiformes-wild,0.752843063,0.982562547,NA,NA,NA,NA,NA,NA,#ccb899,minor,0
ns_14_1111111,14_1_1_1_1_1_1_1,ns,8,1428,13,0.008784393,8.18e-5,0.171068943,2021.580118,0.060936831,2022.084932,0.504813609,58.2613468,15.70208956,northern europe,anseriformes-wild,0.732361809,0.515075377,4275.723,1918.147,317698.2,191400.4,NA,NA,#6691cc,minor,0.337
ns_21111411,2_1_1_1_1_4_1_1,ns,7,1444,7,0.009246591,6.6e-5,0.191986905,2020.850822,0.077653751,2021.265753,0.414930982,48.38914947,12.08510099,eastern europe,anseriformes-wild,0.468538344,0.993663972,1652.669,1667.529,79318.21,108386.2,NA,NA,#cc99bc,minor,0.228
ns_1121111_17,1_1_2_1_1_11_1_7,ns,4,1480,7,0.002572915,4.3299e-4,0.008779702,2020.786078,0.079229314,2021.172603,0.38652487,50.09514255,9.90533402,western europe,charadriiformes-wild,0.96440356,0.9730027,NA,NA,NA,NA,NA,NA,#afcc99,minor,0.088
ns_1111_1111_17,1_1_11_1_1_11_1_7,ns,3,1482,5,0.004851904,1.07491e-4,0.044199228,2021.028528,0.073846648,2021.186301,0.157772918,52.65460158,8.943928877,western europe,charadriiformes-wild,0.986556474,0.977961433,NA,NA,NA,NA,NA,NA,#bb99cc,minor,0.057
pa_1118_2519_15,1_1_18_2_5_19_1_5,pa,2,758,2,0.004203345,0.001165576,0.020406919,2020.018171,0.210594035,2020.166667,0.148495874,42.39572732,26.25987658,eastern europe,galliformes-domestic,0.99760024,0.99510049,746.568,747.9718,19972.7,20229.75,NA,NA,#ab99cc,minor,0.028
pa_1111_1111_17,1_1_11_1_1_11_1_7,pa,2,766,2,0.002925039,0.001080403,0.006581912,2020.902888,0.166711072,2021.186301,0.283412945,53.15728342,7.395768497,western europe,charadriiformes-wild,0.98690131,0.556444356,842.4894,841.5921,45927.69,46395.92,NA,NA,#bb99cc,minor,0.057
pa_14_222317_12,14_2_2_2_3_17_1_2,pa,2,761,618,0.0022854,6.63048e-4,0.013733828,2013.886648,0.526004257,2019.232877,5.34622852,50.52042597,38.44087338,central asia,anseriformes-wild,0.334066593,0.469453055,NA,NA,NA,NA,NA,NA,#66cca6,minor,0.225
pa_2111116_12,2_1_1_1_1_16_1_2,pa,3,774,3,0.008379642,0.001237252,0.040683086,2020.610016,0.180194655,2020.718579,0.108563642,54.87185368,76.81229574,central asia,galliformes-domestic,0.99950005,0.99420058,1705.211,1734.222,51400.51,59344.15,NA,NA,#cc99a7,minor,0
pa_14_6111115,14_6_1_1_1_1_1_5,pa,18,778,20,0.005083778,9.10138e-4,0.019366477,2021.338166,0.143531276,2023.991781,2.653615198,44.8511134,18.04556362,eastern europe,galliformes-domestic,0.812518748,0.871912809,1897.596,1478.008,152998.4,174528.4,NA,NA,#99ccb2,major,2.17
pa_32113212,3_2_1_1_3_2_1_2,pa,1,797,7,0.002927184,3.03022e-4,0.030805045,2020.348727,0.193901566,2020.65847,0.309742942,52.72587315,56.37170927,central asia,anseriformes-wild,0.554633472,0.932226833,NA,NA,NA,NA,NA,NA,#CDC966,minor,0
pa_21111411,2_1_1_1_1_4_1_1,pa,8,805,8,0.003898484,2.96066e-4,0.03252967,2020.701698,0.17482281,2021.265753,0.564055134,46.70189778,15.58183986,eastern europe,anseriformes-wild,0.724327567,0.99180082,1102.76,1019.012,51108.82,92121.57,NA,NA,#cc99bc,minor,0.228
pa_14_1111111,14_1_1_1_1_1_1_1,pa,9,822,14,0.006257256,2.75946e-4,0.043122095,2021.366433,0.141847404,2022.084932,0.718498526,57.29864194,14.67594013,northern europe,other-bird,0.992307692,0.930769231,1340.72,1221.776,89342.4,90659.85,NA,NA,#6691cc,minor,0.337
pa_25_1111111,25_1_1_1_1_1_1_1,pa,1,835,3,0.004920851,2.40052e-4,0.035771538,2021.372405,0.141415549,2021.852055,0.479649351,56.42351722,12.71549768,northern europe,other-bird,0.985482853,0.727224911,NA,NA,NA,NA,NA,NA,#cc99b1,minor,0
pa_21111151,2_1_1_1_1_1_5_1,pa,1,864,2,0.0054374,3.59604e-4,0.037608217,2021.71835,0.124754407,2021.879452,0.161102188,46.07526871,17.45708718,southern europe,anseriformes-wild,0.995532088,0.999492283,NA,NA,NA,NA,NA,NA,#a4cc66,minor,0
pa_211110_111,2_1_1_1_10_1_1_1,pa,11,859,62,0.005682282,4.77693e-4,0.038466728,2021.296396,0.145233805,2022.136986,0.840590579,51.29236791,18.84903492,western europe,anseriformes-wild,0.996303142,1,2408.469,1887.422,144562.7,216010.4,NA,NA,#cc9e99,minor,0.178
pa_21119111,2_1_1_1_9_1_1_1,pa,2,878,2,0.004054324,2.89512e-4,0.03761665,2021.858743,0.117970698,2022.090411,0.231667994,52.66697622,20.04258521,eastern europe,anseriformes-wild,0.987066788,0.998888552,491.3085,471.7711,12520.73,11774.26,NA,NA,#cc7e66,minor,0.054
pa_26119111,2_6_1_1_9_1_1_1,pa,1,877,3,0.003826925,2.40978e-4,0.029573495,2021.715556,0.124924711,2022.063014,0.347457831,52.49844313,20.2420055,eastern europe,anseriformes-wild,0.914883556,0.998108523,NA,NA,NA,NA,NA,NA,#a199cc,minor,0
pa_14_1119111,14_1_1_1_9_1_1_1,pa,1,881,2,0.003125228,2.54782e-4,0.031284377,2021.722481,0.125160995,2021.975342,0.252861826,50.87441336,16.27431688,western europe,anseriformes-wild,0.857777778,0.986666667,NA,NA,NA,NA,NA,NA,#9bcc33,minor,0
pa_24_1111111,24_1_1_1_1_1_1_1,pa,1,924,2,0.003986877,2.3961e-4,0.03329465,2021.503734,0.13536841,2021.843836,0.340102115,51.39598676,37.78585003,western europe,anseriformes-wild,0.610320622,0.967558338,NA,NA,NA,NA,NA,NA,#cc33b2,minor,0
pa_32213512,3_2_2_1_3_5_1_2,pa,9,931,18,0.00455242,5.68869e-4,0.028973828,2020.613542,0.180096212,2021.241096,0.627554058,53.95072046,11.36569412,northern europe,anseriformes-wild,0.555244476,0.841615838,2750.663,2521.255,246049.5,369885.4,NA,NA,#cc6669,minor,0.416
pa_31215512,3_1_2_1_5_5_1_2,pa,2,937,7,0.003965603,2.78393e-4,0.038698694,2020.871006,0.166949683,2022.054795,1.183788903,55.39774617,13.57790434,northern europe,anseriformes-wild,0.956277013,0.680972962,NA,NA,NA,NA,NA,NA,#cca399,major,1.014
pa_32211512,3_2_2_1_1_5_1_2,pa,4,939,5,0.008250734,6.82456e-4,0.041349774,2021.042659,0.158291207,2021.509589,0.466929949,55.87365642,13.64309971,northern europe,anseriformes-wild,0.99920008,0.718428157,88.72037,74.19266,61.27838,51.24422,NA,NA,#ccc399,minor,0.376
pa_32211212,3_2_2_1_1_2_1_2,pa,1,941,2,0.002961846,2.32212e-4,0.034762551,2021.206508,0.150139414,2021.260274,0.053765918,56.06654196,13.77129022,northern europe,anseriformes-wild,0.999849466,0.7028451,NA,NA,NA,NA,NA,NA,#CEC964,minor,0
pa_32213212,3_2_2_1_3_2_1_2,pa,6,928,52,0.003100397,3.11668e-4,0.021798077,2017.09978,0.353239564,2021.164384,4.064603279,53.11525689,43.22772758,central asia,anseriformes-wild,0.662674651,0.459081836,610.8385,637.3244,4480.079,6433.476,NA,NA,#66b1cc,major,0.538
pa_12215512,1_2_2_1_5_5_1_2,pa,2,948,2,0.004560299,6.97728e-4,0.02111997,2020.791792,0.171384193,2020.827869,0.036076786,55.5940511,11.03366485,northern europe,other-bird,0.99850015,0.99870013,1767.144,1767.144,28602.65,28602.65,NA,NA,#cc99b7,minor,0
pa_31213212,3_1_2_1_3_2_1_2,pa,7,954,7,0.004518111,3.99423e-4,0.046630468,2020.918393,0.165130488,2021.383562,0.465169115,56.95768176,14.26010102,northern europe,anseriformes-wild,0.99330067,0.932306769,1070.398,1081.873,40598.58,58713.23,NA,NA,#cc9366,minor,0.258
pa_10_1211111,10_1_2_1_1_1_1_1,pa,13,926,272,0.002387775,2.5111e-4,0.02343909,2016.743242,0.369103616,2024.172131,7.428888677,52.96228335,44.4798622,central asia,anseriformes-wild,0.66991342,0.470779221,2769.97,2903.289,308252.9,391421.7,NA,NA,#6671cc,minor,0.276
pa_312111_112,3_1_2_1_11_1_1_2,pa,1,972,8,0.001956711,2.18603e-4,0.029054027,2018.606494,0.26929511,2020.833333,2.226839238,51.91049942,50.72978756,central asia,anseriformes-wild,0.738326167,0.873012699,NA,NA,NA,NA,NA,NA,#CAC96B,minor,0
pa_10_121115_11,10_1_2_1_1_15_1_1,pa,2,975,2,0.006076065,6.99309e-4,0.033078836,2021.912708,0.115485492,2022.158904,0.246195908,50.32529561,13.9032536,western europe,anseriformes-wild,0.773422658,0.732226777,2133.331,2060.493,222035.1,215969.8,NA,NA,#6667cc,minor,0.082
pa_10_621115_11,10_6_2_1_1_15_1_1,pa,1,980,2,0.0021324,4.04086e-4,0.008606424,2021.602048,0.130461016,2022.893151,1.291103046,51.983416,5.542970439,western europe,anseriformes-wild,0.95470453,0.909609039,NA,NA,NA,NA,NA,NA,#9b99cc,minor,0
pa_112110_115,1_1_2_1_10_1_1_5,pa,1,980,2,0.0021324,4.04086e-4,0.008606424,2021.602048,0.130461016,2021.89589,0.293842772,51.983416,5.542970439,western europe,anseriformes-wild,0.95470453,0.909609039,NA,NA,NA,NA,NA,NA,#7633cc,minor,0
pa_18_62114_111,18_6_2_1_14_1_1_1,pa,1,982,2,0.001516643,2.11086e-4,0.025008829,2021.263689,0.150523452,2023.843836,2.580146257,52.08525208,6.160876346,western europe,charadriiformes-wild,0.912177122,0.926445264,NA,NA,NA,NA,NA,NA,#99ccbc,minor,0
pa_112110_811,1_1_2_1_10_8_1_1,pa,10,983,10,0.008555463,5.87763e-4,0.046316752,2020.677209,0.176468746,2021.142466,0.46525686,53.2391682,5.792230555,western europe,charadriiformes-wild,0.99670033,0.97640236,2014.99,1875.9,136074,184663.9,NA,NA,#c4cc99,minor,0.191
pa_1121111_17,1_1_2_1_1_11_1_7,pa,4,993,4,0.006034844,5.41453e-4,0.037370108,2020.936126,0.164126563,2021.172603,0.236476911,50.89063318,10.39978482,western europe,charadriiformes-wild,0.96230377,0.796720328,4269.635,3998.768,403528.6,420728.6,NA,NA,#afcc99,minor,0.088
pa_13_1211111,13_1_2_1_1_1_1_1,pa,4,1032,4,0.004059606,3.75391e-4,0.021669164,2022.722752,0.074869195,2023.052055,0.329303028,54.31394309,0.035762317,northern europe,galliformes-domestic,0.97980202,0.528347165,2322.96,2413.729,205802.1,275511.3,NA,NA,#9fcc99,minor,0.205
pa_11219111,1_1_2_1_9_1_1_1,pa,1,1016,20,0.003511108,3.15255e-4,0.033929776,2022.07891,0.106335006,2022.712329,0.633419201,53.46482273,7.612995583,western europe,anseriformes-wild,0.989924433,0.996401583,NA,NA,NA,NA,NA,NA,#cc3382,minor,0
pa_112111_111,1_1_2_1_11_1_1_1,pa,1,1084,2,0.002483331,2.43223e-4,0.034413689,2021.984995,0.111702257,2022.747945,0.762950199,56.32578712,-2.737950608,western europe,anseriformes-wild,0.882119205,0.749933775,NA,NA,NA,NA,NA,NA,#c199cc,minor,0
pa_11219115,1_1_2_1_9_1_1_5,pa,1,1097,3,0.003474433,3.25492e-4,0.021467286,2022.691705,0.075963287,2022.849315,0.157609992,44.22175657,12.63846117,southern europe,anseriformes-wild,0.974928072,0.99917797,NA,NA,NA,NA,NA,NA,#cc99a1,minor,0
pa_10_6211111,10_6_2_1_1_1_1_1,pa,30,1113,62,0.007165542,8.88597e-4,0.052355193,2022.649026,0.078118085,2024.153005,1.5039798,47.31263702,20.80980535,eastern europe,anseriformes-wild,0.99510049,0.98660134,2107.191,1621.161,127922,142888.6,NA,NA,#8633cc,major,0.937
pa_162111110,1_6_2_1_1_1_1_10,pa,7,1140,10,0.003958959,7.07829e-4,0.022218203,2023.791429,0.021818393,2024.122951,0.331521596,53.25355191,9.360039639,western europe,anseriformes-wild,0.97150285,0.98840116,3263.222,3029.63,178985.4,195891.8,NA,NA,#ffe4b5,minor,0.181
pa_10_62111_111,10_6_2_1_11_1_1_1,pa,3,1147,3,0.004208224,2.8968e-4,0.035660194,2024.025228,0.009193412,2024.191257,0.166028896,52.10198568,9.380631743,western europe,charadriiformes-wild,0.99959968,0.990392314,1712.481,1844.024,73412.81,88654.05,NA,NA,#6633cc,minor,0.084
pa_11211117,1_1_2_1_1_1_1_7,pa,20,1155,20,0.009141955,4.49782e-4,0.053266141,2023.028499,0.059001759,2024.199454,1.170954234,49.45331472,17.18504974,eastern europe,anseriformes-wild,0.99990001,1,2235.918,1796.074,176693.2,174314.5,NA,NA,#cc999c,major,1.092
pa_112111117,1_1_2_1_1_1_1_17,pa,1,1178,2,0.002705208,2.72617e-4,0.024670232,2021.8921,0.116350518,2021.953425,0.061324781,50.98162429,6.041294572,western europe,anseriformes-wild,0.904510557,0.992802303,NA,NA,NA,NA,NA,NA,#cc66be,minor,0
pa_18_9211111,18_9_2_1_1_1_1_1,pa,5,1188,5,0.006033063,3.72771e-4,0.049862428,2023.610647,0.030057734,2023.805479,0.194832278,56.4236493,-3.945543269,northern europe,galliformes-domestic,1,0.802919708,507.7922,320.5442,2214.603,2062.658,NA,NA,#cc66a9,minor,0.12
