key,cluster_profile,segment,Ntips_with_Rcode,AncNode,NCladetips,evoRate,evoRate_95lower,evoRate_95upper,TMRCA,relative.depth,youngestTip.time,persist.time,Lat_MRCA,Lon_MRCA,collection_regionname,host_simplifiedhost,prob_collection_regionname,prob_host_simplifiedhost,mean_branch_velocity,weighted_branch_velocity,original_diff_coeff,weighted_diff_coeff,count_cross_species,count_to_mammal,col2,group2,Length_Between_First_Last_Sample
mp_2111116_12,2_1_1_1_1_16_1_2,mp,3,729,619,0.00372173,0.001159287,0.013218069,2020.341763,0.312189456,2020.718579,0.376816041,55.02711203,52.01049057,central asia,anseriformes-wild,1,0.894736842,NA,NA,NA,NA,NA,NA,#cc99a7,minor,0
mp_21111411,2_1_1_1_1_4_1_1,mp,8,734,30,0.005719557,3.59657e-4,0.046926686,2020.692,0.283859953,2021.265753,0.573753121,48.51850884,16.46226479,eastern europe,anseriformes-wild,0.912413359,0.986347406,1669.932,1849.607,106397.7,206711.7,NA,NA,#cc99bc,minor,0.228
mp_14_1111111,14_1_1_1_1_1_1_1,mp,8,750,14,0.006916987,5.82498e-4,0.054431155,2021.478724,0.221445571,2022.084932,0.60620737,59.22377702,18.00340172,northern europe,anseriformes-wild,0.855014499,0.517548245,2942.836,1713.095,142475.6,112569.2,NA,NA,#6691cc,minor,0.337
mp_211110_111,2_1_1_1_10_1_1_1,mp,11,789,97,0.003944153,0.002605426,0.006339522,2021.577058,0.210672789,2022.136986,0.559928104,52.51542881,22.36338197,western europe,anseriformes-wild,0.810075686,0.992549669,6027.827,5095.641,464726.3,503527.4,NA,NA,#cc9e99,minor,0.178
mp_14_6111115,14_6_1_1_1_1_1_5,mp,19,795,91,0.005964807,NA,NA,2021.670539,0.204179279,2023.991781,2.321242301,52.06746157,16.99746654,western europe,anseriformes-wild,0.947368421,1,5028.345,2700.475,479365.5,409633.7,NA,NA,#99ccb2,major,2.17
mp_10_121115_11,10_1_2_1_1_15_1_1,mp,2,802,35,0.006222151,NA,NA,2021.769044,0.196234738,2022.158904,0.389860118,48.59038394,8.45910904,western europe,anseriformes-wild,1,0.947368421,NA,NA,NA,NA,NA,NA,#6667cc,minor,0.082
mp_14_1119111,14_1_1_1_9_1_1_1,mp,1,807,5,0.003715386,0.001541707,0.005889066,2021.913047,0.184620783,2021.975342,0.062295434,48.62356574,10.91484501,western europe,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#9bcc33,minor,0
mp_26119111,2_6_1_1_9_1_1_1,mp,1,832,2,0.004155781,5.58511e-4,0.017252368,2021.972115,0.180580919,2022.063014,0.090898923,49.35066026,8.774433618,western europe,anseriformes-wild,1,0.947368421,NA,NA,NA,NA,NA,NA,#a199cc,minor,0
mp_21119111,2_1_1_1_9_1_1_1,mp,2,796,74,0.001937824,NA,NA,2021.705415,0.201366465,2022.090411,0.384995974,51.93133502,14.92215098,western europe,anseriformes-wild,0.947368421,1,NA,NA,NA,NA,NA,NA,#cc7e66,minor,0.054
mp_11_1319115,11_1_3_1_9_1_1_5,mp,5,864,6,0.008204956,5.69305e-4,0.076369881,2021.834932,0.191543074,2022.164384,0.329451278,51.05612648,15.13185726,eastern europe,anseriformes-wild,0.9620038,0.575842416,414.801,274.8417,663.501,479.8216,NA,NA,#cc3333,minor,0.257
mp_11319111,1_1_3_1_9_1_1_1,mp,2,882,2,0.007359741,3.35063e-4,0.066627355,2022.047803,0.174068356,2022.106849,0.059045818,50.06399629,13.85007862,eastern europe,anseriformes-wild,0.98350165,0.815218478,862.3857,862.3857,10980.52,10980.52,NA,NA,#af66cc,minor,0
mp_11211117,1_1_2_1_1_1_1_7,mp,18,906,24,0.01381404,9.22778e-4,0.077911517,2023.061142,0.092647768,2024.199454,1.138311171,49.89850878,15.80453383,eastern europe,anseriformes-wild,0.996277146,0.999069286,3032.044,2639.036,137513.1,185116,NA,NA,#cc999c,major,1.092
mp_10_1211111,10_1_2_1_1_1_1_1,mp,12,899,156,0.003717578,9.92412e-4,0.014138692,2022.047651,0.173525413,2024.172131,2.12447977,48.33898681,5.385233008,western europe,anseriformes-wild,1,0.95,6181.505,5528.396,661672.9,716886,NA,NA,#6671cc,minor,0.276
mp_10_6211111,10_6_2_1_1_1_1_1,mp,27,904,72,0.004345488,8.32608e-4,0.02336405,2022.739189,0.118676432,2024.153005,1.413816032,44.94752737,10.97089327,southern europe,anseriformes-wild,0.46974416,0.991768632,4320.455,2291.932,277192.9,185099.9,NA,NA,#8633cc,major,0.937
mp_162111110,1_6_2_1_1_1_1_10,mp,8,929,11,0.00712967,6.36477e-4,0.058437169,2023.847931,0.029672131,2024.122951,0.275020063,54.11933604,9.785138267,western europe,anseriformes-wild,0.625537446,0.98070193,4875.732,3932.893,289531.9,285694.5,NA,NA,#ffe4b5,minor,0.181
mp_10_62111_111,10_6_2_1_11_1_1_1,mp,3,935,4,0.00400031,3.59471e-4,0.034283418,2024.033065,0.013955115,2024.191257,0.158192321,53.24636066,8.768157828,western europe,anseriformes-wild,0.918674699,0.993975904,3004.17,2834.159,140358,145591.3,NA,NA,#6633cc,minor,0.084
mp_11219115,1_1_2_1_9_1_1_5,mp,1,941,2,0.00478559,7.12171e-4,0.021909009,2022.824163,0.112289043,2022.849315,0.025152048,42.50192642,15.78573543,southern europe,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#cc99a1,minor,0
mp_11219111,1_1_2_1_9_1_1_1,mp,1,976,2,0.003848084,2.83793e-4,0.021703135,2022.316922,0.154046895,2022.712329,0.395406795,51.97414093,4.783301685,western europe,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#cc3382,minor,0
mp_11311111,1_1_3_1_1_1_1_1,mp,1,981,3,0.003804101,4.52969e-4,0.023361643,2022.609754,0.129828331,2022.643836,0.034081816,46.81791788,3.700661822,western europe,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#cca899,minor,0
mp_2118_11111,2_1_18_1_1_1_1_1,mp,2,979,64,0.003486399,3.24322e-4,0.021573784,2022.471056,0.14024796,2023.958904,1.487848356,48.33898681,5.385233008,western europe,anseriformes-wild,1,0.95,NA,NA,NA,NA,NA,NA,#cc667e,major,1.099
mp_18_62114_111,18_6_2_1_14_1_1_1,mp,1,1010,3,0.004432092,2.74956e-4,0.062924086,2023.825344,0.030918379,2023.843836,0.018492099,53.38231354,4.56171667,western europe,galliformes-domestic,0.803108808,0.506044905,NA,NA,NA,NA,NA,NA,#99ccbc,minor,0
mp_14_1311111,14_1_3_1_1_1_1_1,mp,12,1043,12,0.006771738,4.37468e-4,0.054165564,2022.646251,0.12649885,2023.175342,0.529091922,51.81797563,2.468193889,western europe,anseriformes-wild,0.953953954,0.981881882,2578.054,2699.261,203751,245513.5,NA,NA,#b699cc,minor,0.345
mp_13_1211111,13_1_2_1_1_1_1_1,mp,5,1068,5,0.006257713,6.38368e-4,0.063392519,2022.763647,0.117210571,2023.052055,0.288407901,53.762318,-1.527252117,northern europe,galliformes-domestic,0.98310169,0.938206179,3212.956,3193.609,363162.1,418309.1,NA,NA,#9fcc99,minor,0.205
mp_21419111,2_1_4_1_9_1_1_1,mp,1,1091,99,0.004155118,4.06254e-4,0.022316245,2022.311282,0.153029082,2022.509589,0.198307513,48.93281945,2.939021887,western europe,charadriiformes-wild,0.997148289,0.823193916,NA,NA,NA,NA,NA,NA,#33cca9,minor,0
mp_13_1414114,13_1_4_1_4_1_1_4,mp,15,1095,49,0.002085155,NA,NA,2022.912621,0.104004357,2023.90137,0.988748558,51.06270949,14.4448701,western europe,charadriiformes-wild,0.789473684,1,3168.356,1969.876,231651.5,157773.8,NA,NA,#cc3372,major,0.8
mp_18_1211111,18_1_2_1_1_1_1_1,mp,7,1103,14,0.005467148,3.46048e-4,0.065674123,2023.482628,0.058629696,2023.734247,0.251618408,55.22556833,-2.814007296,northern europe,galliformes-wild,1,1,662.7185,674.1975,2703.112,3270.737,NA,NA,#cc7466,minor,0.055
mp_18_9211111,18_9_2_1_1_1_1_1,mp,5,1106,11,0.004280219,7.62729e-4,0.022763141,2023.555928,0.05257017,2023.805479,0.249551462,55.69164438,-2.807819013,northern europe,galliformes-wild,0.984375,1,467.1751,466.1946,2241.064,2347.128,NA,NA,#cc66a9,minor,0.12
mp_13_14118_114,13_1_4_1_18_1_1_4,mp,1,1123,2,0.00364655,2.38814e-4,0.045224445,2023.583442,0.050614741,2023.682192,0.098749978,54.12819393,3.408395199,northern europe,other-bird,0.600605653,0.426312248,NA,NA,NA,NA,NA,NA,#ccb899,minor,0
mp_11619111,1_1_6_1_9_1_1_1,mp,2,1094,96,0.003757524,2.75221e-4,0.031115598,2022.856942,0.109619307,2023.520548,0.663605484,50.65972776,8.394639375,western europe,charadriiformes-wild,1,1,NA,NA,NA,NA,NA,NA,#cc33c2,minor,0
mp_1118_11111,1_1_18_1_1_1_1_1,mp,1,1192,2,0.004029365,4.61453e-4,0.026112941,2022.024278,0.176296863,2022.2,0.175722247,47.26500158,11.89786424,western europe,anseriformes-wild,0.874251497,0.982035928,NA,NA,NA,NA,NA,NA,#99a5cc,minor,0
mp_112110_115,1_1_2_1_10_1_1_5,mp,1,1200,3,0.003902636,5.63965e-4,0.01590542,2021.869352,0.188718135,2021.89589,0.026538068,49.48577982,2.467949772,western europe,anseriformes-wild,0.997264022,0.92749658,NA,NA,NA,NA,NA,NA,#7633cc,minor,0
mp_112111117,1_1_2_1_1_1_1_17,mp,1,1206,4,0.004323954,7.07963e-4,0.019976735,2021.853375,0.190453746,2021.953425,0.100049527,49.38885949,10.56293387,western europe,anseriformes-wild,0.996941896,0.94648318,NA,NA,NA,NA,NA,NA,#cc66be,minor,0
mp_25_1111111,25_1_1_1_1_1_1_1,mp,1,1213,2,0.005825994,4.36357e-4,0.067254969,2021.709762,0.202080359,2021.852055,0.142292498,55.48966462,18.66101722,northern europe,anseriformes-wild,0.90950951,0.871171171,NA,NA,NA,NA,NA,NA,#cc99b1,minor,0
mp_24_1111111,24_1_1_1_1_1_1_1,mp,1,1213,2,0.005825994,4.36357e-4,0.067254969,2021.709762,0.202080359,2021.843836,0.13407332,55.48966462,18.66101722,northern europe,anseriformes-wild,0.90950951,0.871171171,NA,NA,NA,NA,NA,NA,#cc33b2,minor,0
mp_32213512,3_2_2_1_3_5_1_2,mp,8,731,617,0.003184278,NA,NA,2020.403977,0.306328466,2021.241096,0.837119341,53.84530109,47.23133294,central asia,anseriformes-wild,0.934097421,0.965616046,2865.811,2268.144,131568.6,109971.7,NA,NA,#cc6669,minor,0.416
mp_12215512,1_2_2_1_5_5_1_2,mp,2,1220,2,0.005460407,2.4137e-4,0.055994946,2020.808359,0.27461832,2020.827869,0.019510258,55.47036412,13.36336805,northern europe,other-bird,0.984486753,0.987508814,7896.296,7896.296,351015.8,351015.8,NA,NA,#cc99b7,minor,0
mp_312111_112,3_1_2_1_11_1_1_2,mp,1,1226,13,0.004130986,4.26327e-4,0.016950218,2020.795157,0.276310299,2020.833333,0.038175928,53.48329658,12.76534719,western europe,charadriiformes-wild,0.983739837,0.349593496,NA,NA,NA,NA,NA,NA,#CAC96B,minor,0
mp_1112_11215,1_1_12_1_1_2_1_5,mp,1,1244,2,0.005550598,3.90148e-4,0.065739308,2020.991381,0.259350592,2021.164384,0.173003011,52.47084637,12.76371068,western europe,galliformes-domestic,0.986943688,0.89986376,NA,NA,NA,NA,NA,NA,#338ecc,minor,0
mp_3112_13212,3_1_12_1_3_2_1_2,mp,1,1244,2,0.005550598,3.90148e-4,0.065739308,2020.991381,0.259350592,2021.057534,0.066153696,52.47084637,12.76371068,western europe,galliformes-domestic,0.986943688,0.89986376,NA,NA,NA,NA,NA,NA,#C8C96D,minor,0
mp_112110_811,1_1_2_1_10_8_1_1,mp,9,731,617,0.003184278,NA,NA,2020.403977,0.306328466,2021.142466,0.738489204,53.84530109,47.23133294,central asia,anseriformes-wild,0.934097421,0.965616046,NA,NA,NA,NA,NA,NA,#c4cc99,minor,0.191
mp_31215512,3_1_2_1_5_5_1_2,mp,3,1246,4,0.005644603,2.13111e-4,0.068709842,2020.958021,0.261954385,2022.054795,1.096773184,56.13758545,15.87156842,northern europe,galliformes-domestic,0.937210499,0.843540916,NA,NA,NA,NA,NA,NA,#cca399,major,1.014
mp_32311212,3_2_3_1_1_2_1_2,mp,7,731,617,0.003184278,NA,NA,2020.403977,0.306328466,2021.630137,1.226160437,55.02711203,52.01049057,central asia,anseriformes-wild,1,0.894736842,671.9478,659.5159,4463.107,4380.534,NA,NA,#b9cc66,minor,0.477
mp_32113212,3_2_1_1_3_2_1_2,mp,1,1260,32,0.028539014,NA,NA,2020.652434,0.286290147,2020.65847,0.006035497,54.4307217,63.53627094,central asia,anseriformes-wild,0.948717949,0.993589744,NA,NA,NA,NA,NA,NA,#CDC966,minor,0
mp_3231322_12,3_2_3_1_3_22_1_2,mp,1,1295,15,0.004091513,0.00373639,0.004446635,2020.849327,0.270410609,2020.863388,0.014060935,54.99337528,8.179513451,northern europe,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#D3CA5C,minor,0
mp_14_13114_24_12,14_1_3_1_14_24_1_2,mp,1,1306,4,0.003097597,9.98061e-4,0.009189109,2020.957165,0.26237057,2021.084932,0.127766843,52.93141551,49.011117,western europe,galliformes-domestic,0.578947368,0.736842105,NA,NA,NA,NA,NA,NA,#aacc99,minor,0
mp_3961523_12,3_9_6_1_5_23_1_2,mp,1,1311,24,0.006658373,NA,NA,2020.591299,0.291220784,2020.65847,0.06717115,55.0784629,69.09719742,central asia,anseriformes-wild,0.967391304,0.994565217,NA,NA,NA,NA,NA,NA,#DCCA4B,minor,0
mp_32213212,3_2_2_1_3_2_1_2,mp,6,728,670,0.003930058,2.94605e-4,0.030847079,2020.248633,0.319431292,2021.164384,0.915750541,55.04199004,52.30754911,central asia,anseriformes-wild,1,0.894736842,6114.659,6114.659,203739.9,203739.9,NA,NA,#66b1cc,major,0.538
mp_32211512,3_2_2_1_1_5_1_2,mp,4,1321,5,0.005345695,2.52719e-4,0.053058541,2021.059025,0.254436837,2021.509589,0.450563851,55.02711203,52.01049057,central asia,anseriformes-wild,1,0.894736842,NA,NA,NA,NA,NA,NA,#ccc399,minor,0.376
mp_32211212,3_2_2_1_1_2_1_2,mp,1,1324,2,0.003916739,2.25451e-4,0.030568012,2021.204685,0.242331893,2021.260274,0.055589436,55.80108487,13.5366734,northern europe,other-bird,0.994047619,0.922619048,NA,NA,NA,NA,NA,NA,#CEC964,minor,0
mp_116110_27_12,1_1_6_1_10_27_1_2,mp,1,1343,3,0.003978147,6.51991e-4,0.018527807,2020.835876,0.271812075,2021.049315,0.213438799,53.19045778,-0.06774826,northern europe,charadriiformes-wild,0.837815126,0.407142857,NA,NA,NA,NA,NA,NA,#cca966,minor,0
mp_1111_1111_17,1_1_11_1_1_11_1_7,mp,3,1354,5,0.004238684,3.86961e-4,0.047108251,2020.947782,0.262719258,2021.186301,0.238519693,52.12295521,16.80054939,western europe,charadriiformes-wild,0.98450155,0.915108489,NA,NA,NA,NA,NA,NA,#bb99cc,minor,0.057
mp_1121111_17,1_1_2_1_1_11_1_7,mp,4,1353,7,0.010642716,8.43053e-4,0.081432358,2020.914283,0.265775359,2021.172603,0.258319653,52.12295521,16.80054939,western europe,charadriiformes-wild,0.98450155,0.915108489,3903.287,3814.749,418767.8,419655.3,NA,NA,#afcc99,minor,0.088
mp_31213212,3_1_2_1_3_2_1_2,mp,6,1392,6,0.007258493,8.32783e-4,0.07644802,2020.974781,0.259595555,2021.383562,0.408780888,56.73015247,17.26194123,northern europe,anseriformes-wild,0.97220278,0.499950005,2219.891,1993.453,95432.05,130747,NA,NA,#cc9366,minor,0.258
mp_32313512,3_2_3_1_3_5_1_2,mp,2,1398,2,0.00519585,3.75371e-4,0.04505993,2020.722592,0.281432866,2020.751366,0.028774499,56.01537687,72.96927968,eastern europe,galliformes-domestic,0.99090091,0.718328167,931.883,931.883,5874.822,5874.822,NA,NA,#66cc87,minor,0
mp_32323312,3_2_3_2_3_3_1_2,mp,1,1421,6,0.005475742,3.10983e-4,0.053965827,2016.948498,0.586504704,2020.770492,3.82199405,56.28589694,47.65186104,western europe,anseriformes-wild,0.5047383,0.79763814,NA,NA,NA,NA,NA,NA,#DACA50,minor,0
mp_14_222317_12,14_2_2_2_3_17_1_2,mp,2,1418,23,0.005229236,3.27092e-4,0.049848835,2016.406745,0.632126327,2019.232877,2.826131635,51.60539348,21.19004468,eastern europe,anseriformes-wild,0.442887176,0.545059566,NA,NA,NA,NA,NA,NA,#66cca6,minor,0.225
mp_1118_2519_15,1_1_18_2_5_19_1_5,mp,2,1438,3,0.006772125,4.01884e-4,0.065741977,2020.098874,0.331875782,2020.166667,0.067793,42.60771738,25.09273396,eastern europe,galliformes-domestic,1,1,1287.136,1193.761,9796.657,11093.1,NA,NA,#ab99cc,minor,0.028
mp_1215_2113_12,1_2_15_2_1_13_1_2,mp,3,1434,7,0.003976626,5.2964e-4,0.042850638,2018.862512,0.437900117,2020.420765,1.55825261,43.39399109,23.96524945,eastern europe,galliformes-domestic,0.95270473,0.615138486,NA,NA,NA,NA,NA,NA,#66cc7c,major,1.188
nx_312111_112,3_1_2_1_11_1_1_2,nx,1,490,3,0.005348456,5.49978e-4,0.027989831,2020.691876,0.410243308,2020.833333,0.141457009,44.12394582,30.41147241,western europe,charadriiformes-wild,0.68761701,0.538646697,NA,NA,NA,NA,NA,NA,#CAC96B,minor,0
nx_25_1111111,25_1_1_1_1_1_1_1,nx,1,495,450,0.006294486,0.001097715,0.032900653,2020.852405,0.388740428,2021.852055,0.999649875,53.97583252,30.37692443,western europe,anseriformes-wild,0.565984474,0.761115032,NA,NA,NA,NA,NA,NA,#cc99b1,minor,0
nx_21111151,2_1_1_1_1_1_5_1,nx,1,506,2,0.005592233,7.67662e-4,0.025065281,2021.763322,0.283834287,2021.879452,0.116130415,45.20715947,19.53686998,southern europe,anseriformes-wild,0.995711989,0.995533321,NA,NA,NA,NA,NA,NA,#a4cc66,minor,0
nx_14_6111115,14_6_1_1_1_1_1_5,nx,16,500,46,0.005475236,0.001018784,0.025977788,2021.502012,0.313158453,2023.991781,2.489768801,50.92507095,26.7552139,western europe,anseriformes-wild,0.654761905,1,2655.481,1394.736,262325.7,166440.6,NA,NA,#99ccb2,major,2.17
nx_11_1319115,11_1_3_1_9_1_1_5,nx,5,501,27,0.006996032,0.005957216,0.007872928,2021.505822,0.312345214,2022.164384,0.658561863,48.51319882,19.55532981,eastern europe,anseriformes-wild,0.75,1,1303.828,1340.163,30891.6,35923.6,NA,NA,#cc3333,minor,0.257
nx_211110_111,2_1_1_1_10_1_1_1,nx,12,499,96,0.006185452,8.95892e-4,0.034241279,2021.451168,0.319201195,2022.136986,0.685818,50.92507095,26.7552139,western europe,anseriformes-wild,0.654761905,1,1582.09,2036.252,240721,201314.1,NA,NA,#cc9e99,minor,0.178
nx_24_1111111,24_1_1_1_1_1_1_1,nx,1,534,2,0.005316119,8.5808e-4,0.024912028,2021.776739,0.282129619,2021.843836,0.067096694,56.02794627,13.84154591,northern europe,anseriformes-wild,0.965440357,0.995540691,NA,NA,NA,NA,NA,NA,#cc33b2,minor,0
nx_11319111,1_1_3_1_9_1_1_1,nx,2,550,2,0.004521855,5.84747e-4,0.029420781,2022.048832,0.252083708,2022.106849,0.058017095,49.74395611,14.58450399,eastern europe,anseriformes-wild,0.990693739,0.963620981,440.612,440.612,3110.888,3110.888,NA,NA,#af66cc,minor,0
nx_14_1119111,14_1_1_1_9_1_1_1,nx,1,552,3,0.005452185,6.51188e-4,0.033406231,2021.875045,0.269552735,2021.975342,0.100296995,47.22682149,8.972690143,eastern europe,anseriformes-wild,0.792564428,1,NA,NA,NA,NA,NA,NA,#9bcc33,minor,0
nx_21119111,2_1_1_1_9_1_1_1,nx,2,553,2,0.005423585,8.0771e-4,0.036728405,2021.918112,0.264606342,2022.090411,0.172298528,49.2545716,13.18545025,eastern europe,anseriformes-wild,0.809843863,1,NA,NA,NA,NA,NA,NA,#cc7e66,minor,0.054
nx_26119111,2_6_1_1_9_1_1_1,nx,1,551,4,0.005932617,6.73048e-4,0.033642232,2021.8317,0.275647839,2022.063014,0.231313852,48.69157972,12.11535592,eastern europe,anseriformes-wild,0.904662491,1,NA,NA,NA,NA,NA,NA,#a199cc,minor,0
nx_11311111,1_1_3_1_1_1_1_1,nx,1,614,2,0.005356416,7.50461e-4,0.027423699,2022.382288,0.210699554,2022.643836,0.261547883,50.26493794,3.183981015,western europe,anseriformes-wild,0.875550306,0.937291957,NA,NA,NA,NA,NA,NA,#cca899,minor,0
nx_13_1211111,13_1_2_1_1_1_1_1,nx,4,619,4,0.00831504,0.001714849,0.031828055,2022.738441,0.170526084,2023.052055,0.313614014,54.35502852,0.669738937,northern europe,anseriformes-wild,0.97320268,0.584341566,1691.991,1872.338,127208.2,299308.7,NA,NA,#9fcc99,minor,0.205
nx_11219111,1_1_2_1_9_1_1_1,nx,1,636,2,0.005771234,0.001139492,0.032825677,2022.015579,0.254398029,2022.712329,0.696749427,52.61680719,4.216786813,western europe,anseriformes-wild,0.788933257,0.932116372,NA,NA,NA,NA,NA,NA,#cc3382,minor,0
nx_18_62114_111,18_6_2_1_14_1_1_1,nx,1,673,4,0.0062801,0.00238827,0.011548931,2023.737742,0.05598831,2023.843836,0.106093622,54.45139412,5.675278182,western europe,anseriformes-wild,0.916666667,1,NA,NA,NA,NA,NA,NA,#99ccbc,minor,0
nx_2118_11111,2_1_18_1_1_1_1_1,nx,2,650,184,0.005488317,0.001369782,0.018580109,2022.01135,0.252205845,2023.958904,1.947554585,51.77559514,4.182251871,western europe,anseriformes-wild,0.960151803,0.963946869,NA,NA,NA,NA,NA,NA,#cc667e,major,1.099
nx_10_1211111,10_1_2_1_1_1_1_1,nx,12,609,317,0.005400697,6.73756e-4,0.03313476,2021.543694,0.30865876,2024.172131,2.628436933,50.92962592,30.89075648,eastern europe,anseriformes-wild,0.765482234,1,2890.331,2652.114,253722,272222.7,NA,NA,#6671cc,minor,0.276
nx_14_1311111,14_1_3_1_1_1_1_1,nx,13,711,13,0.007178938,0.001122862,0.045613253,2022.626465,0.18357479,2023.175342,0.548877754,51.04293442,3.775541407,western europe,anseriformes-wild,0.99710029,0.99750025,2006.622,2555.292,221209.5,270409.4,NA,NA,#b699cc,minor,0.345
nx_1118_11111,1_1_18_1_1_1_1_1,nx,1,723,111,0.005725358,0.00151169,0.022198728,2022.094179,0.245573868,2022.2,0.10582093,51.72466647,4.073727368,western europe,charadriiformes-wild,1,0.582733813,NA,NA,NA,NA,NA,NA,#99a5cc,minor,0
nx_112111_111,1_1_2_1_11_1_1_1,nx,1,726,2,0.004409386,6.71553e-4,0.022063524,2022.44131,0.202425042,2022.747945,0.306635221,48.4367556,2.945945222,western europe,anseriformes-wild,0.930811808,0.713099631,NA,NA,NA,NA,NA,NA,#c199cc,minor,0
nx_13_1414114,13_1_4_1_4_1_1_4,nx,16,735,37,0.00471885,7.0425e-4,0.021286722,2022.849329,0.157682176,2023.90137,1.052040857,52.80768727,10.38233766,western europe,charadriiformes-wild,0.95480452,0.99950005,1935.989,1670.95,117714.6,140050.3,NA,NA,#cc3372,major,0.8
nx_18_9211111,18_9_2_1_1_1_1_1,nx,5,745,6,0.005555838,0.001347317,0.023472007,2023.532427,0.078036818,2023.805479,0.27305226,55.29964853,-2.847062209,northern europe,galliformes-wild,0.99850015,0.97180282,708.1707,625.4572,5379.386,6464.782,NA,NA,#cc66a9,minor,0.12
nx_18_1211111,18_1_2_1_1_1_1_1,nx,7,750,7,0.00558455,9.40868e-4,0.022574044,2023.585126,0.071820565,2023.734247,0.149120522,55.29964853,-2.847062209,northern europe,galliformes-wild,0.99850015,0.97180282,588.9549,626.1974,3797.629,5296.578,NA,NA,#cc7466,minor,0.055
nx_13_14118_114,13_1_4_1_18_1_1_4,nx,1,760,3,0.005988439,7.77077e-4,0.042716353,2023.494212,0.082564697,2023.682192,0.187980179,54.75772833,1.354037298,northern europe,charadriiformes-wild,0.68363064,0.391710388,NA,NA,NA,NA,NA,NA,#ccb899,minor,0
nx_11619111,1_1_6_1_9_1_1_1,nx,2,781,2,0.004251127,5.60035e-4,0.025640045,2023.485189,0.084679474,2023.520548,0.035358528,45.85901766,10.26691853,southern europe,galliformes-wild,0.994955999,0.996565787,1315.955,1315.955,15391.21,15391.21,NA,NA,#cc33c2,minor,0
nx_21419111,2_1_4_1_9_1_1_1,nx,1,733,96,0.005429829,0.001375695,0.018243229,2022.302008,0.221000839,2022.509589,0.207581083,50.79927215,3.216016563,western europe,charadriiformes-wild,1,0.931285368,NA,NA,NA,NA,NA,NA,#33cca9,minor,0
nx_162111110,1_6_2_1_1_1_1_10,nx,7,842,9,0.003683713,5.77911e-4,0.015908971,2023.805302,0.047989583,2024.122951,0.317649247,53.29004914,9.702283747,western europe,anseriformes-wild,0.921507849,0.98410159,2530.756,1960.9,122413.4,113888.1,NA,NA,#ffe4b5,minor,0.181
nx_10_62111_111,10_6_2_1_11_1_1_1,nx,2,848,2,0.007973787,7.13696e-4,0.038834562,2024.074963,0.015871976,2024.191257,0.116294256,51.74970794,9.352708417,western europe,charadriiformes-wild,0.9990001,0.99190081,2731.535,2533.659,124241.2,148158,NA,NA,#6633cc,minor,0.084
nx_10_6211111,10_6_2_1_1_1_1_1,nx,28,840,58,0.006873675,0.001010009,0.04587794,2022.786288,0.16537067,2024.153005,1.366717118,46.26624733,19.05566083,eastern europe,anseriformes-wild,0.953150242,0.995153473,2224.605,1544.508,105894.1,93514.86,NA,NA,#8633cc,major,0.937
nx_11211117,1_1_2_1_1_1_1_7,nx,19,879,19,0.014127358,0.002517947,0.0557378,2023.058661,0.133017332,2024.199454,1.140792168,49.77686949,16.39022119,eastern europe,anseriformes-wild,0.99990001,0.99970003,5165.796,2103.896,277866.9,184531.6,NA,NA,#cc999c,major,1.092
nx_11219115,1_1_2_1_9_1_1_5,nx,1,916,2,0.006427416,7.87226e-4,0.03030473,2022.76186,0.168040578,2022.849315,0.087455526,42.93362776,12.80033744,southern europe,anseriformes-wild,0.998885399,0.999898673,NA,NA,NA,NA,NA,NA,#cc99a1,minor,0
nx_112111117,1_1_2_1_1_1_1_17,nx,1,922,2,0.006230315,9.98841e-4,0.040465148,2021.888474,0.268124873,2021.953425,0.064950388,48.03660419,17.53014036,western europe,anseriformes-wild,0.99070093,0.99970003,NA,NA,NA,NA,NA,NA,#cc66be,minor,0
nx_112110_115,1_1_2_1_10_1_1_5,nx,1,931,2,0.005645516,0.001352232,0.022087209,2021.647589,0.293808316,2021.89589,0.24830138400000001,51.0819104,6.481051602,western europe,anseriformes-wild,1,1,NA,NA,NA,NA,NA,NA,#7633cc,minor,0
nx_64112111,6_4_1_1_2_1_1_1,nx,1,954,2,0.005261098,7.98759e-4,0.031156218,2021.966769,0.260697074,2022.315068,0.348299859,43.89328204,-70.02577086,northern america,other-bird,0.9930007,0.685131487,NA,NA,NA,NA,4,NA,#33cc79,major,1.194
nx_14_1111111,14_1_1_1_1_1_1_1,nx,8,960,8,0.005489501,7.85791e-4,0.021315777,2021.598806,0.302715846,2022.084932,0.486126001,55.97194689,11.39400345,northern europe,other-bird,0.52698145,0.615514334,4743.074,2605.037,236334,177029.6,NA,NA,#6691cc,minor,0.337
nx_3961523_12,3_9_6_1_5_23_1_2,nx,1,53,2,0.00397248,6.85027e-4,0.188457491,2019.834821,0.120110495,2020.65847,0.823649022,53.58572,76.34207508,central asia,anseriformes-wild,0.999000111,1,NA,NA,NA,NA,NA,NA,#DCCA4B,minor,0
