cluster_profile,cluster_label,clade,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
1_2_2_1_5_5_1_2,H5N5/2020/R3_Europe,2.3.4.4b,1,1,2,Falconiformes,Avian other,Avian other - Europe,Europe,Avian other,Europe,0,0,0,minor
1_2_3_2_3_3_2_2,H5N8/2019/R6_Africa,2.3.4.4b,1,1,4,Anseriformes,Anseriformes domestic,Anseriformes domestic - Africa,Africa,Anseriformes domestic,Africa,0,0,0,minor
1_6_2_1_1_1_1_1,H5N1/2023/R16_Europe,2.3.4.4b,2,5,43,"Galliformes, Anseriformes, Charadriiformes, Suliformes, Falconiformes, Accipitriformes, Strigiformes","Galliformes, Anseriformes wild, Charadriiformes, Avian other, Anseriformes domestic","Galliformes - Europe, Anseriformes wild - Europe, Charadriiformes - Europe, Avian other - Europe, Anseriformes domestic - Europe, Anseriformes wild - Asia",Europe,Avian other,"Europe, Asia",0.9092971030765966,0,0,major
1_6_2_1_1_1_1_10,H5N1/2023/R32_Europe,2.3.4.4b,1,3,12,"Anseriformes, Passeriformes, Galliformes","Anseriformes wild, Avian other, Galliformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Europe",Europe,Anseriformes wild,Europe,0.18048506624745642,0,0,minor
1_6_6_1_5_1_1_1,H5N1/2022/R43_Asia,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - Asia,Asia,Anseriformes wild,Asia,0,0,0,minor
1_6_6_1_5_1_1_5,H5N1/2022/R26_Asia,2.3.4.4b,1,4,13,"Anseriformes, unknown avian, environment, Pelecaniformes","Anseriformes wild, Avian other, environment, Anseriformes domestic","Anseriformes wild - Asia, Avian other - Asia, environment - Asia, Anseriformes domestic - Asia",Asia,Anseriformes wild,Asia,0.1753424657533742,0,0,minor
1_7_1_1_9_1_1_1,H5N1/2022/R48_Asia,2.3.4.4b,1,1,1,Strigiformes,Avian other,Avian other - Asia,Asia,Avian other,Asia,0,0,0,minor
1_7_6_1_5_1_1_6,H5N1/2022/R49_Asia,2.3.4.4b,1,1,1,environment,environment,environment - Asia,Asia,environment,Asia,0,0,0,minor
1_9_5_2_3_3_1_2,H5N8/2020/R6_Asia,2.3.4.4b,1,1,1,Anseriformes,Anseriformes domestic,Anseriformes domestic - Asia,Asia,Anseriformes domestic,Asia,0,0,0,minor
20_1_2_1_5_1_1_6,H5N1/2023/R10_Asia,2.3.4.4b,1,1,1,Accipitriformes,Avian other,Avian other - Asia,Asia,Avian other,Asia,0,0,0,minor
20_1_7_1_5_1_1_1,H5N1/2022/R54_Asia,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - Asia,Asia,Anseriformes wild,Asia,0,0,0,minor
20_7_6_1_3_1_1_1,H5N1/2022/R55_Asia,2.3.4.4b,1,1,1,environment,environment,environment - Asia,Asia,environment,Asia,0,0,0,minor
20_7_7_1_9_7_1_1,H5N6/2023/R3_Asia,2.3.4.4b,1,3,7,"Falconiformes, Anseriformes","Avian other, Anseriformes domestic, Anseriformes wild","Avian other - Asia, Anseriformes domestic - Asia, Anseriformes wild - Asia",Asia,Anseriformes domestic,Asia,0.05205479452047257,0,0,minor
