"continent","start_point","random","end_point","diversity"
"Europe",2022.5,12,2023.5,3.01522452262069
"North America",2022.5,12,2023.5,5.79146092644135
"Asia",2022.6,12,2023.6,6.13042525535068
"Africa",2022.6,12,2023.6,4.14685376556637
"Europe",2022.6,12,2023.6,2.88924546537662
"North America",2022.6,12,2023.6,6.29733531780238
"Asia",2022.7,12,2023.7,6.51685416828708
"Africa",2022.7,12,2023.7,4.14685376556637
"Europe",2022.7,12,2023.7,3.0214609776899
"North America",2022.7,12,2023.7,5.42042650295793
"Asia",2022.8,12,2023.8,6.41546426966211
"Africa",2022.8,12,2023.8,3.60382549589819
"Europe",2022.8,12,2023.8,3.17335243400364
"North America",2022.8,12,2023.8,6.92063519204855
"Asia",2022.9,12,2023.9,6.72004704574213
"Africa",2022.9,12,2023.9,2.80221170254463
"Europe",2022.9,12,2023.9,3.33640794852562
"North America",2022.9,12,2023.9,7.02043868143842
"Asia",2023,12,2024,5.37218646085798
"Africa",2023,12,2024,2.77897749033688
"Europe",2023,12,2024,3.89854604911686
"North America",2023,12,2024,5.42515233302703
"Asia",2023.1,12,2024.1,4.4092034768268
"Africa",2023.1,12,2024.1,2.79598332180171
"Europe",2023.1,12,2024.1,4.57293508946159
"North America",2023.1,12,2024.1,5.21134186336588
"Asia",2023.2,12,2024.2,3.23880552621024
"Africa",2023.2,12,2024.2,1.5691925832142
"Europe",2023.2,12,2024.2,5.20022676065848
"North America",2023.2,12,2024.2,4.18693147755844
"Asia",2023.3,12,2024.3,3.3320079133278
"Africa",2023.3,12,2024.3,1
"Europe",2023.3,12,2024.3,5.68944608467393
"North America",2023.3,12,2024.3,4.26735410877856
"Asia",2023.4,12,2024.4,2.89428345208907
"Africa",2023.4,12,2024.4,1
"Europe",2023.4,12,2024.4,6.53144001989607
"North America",2023.4,12,2024.4,3.94503798669182
"Asia",2023.5,12,2024.5,2.74617750739914
"Africa",2023.5,12,2024.5,1
"Europe",2023.5,12,2024.5,7.26634412556439
"North America",2023.5,12,2024.5,3.94503798669182
"Asia",2020,13,2021,4.5988627999548
"Africa",2020,13,2021,1.75476535060332
"Europe",2020,13,2021,1.91719586247185
"North America",2020,13,2021,NA
"Asia",2020.1,13,2021.1,4.66077664801531
"Africa",2020.1,13,2021.1,2.36308337479986
"Europe",2020.1,13,2021.1,2.29122353008641
"North America",2020.1,13,2021.1,NA
"Asia",2020.2,13,2021.2,4.47425058361798
"Africa",2020.2,13,2021.2,2.30842430350181
"Europe",2020.2,13,2021.2,2.47521318820837
"North America",2020.2,13,2021.2,NA
"Asia",2020.3,13,2021.3,4.47425058361798
"Africa",2020.3,13,2021.3,1.90311411625558
"Europe",2020.3,13,2021.3,2.49886863565776
"North America",2020.3,13,2021.3,NA
"Asia",2020.4,13,2021.4,4.66838698836559
"Africa",2020.4,13,2021.4,1.64117316870686
"Europe",2020.4,13,2021.4,2.34210565409201
"North America",2020.4,13,2021.4,NA
"Asia",2020.5,13,2021.5,4.66838698836559
"Africa",2020.5,13,2021.5,1.60552633067449
"Europe",2020.5,13,2021.5,2.32329407938394
"North America",2020.5,13,2021.5,NA
"Asia",2020.6,13,2021.6,4.66838698836559
"Africa",2020.6,13,2021.6,2.09653359423059
"Europe",2020.6,13,2021.6,2.32329407938394
"North America",2020.6,13,2021.6,NA
"Asia",2020.7,13,2021.7,4.66838698836559
"Africa",2020.7,13,2021.7,2.10796368364371
"Europe",2020.7,13,2021.7,2.34210565409201
"North America",2020.7,13,2021.7,NA
"Asia",2020.8,13,2021.8,5.22332752725777
"Africa",2020.8,13,2021.8,2.02968059320947
"Europe",2020.8,13,2021.8,2.42328842019228
"North America",2020.8,13,2021.8,NA
"Asia",2020.9,13,2021.9,5.9683553702432
"Africa",2020.9,13,2021.9,2.03156961323313
"Europe",2020.9,13,2021.9,3.99765485628077
"North America",2020.9,13,2021.9,NA
"Asia",2021,13,2022,5.38872935836818
"Africa",2021,13,2022,2.27793768261882
"Europe",2021,13,2022,4.30323930871954
"North America",2021,13,2022,NA
"Asia",2021.1,13,2022.1,7.07493946930845
"Africa",2021.1,13,2022.1,2.00998075167169
"Europe",2021.1,13,2022.1,4.14092614576044
"North America",2021.1,13,2022.1,1.27753191707406
"Asia",2021.2,13,2022.2,6.71651473029483
"Africa",2021.2,13,2022.2,1.73906743731415
"Europe",2021.2,13,2022.2,3.72198792407635
"North America",2021.2,13,2022.2,2.60137557984002
"Asia",2021.3,13,2022.3,6.71651473029483
"Africa",2021.3,13,2022.3,1.9836806292124
"Europe",2021.3,13,2022.3,3.45196070158369
"North America",2021.3,13,2022.3,4.91432798252071
"Asia",2021.4,13,2022.4,6.21681222366943
"Africa",2021.4,13,2022.4,2.11640964240324
"Europe",2021.4,13,2022.4,3.32703284863224
"North America",2021.4,13,2022.4,5.46153100091291
"Asia",2021.5,13,2022.5,6.21681222366943
"Africa",2021.5,13,2022.5,2.23829221563439
"Europe",2021.5,13,2022.5,3.62369201759061
"North America",2021.5,13,2022.5,5.46582709910677
"Asia",2021.6,13,2022.6,6.98426571944811
"Africa",2021.6,13,2022.6,1.95244659869209
"Europe",2021.6,13,2022.6,3.81570652842933
"North America",2021.6,13,2022.6,5.4806335155834
"Asia",2021.7,13,2022.7,6.98426571944811
"Africa",2021.7,13,2022.7,1.89155055710898
"Europe",2021.7,13,2022.7,3.89923076700133
"North America",2021.7,13,2022.7,5.50759816893924
"Asia",2021.8,13,2022.8,6.98457185565983
"Africa",2021.8,13,2022.8,1.96965984577962
"Europe",2021.8,13,2022.8,3.93676290148669
"North America",2021.8,13,2022.8,6.08999002166973
"Asia",2021.9,13,2022.9,8.87074227996417
"Africa",2021.9,13,2022.9,1.97482790487548
"Europe",2021.9,13,2022.9,3.82094554175288
"North America",2021.9,13,2022.9,6.62152696330697
"Asia",2022,13,2023,7.31822755013925
"Africa",2022,13,2023,2.18891708815217
"Europe",2022,13,2023,2.85133852712548
"North America",2022,13,2023,6.69886319379429
"Asia",2022.1,13,2023.1,6.94202736227596
"Africa",2022.1,13,2023.1,3.28332625179094
"Europe",2022.1,13,2023.1,3.02288047323373
"North America",2022.1,13,2023.1,6.79889919521656
"Asia",2022.2,13,2023.2,6.70036322093127
"Africa",2022.2,13,2023.2,3.50430491691107
"Europe",2022.2,13,2023.2,3.21912003623863
"North America",2022.2,13,2023.2,7.21514203002231
"Asia",2022.3,13,2023.3,7.30614106120737
"Africa",2022.3,13,2023.3,4.06184521129471
"Europe",2022.3,13,2023.3,3.20403149287003
"North America",2022.3,13,2023.3,8.23831792250632
"Asia",2022.4,13,2023.4,7.30614106120737
"Africa",2022.4,13,2023.4,4.08952288548172
"Europe",2022.4,13,2023.4,3.19242715202716
"North America",2022.4,13,2023.4,7.68325375325409
"Asia",2022.5,13,2023.5,7.02682941804823
"Africa",2022.5,13,2023.5,4.13240297377621
"Europe",2022.5,13,2023.5,3.28714444412367
"North America",2022.5,13,2023.5,7.50358755264358
"Asia",2022.6,13,2023.6,6.58931628556125
"Africa",2022.6,13,2023.6,4.14685376556637
"Europe",2022.6,13,2023.6,3.12680985738704
"North America",2022.6,13,2023.6,6.9200143872332
"Asia",2022.7,13,2023.7,6.4998108414869
"Africa",2022.7,13,2023.7,4.14685376556637
"Europe",2022.7,13,2023.7,3.20117775731515
"North America",2022.7,13,2023.7,7.26129115440807
"Asia",2022.8,13,2023.8,6.35171054113811
"Africa",2022.8,13,2023.8,3.60382549589819
"Europe",2022.8,13,2023.8,3.08541434554735
"North America",2022.8,13,2023.8,9.26853651567644
"Asia",2022.9,13,2023.9,5.66747248532188
"Africa",2022.9,13,2023.9,2.80221170254463
"Europe",2022.9,13,2023.9,3.44564584414526
"North America",2022.9,13,2023.9,7.12903191899312
"Asia",2023,13,2024,5.10097144070498
"Africa",2023,13,2024,2.77897749033688
"Europe",2023,13,2024,4.17839813841663
"North America",2023,13,2024,7.11723690291543
"Asia",2023.1,13,2024.1,5.85547976360242
"Africa",2023.1,13,2024.1,2.79598332180171
"Europe",2023.1,13,2024.1,4.37945040734852
"North America",2023.1,13,2024.1,7.58343939974663
"Asia",2023.2,13,2024.2,5.20098001197932
"Africa",2023.2,13,2024.2,1.5691925832142
"Europe",2023.2,13,2024.2,5.04929463203124
"North America",2023.2,13,2024.2,6.61816860305481
"Asia",2023.3,13,2024.3,3.77976314968462
"Africa",2023.3,13,2024.3,1
"Europe",2023.3,13,2024.3,5.96887828076083
"North America",2023.3,13,2024.3,7.07339633124515
"Asia",2023.4,13,2024.4,3.77976314968462
"Africa",2023.4,13,2024.4,1
"Europe",2023.4,13,2024.4,6.57228592845552
"North America",2023.4,13,2024.4,6.35746803574474
"Asia",2023.5,13,2024.5,3.57165236692845
"Africa",2023.5,13,2024.5,1
"Europe",2023.5,13,2024.5,7.2841856274999
"North America",2023.5,13,2024.5,6.25862907664223
"Asia",2020,14,2021,3.96828474617819
"Africa",2020,14,2021,1.75476535060332
"Europe",2020,14,2021,2.03063099089059
"North America",2020,14,2021,NA
"Asia",2020.1,14,2021.1,4.01712072569931
"Africa",2020.1,14,2021.1,2.36308337479987
"Europe",2020.1,14,2021.1,1.87231119801646
"North America",2020.1,14,2021.1,NA
"Asia",2020.2,14,2021.2,3.92701644656196
"Africa",2020.2,14,2021.2,2.3084243035018
"Europe",2020.2,14,2021.2,2.44506226616783
"North America",2020.2,14,2021.2,NA
"Asia",2020.3,14,2021.3,3.92701644656196
"Africa",2020.3,14,2021.3,1.90311411625558
"Europe",2020.3,14,2021.3,1.99771035218642
"North America",2020.3,14,2021.3,NA
"Asia",2020.4,14,2021.4,3.85591758101088
"Africa",2020.4,14,2021.4,1.64117316870686
"Europe",2020.4,14,2021.4,2.07244347782563
"North America",2020.4,14,2021.4,NA
"Asia",2020.5,14,2021.5,4.08127978435277
"Africa",2020.5,14,2021.5,1.60552633067449
"Europe",2020.5,14,2021.5,2.12511099552869
"North America",2020.5,14,2021.5,NA
"Asia",2020.6,14,2021.6,4.26936159130101
"Africa",2020.6,14,2021.6,2.09653359423059
"Europe",2020.6,14,2021.6,2.12511099552869
"North America",2020.6,14,2021.6,NA
"Asia",2020.7,14,2021.7,4.26936159130102
"Africa",2020.7,14,2021.7,2.10796368364371
"Europe",2020.7,14,2021.7,2.18385745319431
"North America",2020.7,14,2021.7,NA
"Asia",2020.8,14,2021.8,4.96477373206944
"Africa",2020.8,14,2021.8,2.02968059320947
"Europe",2020.8,14,2021.8,2.31201538172903
"North America",2020.8,14,2021.8,NA
"Asia",2020.9,14,2021.9,5.37275548760647
"Africa",2020.9,14,2021.9,2.03156961323313
"Europe",2020.9,14,2021.9,3.94693946245598
"North America",2020.9,14,2021.9,NA
"Asia",2021,14,2022,5.66445863766956
"Africa",2021,14,2022,2.27793768261882
"Europe",2021,14,2022,3.89668446696932
"North America",2021,14,2022,NA
"Asia",2021.1,14,2022.1,8.12167250220641
"Africa",2021.1,14,2022.1,2.00998075167169
"Europe",2021.1,14,2022.1,4.06356953976575
"North America",2021.1,14,2022.1,1.70908997365706
"Asia",2021.2,14,2022.2,8.55463335450432
"Africa",2021.2,14,2022.2,1.73906743731415
"Europe",2021.2,14,2022.2,3.56965067974327
"North America",2021.2,14,2022.2,3.29080291839236
"Asia",2021.3,14,2022.3,8.79671967687815
"Africa",2021.3,14,2022.3,1.9836806292124
"Europe",2021.3,14,2022.3,3.28997974830793
"North America",2021.3,14,2022.3,5.02682555592699
"Asia",2021.4,14,2022.4,8.97059262123183
"Africa",2021.4,14,2022.4,2.11640964240324
"Europe",2021.4,14,2022.4,3.30366015592389
"North America",2021.4,14,2022.4,5.52822888817292
"Asia",2021.5,14,2022.5,8.42616271488705
"Africa",2021.5,14,2022.5,2.23829221563439
"Europe",2021.5,14,2022.5,3.41434542123534
"North America",2021.5,14,2022.5,5.49484755685579
"Asia",2021.6,14,2022.6,7.54733256530802
"Africa",2021.6,14,2022.6,1.95244659869209
"Europe",2021.6,14,2022.6,3.38355104515628
"North America",2021.6,14,2022.6,5.50288815420894
"Asia",2021.7,14,2022.7,7.54733256530802
"Africa",2021.7,14,2022.7,1.89155055710898
"Europe",2021.7,14,2022.7,3.42634069410819
"North America",2021.7,14,2022.7,5.62700208380305
"Asia",2021.8,14,2022.8,6.70265319066718
"Africa",2021.8,14,2022.8,1.96965984577962
"Europe",2021.8,14,2022.8,3.5319668434887
"North America",2021.8,14,2022.8,5.99702384525178
"Asia",2021.9,14,2022.9,7.59116637209512
"Africa",2021.9,14,2022.9,1.97482790487548
"Europe",2021.9,14,2022.9,3.52908448365862
"North America",2021.9,14,2022.9,6.51029886609511
"Asia",2022,14,2023,5.88036833513831
"Africa",2022,14,2023,2.18891708815217
"Europe",2022,14,2023,3.16050836423532
"North America",2022,14,2023,6.5911325525486
"Asia",2022.1,14,2023.1,5.55585374210164
"Africa",2022.1,14,2023.1,3.28332625179094
"Europe",2022.1,14,2023.1,2.37919619037101
"North America",2022.1,14,2023.1,6.61161135195053
"Asia",2022.2,14,2023.2,5.07696483055122
"Africa",2022.2,14,2023.2,3.50430491691107
"Europe",2022.2,14,2023.2,2.27838296883823
"North America",2022.2,14,2023.2,7.09006864379056
"Asia",2022.3,14,2023.3,5.12759052584632
"Africa",2022.3,14,2023.3,4.06184521129471
"Europe",2022.3,14,2023.3,2.32260874834139
"North America",2022.3,14,2023.3,8.15360819341555
"Asia",2022.4,14,2023.4,5.12759052584632
"Africa",2022.4,14,2023.4,4.08952288548172
"Europe",2022.4,14,2023.4,2.49430049811602
"North America",2022.4,14,2023.4,7.0451792333959
"Asia",2022.5,14,2023.5,5.04069817303665
"Africa",2022.5,14,2023.5,4.13240297377621
"Europe",2022.5,14,2023.5,2.66524819094872
"North America",2022.5,14,2023.5,7.03565288430166
"Asia",2022.6,14,2023.6,4.32032926001567
"Africa",2022.6,14,2023.6,4.14685376556637
"Europe",2022.6,14,2023.6,2.74187656635262
"North America",2022.6,14,2023.6,7.11026743465523
"Asia",2022.7,14,2023.7,4.31640723775403
"Africa",2022.7,14,2023.7,4.14685376556637
"Europe",2022.7,14,2023.7,2.72146938773716
"North America",2022.7,14,2023.7,6.18030809312418
"Asia",2022.8,14,2023.8,3.75710935190692
"Africa",2022.8,14,2023.8,3.60382549589819
"Europe",2022.8,14,2023.8,2.63435454604661
"North America",2022.8,14,2023.8,7.35584614085849
"Asia",2022.9,14,2023.9,3.34423882030079
"Africa",2022.9,14,2023.9,2.80221170254463
"Europe",2022.9,14,2023.9,2.60920616454361
"North America",2022.9,14,2023.9,6.21389797281661
"Asia",2023,14,2024,2.56856760741556
"Africa",2023,14,2024,2.77897749033688
"Europe",2023,14,2024,2.98070438590401
"North America",2023,14,2024,6.3617915391032
"Asia",2023.1,14,2024.1,2.27950705695478
"Africa",2023.1,14,2024.1,2.79598332180171
"Europe",2023.1,14,2024.1,3.92810976241731
"North America",2023.1,14,2024.1,6.22783979903525
"Asia",2023.2,14,2024.2,2.42368433390645
"Africa",2023.2,14,2024.2,1.5691925832142
"Europe",2023.2,14,2024.2,4.61138476561901
"North America",2023.2,14,2024.2,5.02932179129169
"Asia",2023.3,14,2024.3,1.87330688572446
"Africa",2023.3,14,2024.3,1
"Europe",2023.3,14,2024.3,4.97473061283666
"North America",2023.3,14,2024.3,4.95753475221294
"Asia",2023.4,14,2024.4,1.87330688572446
"Africa",2023.4,14,2024.4,1
"Europe",2023.4,14,2024.4,5.52156664753009
"North America",2023.4,14,2024.4,4.51353417177088
"Asia",2023.5,14,2024.5,1.66385524109861
"Africa",2023.5,14,2024.5,1
"Europe",2023.5,14,2024.5,6.24813598837916
"North America",2023.5,14,2024.5,4.51353417177088
"Asia",2020,15,2021,3.91921422451278
"Africa",2020,15,2021,1.75476535060332
"Europe",2020,15,2021,2.3051586249102
"North America",2020,15,2021,NA
"Asia",2020.1,15,2021.1,4.1448656615728
"Africa",2020.1,15,2021.1,2.36308337479986
"Europe",2020.1,15,2021.1,3.42582570605875
"North America",2020.1,15,2021.1,NA
"Asia",2020.2,15,2021.2,4.24637094456324
"Africa",2020.2,15,2021.2,2.3084243035018
"Europe",2020.2,15,2021.2,3.58282376085907
"North America",2020.2,15,2021.2,NA
"Asia",2020.3,15,2021.3,4.24637094456324
"Africa",2020.3,15,2021.3,1.90311411625558
"Europe",2020.3,15,2021.3,3.10181337053013
"North America",2020.3,15,2021.3,NA
"Asia",2020.4,15,2021.4,4.17676689372818
"Africa",2020.4,15,2021.4,1.64117316870686
"Europe",2020.4,15,2021.4,2.84812538191373
"North America",2020.4,15,2021.4,NA
"Asia",2020.5,15,2021.5,4.17676689372817
"Africa",2020.5,15,2021.5,1.60552633067449
"Europe",2020.5,15,2021.5,2.83792989313343
"North America",2020.5,15,2021.5,NA
"Asia",2020.6,15,2021.6,4.17676689372818
"Africa",2020.6,15,2021.6,2.09653359423059
"Europe",2020.6,15,2021.6,2.90957100160991
"North America",2020.6,15,2021.6,NA
"Asia",2020.7,15,2021.7,4.2114791446189
"Africa",2020.7,15,2021.7,2.10796368364371
"Europe",2020.7,15,2021.7,2.90957100160991
"North America",2020.7,15,2021.7,NA
"Asia",2020.8,15,2021.8,4.84548520837078
"Africa",2020.8,15,2021.8,2.02968059320947
"Europe",2020.8,15,2021.8,3.09063348609802
"North America",2020.8,15,2021.8,NA
"Asia",2020.9,15,2021.9,6.29675939829774
"Africa",2020.9,15,2021.9,2.03156961323313
"Europe",2020.9,15,2021.9,4.40555317268589
"North America",2020.9,15,2021.9,NA
"Asia",2021,15,2022,6.75762559487583
"Africa",2021,15,2022,2.27793768261882
"Europe",2021,15,2022,4.98581204518676
"North America",2021,15,2022,NA
"Asia",2021.1,15,2022.1,7.80093264685792
"Africa",2021.1,15,2022.1,2.00998075167169
"Europe",2021.1,15,2022.1,4.23569746000392
"North America",2021.1,15,2022.1,1.78304983158652
"Asia",2021.2,15,2022.2,7.71192494913984
"Africa",2021.2,15,2022.2,1.73906743731415
"Europe",2021.2,15,2022.2,3.60959471069048
"North America",2021.2,15,2022.2,2.22766122668099
"Asia",2021.3,15,2022.3,8.32595677046878
"Africa",2021.3,15,2022.3,1.9836806292124
"Europe",2021.3,15,2022.3,3.41273513069801
"North America",2021.3,15,2022.3,6.15668739131968
"Asia",2021.4,15,2022.4,7.96991177021178
"Africa",2021.4,15,2022.4,2.11640964240325
"Europe",2021.4,15,2022.4,3.37048471459916
"North America",2021.4,15,2022.4,6.47875346470986
"Asia",2021.5,15,2022.5,7.96991177021178
"Africa",2021.5,15,2022.5,2.23829221563439
"Europe",2021.5,15,2022.5,3.48250598224043
"North America",2021.5,15,2022.5,6.4131908675036
"Asia",2021.6,15,2022.6,7.48374338927087
"Africa",2021.6,15,2022.6,1.95244659869209
"Europe",2021.6,15,2022.6,3.60654376928958
"North America",2021.6,15,2022.6,6.50430225546539
"Asia",2021.7,15,2022.7,7.48374338927087
"Africa",2021.7,15,2022.7,1.89155055710898
"Europe",2021.7,15,2022.7,3.1631302828718
"North America",2021.7,15,2022.7,6.56391103569451
"Asia",2021.8,15,2022.8,6.15850324131359
"Africa",2021.8,15,2022.8,1.96965984577962
"Europe",2021.8,15,2022.8,3.14597006239255
"North America",2021.8,15,2022.8,6.82497761413891
"Asia",2021.9,15,2022.9,7.67002030840371
"Africa",2021.9,15,2022.9,1.97482790487548
"Europe",2021.9,15,2022.9,3.63730209478324
"North America",2021.9,15,2022.9,7.16872203252871
"Asia",2022,15,2023,5.74052136681094
"Africa",2022,15,2023,2.18891708815217
"Europe",2022,15,2023,2.78306535884791
"North America",2022,15,2023,7.17153017008784
"Asia",2022.1,15,2023.1,5.32515009537441
"Africa",2022.1,15,2023.1,3.28332625179094
"Europe",2022.1,15,2023.1,2.3063302159992
"North America",2022.1,15,2023.1,7.06498123300846
"Asia",2022.2,15,2023.2,4.64372239129144
"Africa",2022.2,15,2023.2,3.50430491691107
"Europe",2022.2,15,2023.2,2.34532233552587
"North America",2022.2,15,2023.2,6.94439312700022
"Asia",2022.3,15,2023.3,4.53835398415854
"Africa",2022.3,15,2023.3,4.06184521129471
"Europe",2022.3,15,2023.3,2.5339303745181
"North America",2022.3,15,2023.3,6.35164409067112
"Asia",2022.4,15,2023.4,4.53835398415854
"Africa",2022.4,15,2023.4,4.08952288548172
"Europe",2022.4,15,2023.4,2.56904696293992
"North America",2022.4,15,2023.4,5.81792366039873
"Asia",2022.5,15,2023.5,4.54371418830157
"Africa",2022.5,15,2023.5,4.13240297377621
"Europe",2022.5,15,2023.5,2.57085030903483
"North America",2022.5,15,2023.5,5.64757263216406
"Asia",2022.6,15,2023.6,4.35818520478139
"Africa",2022.6,15,2023.6,4.14685376556637
"Europe",2022.6,15,2023.6,2.78001188006532
"North America",2022.6,15,2023.6,5.02912081525588
"Asia",2022.7,15,2023.7,4.35551448913172
"Africa",2022.7,15,2023.7,4.14685376556637
"Europe",2022.7,15,2023.7,2.94188978106106
"North America",2022.7,15,2023.7,5.2596417539526
"Asia",2022.8,15,2023.8,4.21772297158981
"Africa",2022.8,15,2023.8,3.60382549589819
"Europe",2022.8,15,2023.8,2.99233080526944
"North America",2022.8,15,2023.8,6.25451593807355
"Asia",2022.9,15,2023.9,4.66760730461589
"Africa",2022.9,15,2023.9,2.80221170254463
"Europe",2022.9,15,2023.9,3.16658696607653
"North America",2022.9,15,2023.9,6.53278299503183
"Asia",2023,15,2024,2.89369840260911
"Africa",2023,15,2024,2.77897749033688
"Europe",2023,15,2024,3.47608247512135
"North America",2023,15,2024,6.35423224138937
"Asia",2023.1,15,2024.1,3.37160233295389
"Africa",2023.1,15,2024.1,2.79598332180171
"Europe",2023.1,15,2024.1,4.17720360378114
"North America",2023.1,15,2024.1,6.75399342314567
"Asia",2023.2,15,2024.2,1.98792628462815
"Africa",2023.2,15,2024.2,1.5691925832142
"Europe",2023.2,15,2024.2,5.4430772621349
"North America",2023.2,15,2024.2,6.25682481386579
"Asia",2023.3,15,2024.3,1.98792628462815
"Africa",2023.3,15,2024.3,1
"Europe",2023.3,15,2024.3,5.8062482916253
"North America",2023.3,15,2024.3,5.80477129498889
"Asia",2023.4,15,2024.4,1.98792628462815
"Africa",2023.4,15,2024.4,1
"Europe",2023.4,15,2024.4,6.87940084663477
"North America",2023.4,15,2024.4,4.66325895609825
"Asia",2023.5,15,2024.5,1.76135912114648
"Africa",2023.5,15,2024.5,1
"Europe",2023.5,15,2024.5,7.84375119083018
"North America",2023.5,15,2024.5,4.66325895609826
"Asia",2020,16,2021,4.79038168767531
"Africa",2020,16,2021,1.75476535060332
"Europe",2020,16,2021,1.57949044720566
"North America",2020,16,2021,NA
"Asia",2020.1,16,2021.1,5.03469966097135
"Africa",2020.1,16,2021.1,2.36308337479987
"Europe",2020.1,16,2021.1,1.61308836294629
"North America",2020.1,16,2021.1,NA
"Asia",2020.2,16,2021.2,5.06099158846643
"Africa",2020.2,16,2021.2,2.3084243035018
"Europe",2020.2,16,2021.2,1.7268920398268
"North America",2020.2,16,2021.2,NA
"Asia",2020.3,16,2021.3,5.02090831005321
"Africa",2020.3,16,2021.3,1.90311411625558
"Europe",2020.3,16,2021.3,1.8598285189926
"North America",2020.3,16,2021.3,NA
"Asia",2020.4,16,2021.4,4.8989195057593
"Africa",2020.4,16,2021.4,1.64117316870686
"Europe",2020.4,16,2021.4,1.9339573023308
"North America",2020.4,16,2021.4,NA
"Asia",2020.5,16,2021.5,4.8989195057593
"Africa",2020.5,16,2021.5,1.60552633067449
"Europe",2020.5,16,2021.5,1.95674037720998
"North America",2020.5,16,2021.5,NA
"Asia",2020.6,16,2021.6,5.14815482665828
"Africa",2020.6,16,2021.6,2.09653359423059
"Europe",2020.6,16,2021.6,1.95674037720998
"North America",2020.6,16,2021.6,NA
"Asia",2020.7,16,2021.7,5.14815482665828
"Africa",2020.7,16,2021.7,2.10796368364371
"Europe",2020.7,16,2021.7,1.99948260828087
"North America",2020.7,16,2021.7,NA
"Asia",2020.8,16,2021.8,5.99035671757689
"Africa",2020.8,16,2021.8,2.02968059320947
"Europe",2020.8,16,2021.8,2.22939019143672
"North America",2020.8,16,2021.8,NA
"Asia",2020.9,16,2021.9,7.92873133940639
"Africa",2020.9,16,2021.9,2.03156961323313
"Europe",2020.9,16,2021.9,3.75289714706548
"North America",2020.9,16,2021.9,NA
"Asia",2021,16,2022,6.37853330172961
"Africa",2021,16,2022,2.27793768261882
"Europe",2021,16,2022,3.59081987239951
"North America",2021,16,2022,1
"Asia",2021.1,16,2022.1,8.02900288819128
"Africa",2021.1,16,2022.1,2.00998075167169
"Europe",2021.1,16,2022.1,3.75766153700534
"North America",2021.1,16,2022.1,1
"Asia",2021.2,16,2022.2,8.16373469280869
"Africa",2021.2,16,2022.2,1.73906743731416
"Europe",2021.2,16,2022.2,3.38221817587214
"North America",2021.2,16,2022.2,3.20275152398562
"Asia",2021.3,16,2022.3,8.21053496095014
"Africa",2021.3,16,2022.3,1.9836806292124
"Europe",2021.3,16,2022.3,2.80430606063373
"North America",2021.3,16,2022.3,5.63659706102123
"Asia",2021.4,16,2022.4,8.0516674604971
"Africa",2021.4,16,2022.4,2.11640964240324
"Europe",2021.4,16,2022.4,2.81398084831603
"North America",2021.4,16,2022.4,5.86864672071985
"Asia",2021.5,16,2022.5,8.0516674604971
"Africa",2021.5,16,2022.5,2.23829221563439
"Europe",2021.5,16,2022.5,2.63530743453246
"North America",2021.5,16,2022.5,5.82385599948607
"Asia",2021.6,16,2022.6,8.50659901046171
"Africa",2021.6,16,2022.6,1.95244659869209
"Europe",2021.6,16,2022.6,2.55761075404575
"North America",2021.6,16,2022.6,5.81798472316034
"Asia",2021.7,16,2022.7,8.50659901046171
"Africa",2021.7,16,2022.7,1.89155055710898
"Europe",2021.7,16,2022.7,2.84296731968166
"North America",2021.7,16,2022.7,5.89727526750432
"Asia",2021.8,16,2022.8,7.53841133857546
"Africa",2021.8,16,2022.8,1.96965984577962
"Europe",2021.8,16,2022.8,2.82313815401509
"North America",2021.8,16,2022.8,6.18388537646014
"Asia",2021.9,16,2022.9,11.6840241570682
"Africa",2021.9,16,2022.9,1.97482790487548
"Europe",2021.9,16,2022.9,2.95294729134574
"North America",2021.9,16,2022.9,6.39629160244319
"Asia",2022,16,2023,9.61937120871548
"Africa",2022,16,2023,2.18891708815217
"Europe",2022,16,2023,2.73181043459708
"North America",2022,16,2023,6.61646049990006
"Asia",2022.1,16,2023.1,8.761074361828
"Africa",2022.1,16,2023.1,3.28332625179094
"Europe",2022.1,16,2023.1,2.0421568181476
"North America",2022.1,16,2023.1,6.75974542818215
"Asia",2022.2,16,2023.2,8.1235262845279
"Africa",2022.2,16,2023.2,3.50430491691107
"Europe",2022.2,16,2023.2,2.43403574448895
"North America",2022.2,16,2023.2,6.58099215449482
"Asia",2022.3,16,2023.3,8.36672495983916
"Africa",2022.3,16,2023.3,4.06184521129471
"Europe",2022.3,16,2023.3,2.50810293739142
"North America",2022.3,16,2023.3,6.73938600523761
"Asia",2022.4,16,2023.4,8.88580598105805
"Africa",2022.4,16,2023.4,4.08952288548172
"Europe",2022.4,16,2023.4,2.65739919639712
"North America",2022.4,16,2023.4,5.14052256260981
"Asia",2022.5,16,2023.5,8.70705906979414
"Africa",2022.5,16,2023.5,4.13240297377621
"Europe",2022.5,16,2023.5,2.61678116732084
"North America",2022.5,16,2023.5,4.09399381386715
"Asia",2022.6,16,2023.6,7.23396768973275
"Africa",2022.6,16,2023.6,4.14685376556637
"Europe",2022.6,16,2023.6,3.09748796742766
"North America",2022.6,16,2023.6,3.8009446981704
"Asia",2022.7,16,2023.7,6.79406325512873
"Africa",2022.7,16,2023.7,4.14685376556637
"Europe",2022.7,16,2023.7,3.11946268577223
"North America",2022.7,16,2023.7,3.16440616165742
"Asia",2022.8,16,2023.8,6.79406325512873
