primary_com_name,sci_name,order,family,class
pale spiderhunter,arachnothera dilutior,passeriformes,nectariniidae,Aves
little spiderhunter,arachnothera longirostra,passeriformes,nectariniidae,Aves
whitehead's spiderhunter,arachnothera juliae,passeriformes,nectariniidae,Aves
naked-faced spiderhunter,arachnothera clarae,passeriformes,nectariniidae,Aves
yellow-eared spiderhunter,arachnothera chrysogenys,passeriformes,nectariniidae,Aves
spectacled spiderhunter,arachnothera flavigaster,passeriformes,nectariniidae,Aves
streaked spiderhunter,arachnothera magna,passeriformes,nectariniidae,Aves
streaky-breasted spiderhunter,arachnothera affinis,passeriformes,nectariniidae,Aves
grey-breasted spiderhunter,arachnothera modesta,passeriformes,nectariniidae,Aves
bornean spiderhunter,arachnothera everetti,passeriformes,nectariniidae,Aves
spiderhunter sp.,arachnothera sp.,passeriformes,nectariniidae,Aves
asian fairy-bluebird,irena puella,passeriformes,irenidae,Aves
palawan fairy-bluebird,irena tweeddalii,passeriformes,irenidae,Aves
philippine fairy-bluebird,irena cyanogastra,passeriformes,irenidae,Aves
philippine leafbird,chloropsis flavipennis,passeriformes,chloropseidae,Aves
yellow-throated leafbird,chloropsis palawanensis,passeriformes,chloropseidae,Aves
greater green leafbird,chloropsis sonnerati,passeriformes,chloropseidae,Aves
lesser green leafbird,chloropsis cyanopogon,passeriformes,chloropseidae,Aves
greater/lesser green leafbird,chloropsis sonnerati/cyanopogon,passeriformes,chloropseidae,Aves
blue-winged leafbird,chloropsis moluccensis,passeriformes,chloropseidae,Aves
javan leafbird,chloropsis cochinchinensis,passeriformes,chloropseidae,Aves
bornean leafbird,chloropsis kinabaluensis,passeriformes,chloropseidae,Aves
jerdon's leafbird,chloropsis jerdoni,passeriformes,chloropseidae,Aves
golden-fronted leafbird,chloropsis aurifrons,passeriformes,chloropseidae,Aves
jerdon's/golden-fronted leafbird,chloropsis jerdoni/aurifrons,passeriformes,chloropseidae,Aves
sumatran leafbird,chloropsis media,passeriformes,chloropseidae,Aves
orange-bellied leafbird,chloropsis hardwickii,passeriformes,chloropseidae,Aves
blue-masked leafbird,chloropsis venusta,passeriformes,chloropseidae,Aves
leafbird sp.,chloropsis sp.,passeriformes,chloropseidae,Aves
olive warbler,peucedramus taeniatus,passeriformes,peucedramidae,Aves
przevalski's pinktail,urocynchramus pylzowi,passeriformes,urocynchramidae,Aves
white-billed buffalo-weaver,bubalornis albirostris,passeriformes,ploceidae,Aves
red-billed buffalo-weaver,bubalornis niger,passeriformes,ploceidae,Aves
white-headed buffalo-weaver,dinemellia dinemelli,passeriformes,ploceidae,Aves
speckle-fronted weaver,sporopipes frontalis,passeriformes,ploceidae,Aves
scaly weaver,sporopipes squamifrons,passeriformes,ploceidae,Aves
white-browed sparrow-weaver,plocepasser mahali,passeriformes,ploceidae,Aves
chestnut-crowned sparrow-weaver,plocepasser superciliosus,passeriformes,ploceidae,Aves
chestnut-backed sparrow-weaver,plocepasser rufoscapulatus,passeriformes,ploceidae,Aves
donaldson smith's sparrow-weaver,plocepasser donaldsoni,passeriformes,ploceidae,Aves
rufous-tailed weaver,histurgops ruficauda,passeriformes,ploceidae,Aves
grey-headed social-weaver,pseudonigrita arnaudi,passeriformes,ploceidae,Aves
black-capped social-weaver,pseudonigrita cabanisi,passeriformes,ploceidae,Aves
sociable weaver,philetairus socius,passeriformes,ploceidae,Aves
red-crowned malimbe,malimbus coronatus,passeriformes,ploceidae,Aves
black-throated malimbe,malimbus cassini,passeriformes,ploceidae,Aves
ballman's malimbe,malimbus ballmanni,passeriformes,ploceidae,Aves
rachel's malimbe,malimbus racheliae,passeriformes,ploceidae,Aves
red-vented malimbe,malimbus scutatus,passeriformes,ploceidae,Aves
ibadan malimbe,malimbus ibadanensis,passeriformes,ploceidae,Aves
red-bellied malimbe,malimbus erythrogaster,passeriformes,ploceidae,Aves
blue-billed malimbe,malimbus nitens,passeriformes,ploceidae,Aves
crested malimbe,malimbus malimbicus,passeriformes,ploceidae,Aves
red-headed malimbe,malimbus rubricollis,passeriformes,ploceidae,Aves
malimbe sp.,malimbus sp.,passeriformes,ploceidae,Aves
red-headed weaver,anaplectes rubriceps,passeriformes,ploceidae,Aves
red weaver,anaplectes jubaensis,passeriformes,ploceidae,Aves
yellow-legged weaver,ploceus flavipes,passeriformes,ploceidae,Aves
bertram's weaver,ploceus bertrandi,passeriformes,ploceidae,Aves
baglafecht weaver,ploceus baglafecht,passeriformes,ploceidae,Aves
black-chinned weaver,ploceus nigrimentus,passeriformes,ploceidae,Aves
bannerman's weaver,ploceus bannermani,passeriformes,ploceidae,Aves
baglafecht/bannerman's weaver,ploceus baglafecht/bannermani,passeriformes,ploceidae,Aves
bates's weaver,ploceus batesi,passeriformes,ploceidae,Aves
little weaver,ploceus luteolus,passeriformes,ploceidae,Aves
slender-billed weaver,ploceus pelzelni,passeriformes,ploceidae,Aves
loango weaver,ploceus subpersonatus,passeriformes,ploceidae,Aves
olive-naped weaver,ploceus brachypterus,passeriformes,ploceidae,Aves
black-necked weaver,ploceus nigricollis,passeriformes,ploceidae,Aves
olive-naped/black-necked weaver,ploceus brachypterus/nigricollis,passeriformes,ploceidae,Aves
spectacled weaver,ploceus ocularis,passeriformes,ploceidae,Aves
black-necked/spectacled weaver,ploceus nigricollis/ocularis,passeriformes,ploceidae,Aves
black-billed weaver,ploceus melanogaster,passeriformes,ploceidae,Aves
strange weaver,ploceus alienus,passeriformes,ploceidae,Aves
cape weaver,ploceus capensis,passeriformes,ploceidae,Aves
bocage's weaver,ploceus temporalis,passeriformes,ploceidae,Aves
african golden-weaver,ploceus subaureus,passeriformes,ploceidae,Aves
holub's golden-weaver,ploceus xanthops,passeriformes,ploceidae,Aves
orange weaver,ploceus aurantius,passeriformes,ploceidae,Aves
golden palm weaver,ploceus bojeri,passeriformes,ploceidae,Aves
taveta golden-weaver,ploceus castaneiceps,passeriformes,ploceidae,Aves
principe golden-weaver,ploceus princeps,passeriformes,ploceidae,Aves
southern brown-throated weaver,ploceus xanthopterus,passeriformes,ploceidae,Aves
northern brown-throated weaver,ploceus castanops,passeriformes,ploceidae,Aves
kilombero weaver,ploceus burnieri,passeriformes,ploceidae,Aves
ruvu weaver,ploceus holoxanthus,passeriformes,ploceidae,Aves
african golden-weaver/ruvu weaver,ploceus subaureus/holoxanthus,passeriformes,ploceidae,Aves
northern masked-weaver,ploceus taeniopterus,passeriformes,ploceidae,Aves
lesser masked-weaver,ploceus intermedius,passeriformes,ploceidae,Aves
southern masked-weaver,ploceus velatus,passeriformes,ploceidae,Aves
vitelline masked-weaver,ploceus vitellinus,passeriformes,ploceidae,Aves
tanganyika masked-weaver,ploceus reichardi,passeriformes,ploceidae,Aves
katanga masked-weaver,ploceus katangae,passeriformes,ploceidae,Aves
lake lufira masked-weaver,ploceus ruweti,passeriformes,ploceidae,Aves
heuglin's masked-weaver,ploceus heuglini,passeriformes,ploceidae,Aves
rüppell's weaver,ploceus galbula,passeriformes,ploceidae,Aves
speke's weaver,ploceus spekei,passeriformes,ploceidae,Aves
fox's weaver,ploceus spekeoides,passeriformes,ploceidae,Aves
chestnut-and-black weaver,ploceus castaneofuscus,passeriformes,ploceidae,Aves
vieillot's black weaver,ploceus nigerrimus,passeriformes,ploceidae,Aves
chestnut-and-black/vieillot's black weaver,ploceus castaneofuscus/nigerrimus,passeriformes,ploceidae,Aves
village weaver,ploceus cucullatus,passeriformes,ploceidae,Aves
giant weaver,ploceus grandis,passeriformes,ploceidae,Aves
weyns's weaver,ploceus weynsi,passeriformes,ploceidae,Aves
clarke's weaver,ploceus golandi,passeriformes,ploceidae,Aves
salvadori's weaver,ploceus dichrocephalus,passeriformes,ploceidae,Aves
black-headed weaver,ploceus melanocephalus,passeriformes,ploceidae,Aves
golden-backed weaver,ploceus jacksoni,passeriformes,ploceidae,Aves
chestnut weaver,ploceus rubiginosus,passeriformes,ploceidae,Aves
cinnamon weaver,ploceus badius,passeriformes,ploceidae,Aves
golden-naped weaver,ploceus aureonucha,passeriformes,ploceidae,Aves
yellow-mantled weaver,ploceus tricolor,passeriformes,ploceidae,Aves
maxwell's black weaver,ploceus albinucha,passeriformes,ploceidae,Aves
forest weaver,ploceus bicolor,passeriformes,ploceidae,Aves
brown-capped weaver,ploceus insignis,passeriformes,ploceidae,Aves
yellow-capped weaver,ploceus dorsomaculatus,passeriformes,ploceidae,Aves
preuss's weaver,ploceus preussi,passeriformes,ploceidae,Aves
olive-headed weaver,ploceus olivaceiceps,passeriformes,ploceidae,Aves
usambara weaver,ploceus nicolli,passeriformes,ploceidae,Aves
bar-winged weaver,ploceus angolensis,passeriformes,ploceidae,Aves
sao tome weaver,ploceus sanctithomae,passeriformes,ploceidae,Aves
nelicourvi weaver,ploceus nelicourvi,passeriformes,ploceidae,Aves
sakalava weaver,ploceus sakalava,passeriformes,ploceidae,Aves
streaked weaver,ploceus manyar,passeriformes,ploceidae,Aves
baya weaver,ploceus philippinus,passeriformes,ploceidae,Aves
asian golden weaver,ploceus hypoxanthus,passeriformes,ploceidae,Aves
finn's weaver,ploceus megarhynchus,passeriformes,ploceidae,Aves
baya/finn's weaver,ploceus philippinus/megarhynchus,passeriformes,ploceidae,Aves
black-breasted weaver,ploceus benghalensis,passeriformes,ploceidae,Aves
streaked/black-breasted weaver,ploceus manyar/benghalensis,passeriformes,ploceidae,Aves
ploceus sp.,ploceus sp.,passeriformes,ploceidae,Aves
compact weaver,pachyphantes superciliosus,passeriformes,ploceidae,Aves
cardinal quelea,quelea cardinalis,passeriformes,ploceidae,Aves
red-headed quelea,quelea erythrops,passeriformes,ploceidae,Aves
