sci_name,class,order,family,primary_com_name
mops bakarii,mammalia,chiroptera,molossidae,bakari's free-tailed bat
myotis ikonnikovi,mammalia,chiroptera,vespertilionidae,ikonnikov's bat
scotoecus hindei,mammalia,chiroptera,vespertilionidae,hinde's lesser house bat
nyctophilus daedalus,mammalia,chiroptera,vespertilionidae,artful long-eared bat
sturnira lilium,mammalia,chiroptera,phyllostomidae,little yellow-shouldered bat
pipistrellus simandouensis,mammalia,chiroptera,vespertilionidae,simandou pipistrelle
akodon sanctipaulensis,mammalia,rodentia,cricetidae,sao paulo grass mouse
akodon iniscatus,mammalia,rodentia,cricetidae,intelligent grass mouse
tamias senex,mammalia,rodentia,sciuridae,allen's chipmunk
myotis weberi,mammalia,chiroptera,vespertilionidae,weber's myotis
alticola barakshin,mammalia,rodentia,cricetidae,gobi altai mountain vole
salpingotus crassicauda,mammalia,rodentia,dipodidae,thick-tailed pygmy jerboa
gerbillus agag,mammalia,rodentia,muridae,agag gerbil
lophuromys woosnami,mammalia,rodentia,muridae,woosnam's brush-furred rat
myotis austroriparius,mammalia,chiroptera,vespertilionidae,southeastern myotis
taphozous melanopogon,mammalia,chiroptera,emballonuridae,black-bearded tomb bat
bauerus dubiaquercus,mammalia,chiroptera,vespertilionidae,van gelder's bat
sciurus colliaei,mammalia,rodentia,sciuridae,collie's squirrel
lonchophylla inexpectata,mammalia,chiroptera,phyllostomidae,pale-bellied nectar bat
pan paniscus,mammalia,primates,hominidae,bonobo
micronycteris minuta,mammalia,chiroptera,phyllostomidae,tiny big-eared bat
emballonura semicaudata,mammalia,chiroptera,emballonuridae,caroline sheath-tailed bat
gerbillus muriculus,mammalia,rodentia,muridae,barfur gerbil
scotophilus celebensis,mammalia,chiroptera,vespertilionidae,sulawesi yellow bat
reithrodontomys sumichrasti,mammalia,rodentia,cricetidae,sumichrast's harvest mouse
taphozous troughtoni,mammalia,chiroptera,emballonuridae,troughton's sheath-tailed bat
acomys kempi,mammalia,rodentia,muridae,kemp's spiny mouse
phalanger vestitus,mammalia,diprotodontia,phalangeridae,stein's cuscus
lophuromys angolensis,mammalia,rodentia,muridae,angolan brush-furred rat
sturnira koopmanhilli,mammalia,chiroptera,phyllostomidae,choco yellow-shouldered bat
mus macedonicus,mammalia,rodentia,muridae,macedonian mouse
marmota flaviventris,mammalia,rodentia,sciuridae,yellow-bellied marmot
tamias durangae,mammalia,rodentia,sciuridae,durango chipmunk
glauconycteris argentata,mammalia,chiroptera,vespertilionidae,common butterfly bat
hybomys lunaris,mammalia,rodentia,muridae,ruwenzori hybomys
microtus fortis,mammalia,rodentia,cricetidae,reed vole
myotis simus,mammalia,chiroptera,vespertilionidae,velvety myotis
myotis tricolor,mammalia,chiroptera,vespertilionidae,cape hairy bat
microtus evoronensis,mammalia,rodentia,cricetidae,evoron vole
hybomys basilii,mammalia,rodentia,muridae,bioko hybomys
falsistrellus tasmaniensis,mammalia,chiroptera,vespertilionidae,eastern false pipistrelle
marmota vancouverensis,mammalia,rodentia,sciuridae,vancouver island marmot
mus mattheyi,mammalia,rodentia,muridae,matthey's mouse
acomys seurati,mammalia,rodentia,muridae,seurat's spiny mouse
cassistrellus yokdonensis,mammalia,chiroptera,vespertilionidae,yok don helmeted bat
spilocuscus rufoniger,mammalia,diprotodontia,phalangeridae,black-spotted cuscus
acomys cilicicus,mammalia,rodentia,muridae,turkish spiny mouse
reithrodontomys rodriguezi,mammalia,rodentia,cricetidae,rodriguez's harvest mouse
micronycteris hirsuta,mammalia,chiroptera,phyllostomidae,hairy big-eared bat
pongo pygmaeus,mammalia,primates,hominidae,bornean orangutan
sciurus alleni,mammalia,rodentia,sciuridae,allen's squirrel
taphozous perforatus,mammalia,chiroptera,emballonuridae,african taphozous
myotis evotis,mammalia,chiroptera,vespertilionidae,long-eared myotis
gerbillus amoenus,mammalia,rodentia,muridae,pleasant gerbil
salpingotus kozlovi,mammalia,rodentia,dipodidae,kozlov's pygmy jerboa
sigmodon ochrognathus,mammalia,rodentia,cricetidae,yellow-nosed cotton rat
scotophilus heathii,mammalia,chiroptera,vespertilionidae,common yellow bat
microtus thomasi,mammalia,rodentia,cricetidae,thomas's pine vole
lonchophylla bokermanni,mammalia,chiroptera,phyllostomidae,bokermann's nectar bat
pongo tapanuliensis,mammalia,primates,hominidae,tapanuli orangutan
chalinolobus morio,mammalia,chiroptera,vespertilionidae,chocolate lobe-lipped bat
dipodillus simoni,mammalia,rodentia,muridae,lesser short-tailed gerbil
meriones sacramenti,mammalia,rodentia,muridae,buxton's jird
nyctophilus corbeni,mammalia,chiroptera,vespertilionidae,corben's long-eared bat
microtus oaxacensis,mammalia,rodentia,cricetidae,tarabundi vole
myotis mystacinus,mammalia,chiroptera,vespertilionidae,common whiskered bat
pipistrellus abramus,mammalia,chiroptera,vespertilionidae,japanese house bat
afronycteris nanus,mammalia,chiroptera,vespertilionidae,banana bat
leptonycteris yerbabuenae,mammalia,chiroptera,phyllostomidae,lesser long-nosed bat
sigmodon zanjonensis,mammalia,rodentia,cricetidae,montane cotton rat
mops midas,mammalia,chiroptera,molossidae,midas free-tailed bat
lasiurus castaneus,mammalia,chiroptera,vespertilionidae,red-faced red bat
neotoma varia,mammalia,rodentia,cricetidae,turner island woodrat
neotoma magister,mammalia,rodentia,cricetidae,allegheny woodrat
myotis davidii,mammalia,chiroptera,vespertilionidae,david's myotis
spilocuscus kraemeri,mammalia,diprotodontia,phalangeridae,admiralty island cuscus
myotis occultus,mammalia,chiroptera,vespertilionidae,arizona myotis
microtus liechtensteini,mammalia,rodentia,cricetidae,liechtenstein's pine vole
neotoma angustapalata,mammalia,rodentia,cricetidae,tamaulipan woodrat
gerbillus grobbeni,mammalia,rodentia,muridae,grobben's gerbil
hybomys badius,mammalia,rodentia,muridae,cameroon highland hybomys
synaptomys cooperi,mammalia,rodentia,cricetidae,southern bog lemming
rhogeessa alleni,mammalia,chiroptera,vespertilionidae,allen's yellow bat
scotophilus altilis,mammalia,chiroptera,vespertilionidae,east african yellow bat
hsunycteris pattoni,mammalia,chiroptera,phyllostomidae,patton's nectar bat
lonchophylla orcesi,mammalia,chiroptera,phyllostomidae,orces's long-tongued bat
mus setulosus,mammalia,rodentia,muridae,peters's mouse
laephotis robertsi,mammalia,chiroptera,vespertilionidae,roberts's serotine
pipistrellus westralis,mammalia,chiroptera,vespertilionidae,koopman's pipistrelle
myotis pruinosus,mammalia,chiroptera,vespertilionidae,blackish whiskered bat
microtus limnophilus,mammalia,rodentia,cricetidae,lacustrine vole
histiotus humboldti,mammalia,chiroptera,vespertilionidae,humboldt's big-eared brown bat
glossophaga longirostris,mammalia,chiroptera,phyllostomidae,miller's long-tongued bat
mus callewaerti,mammalia,rodentia,muridae,callewaert's mouse
parastrellus hesperus,mammalia,chiroptera,vespertilionidae,canyon bat
lophuromys zena,mammalia,rodentia,muridae,zena's brush-furred rat
histiotus diaphanopterus,mammalia,chiroptera,vespertilionidae,transparent-winged big-eared brown bat
barbastella barbastellus,mammalia,chiroptera,vespertilionidae,european barbastelle
vespertilio murinus,mammalia,chiroptera,vespertilionidae,eurasian particolored bat
dasypterus insularis,mammalia,chiroptera,vespertilionidae,cuban yellow bat
microtus pennsylvanicus,mammalia,rodentia,cricetidae,meadow vole
gerbillus pyramidum,mammalia,rodentia,muridae,greater egyptian gerbil
neotoma leucodon,mammalia,rodentia,cricetidae,white-toothed woodrat
diphylla ecaudata,mammalia,chiroptera,phyllostomidae,hairy-legged vampire bat
phyllostomus latifolius,mammalia,chiroptera,phyllostomidae,guianan spear-nosed bat
sciurus richmondi,mammalia,rodentia,sciuridae,richmond's squirrel
neoromicia zuluensis,mammalia,chiroptera,vespertilionidae,aloe bat
saccopteryx canescens,mammalia,chiroptera,emballonuridae,frosted sac-winged bat
tamias rufus,mammalia,rodentia,sciuridae,hopi chipmunk
myotis armiensis,mammalia,chiroptera,vespertilionidae,armien's myotis
tamias cinereicollis,mammalia,rodentia,sciuridae,gray-collared chipmunk
akodon molinae,mammalia,rodentia,cricetidae,molina's akodont
tamias minimus,mammalia,rodentia,sciuridae,least chipmunk
myotis zenatius,mammalia,chiroptera,vespertilionidae,zenati myotis
lasiurus pfeifferi,mammalia,chiroptera,vespertilionidae,pfeiffer's red bat
alticola strelzowi,mammalia,rodentia,cricetidae,flat-headed vole
pipistrellus inexspectatus,mammalia,chiroptera,vespertilionidae,aellen's pipistrelle
myotis peytoni,mammalia,chiroptera,vespertilionidae,peyton's myotis
allactaga sibirica,mammalia,rodentia,dipodidae,mongolian five-toed jerboa
taphozous australis,mammalia,chiroptera,emballonuridae,coastal sheath-tailed bat
vespadelus darlingtoni,mammalia,chiroptera,vespertilionidae,large forest bat
sciurus oculatus,mammalia,rodentia,sciuridae,peters's squirrel
sturnira adrianae,mammalia,chiroptera,phyllostomidae,adriana's yellow-shouldered bat
marmota bobak,mammalia,rodentia,sciuridae,bobak marmot
phyllostomus discolor,mammalia,chiroptera,phyllostomidae,pale spear-nosed bat
gerbillus principulus,mammalia,rodentia,muridae,principal gerbil
aeorestes semotus,mammalia,chiroptera,vespertilionidae,hawaiian hoary bat
scotophilus viridis,mammalia,chiroptera,vespertilionidae,eastern greenish yellow bat
glossophaga valens,mammalia,chiroptera,phyllostomidae,ecuadorian long-tongued bat
acomys subspinosus,mammalia,rodentia,muridae,cape spiny mouse
lophuromys huttereri,mammalia,rodentia,muridae,hutterer's brush-furred rat
sturnira sorianoi,mammalia,chiroptera,phyllostomidae,soriano's yellow-shouldered bat
mus cookii,mammalia,rodentia,muridae,cook's mouse
glauconycteris poensis,mammalia,chiroptera,vespertilionidae,abo butterfly bat
myotis riparius,mammalia,chiroptera,vespertilionidae,riparian myotis
myotis sowerbyi,mammalia,chiroptera,vespertilionidae,sowerby's whiskered myotis
nyctalus leisleri,mammalia,chiroptera,vespertilionidae,leisler's noctule
plecotus balensis,mammalia,chiroptera,vespertilionidae,bale long-eared bat
xerus rutilus,mammalia,rodentia,sciuridae,unstriped ground squirrel
mus phillipsi,mammalia,rodentia,muridae,phillips's mouse
rhogeessa minutilla,mammalia,chiroptera,vespertilionidae,little desert bat
gerbillus hesperinus,mammalia,rodentia,muridae,moroccan gerbil
microtus qazvinensis,mammalia,rodentia,cricetidae,qazvin vole
myotis yanbarensis,mammalia,chiroptera,vespertilionidae,yanbaru myotis
phalanger intercastellanus,mammalia,diprotodontia,phalangeridae,eastern common cuscus
myotis bucharensis,mammalia,chiroptera,vespertilionidae,bocharic myotis
myotis velifer,mammalia,chiroptera,vespertilionidae,cave myotis
corynorhinus rafinesquii,mammalia,chiroptera,vespertilionidae,eastern big-eared bat
reithrodontomys fulvescens,mammalia,rodentia,cricetidae,fulvous harvest mouse
lophostoma silvicola,mammalia,chiroptera,phyllostomidae,white-throated round-eared bat
mops niangarae,mammalia,chiroptera,molossidae,niangara free-tailed bat
nyctophilus nebulosus,mammalia,chiroptera,vespertilionidae,new caledonian long-eared bat
pharotis imogene,mammalia,chiroptera,vespertilionidae,new guinea big-eared bat
myotis morrisi,mammalia,chiroptera,vespertilionidae,morris's myotis
emballonura alecto,mammalia,chiroptera,emballonuridae,philippine sheath-tailed bat
akodon lutescens,mammalia,rodentia,cricetidae,altiplano akodont
meriones meridianus,mammalia,rodentia,muridae,little chinese jird
dipodillus zakariai,mammalia,rodentia,muridae,kerkennah islands dipodil
sigmodon inopinatus,mammalia,rodentia,cricetidae,ecuadorian cotton rat
tylonycteris pygmaea,mammalia,chiroptera,vespertilionidae,pygmy bamboo bat
gerbilliscus inclusus,mammalia,rodentia,muridae,gorongoza gerbil
meriones chengi,mammalia,rodentia,muridae,cheng's jird
lonchophylla hesperia,mammalia,chiroptera,phyllostomidae,western nectar bat
myotis macrodactylus,mammalia,chiroptera,vespertilionidae,big-footed myotis
ellobius fuscocapillus,mammalia,rodentia,cricetidae,afghan mole-vole
scotorepens greyii,mammalia,chiroptera,vespertilionidae,grey's broad-nosed bat
tamias quadrimaculatus,mammalia,rodentia,sciuridae,long-eared chipmunk
laephotis kirinyaga,mammalia,chiroptera,vespertilionidae,east african serotine
sciurus griseus,mammalia,rodentia,sciuridae,western gray squirrel
akodon subfuscus,mammalia,rodentia,cricetidae,puno akodont
sturnira parvidens,mammalia,chiroptera,phyllostomidae,northern yellow-shouldered bat
scotophilus tandrefana,mammalia,chiroptera,vespertilionidae,malagasy yellow bat
akodon dayi,mammalia,rodentia,cricetidae,day's grass mouse
tamias townsendii,mammalia,rodentia,sciuridae,townsend's chipmunk
mops thersites,mammalia,chiroptera,molossidae,railer bat
micronycteris buriri,mammalia,chiroptera,phyllostomidae,saint vincent big-eared bat
arielulus societatis,mammalia,chiroptera,vespertilionidae,social pipistrelle
plecotus homochrous,mammalia,chiroptera,vespertilionidae,himalayan long-eared bat
myotis annectans,mammalia,chiroptera,vespertilionidae,hairy-faced bat
sigmodon arizonae,mammalia,rodentia,cricetidae,arizona cotton rat
salpingotus thomasi,mammalia,rodentia,dipodidae,thomas's pygmy jerboa
microtus oregoni,mammalia,rodentia,cricetidae,creeping vole
scotoecus hirundo,mammalia,chiroptera,vespertilionidae,dark-winged lesser house bat
reithrodontomys mexicanus,mammalia,rodentia,cricetidae,mexican harvest mouse
trichosurus arnhemensis,mammalia,diprotodontia,phalangeridae,northern brushtail
acomys cineraceus,mammalia,rodentia,muridae,gray spiny mouse
hypsugo lanzai,mammalia,chiroptera,vespertilionidae,lanza's pipistrelle
mus musculoides,mammalia,rodentia,muridae,subsaharan pygmy mouse
falsistrellus mackenziei,mammalia,chiroptera,vespertilionidae,mackenzie's false pipistrelle
microtus cabrerae,mammalia,rodentia,cricetidae,cabrera's vole
microtus guentheri,mammalia,rodentia,cricetidae,guenther's vole
tylonycteris malayana,mammalia,chiroptera,vespertilionidae,malayan bamboo bat
hybomys univittatus,mammalia,rodentia,muridae,peters's hybomys
glauconycteris egeria,mammalia,chiroptera,vespertilionidae,bibundi butterfly bat
scotophilus nigritellus,mammalia,chiroptera,vespertilionidae,western greenish house bat
marmota monax,mammalia,rodentia,sciuridae,groundhog
mus haussa,mammalia,rodentia,muridae,hausa mouse
lophuromys brunneus,mammalia,rodentia,muridae,thomas's ethiopian brush-furred rat
pipistrellus dhofarensis,mammalia,chiroptera,vespertilionidae,dhofar pipistrelle
phalanger ornatus,mammalia,diprotodontia,phalangeridae,ornate cuscus
acomys mullah,mammalia,rodentia,muridae,mullah spiny mouse
scotophilus kuhlii,mammalia,chiroptera,vespertilionidae,lesser asiatic yellow bat
lasiurus frantzii,mammalia,chiroptera,vespertilionidae,desert red bat
allactaga williamsi,mammalia,rodentia,dipodidae,williams's jerboa
gerbillus nigeriae,mammalia,rodentia,muridae,nigerian gerbil
micronycteris schmidtorum,mammalia,chiroptera,phyllostomidae,schmidt's big-eared bat
marmota menzbieri,mammalia,rodentia,sciuridae,menzbier's marmot
gardnerycteris koepckeae,mammalia,chiroptera,phyllostomidae,koepcke's hairy-nosed bat
sciurus gilvigularis,mammalia,rodentia,sciuridae,yellow-throated squirrel
vespadelus troughtoni,mammalia,chiroptera,vespertilionidae,eastern cave bat
taphozous kapalgensis,mammalia,chiroptera,emballonuridae,arnhem sheath-tailed bat
myotis volans,mammalia,chiroptera,vespertilionidae,long-legged myotis
lophuromys nudicaudus,mammalia,rodentia,muridae,fire-bellied brush-furred rat
gerbillurus tytonis,mammalia,rodentia,muridae,dune hairy-footed gerbil
pygeretmus pumilio,mammalia,rodentia,dipodidae,dwarf fat-tailed jerboa
myotis capaccinii,mammalia,chiroptera,vespertilionidae,long-fingered myotis
akodon kofordi,mammalia,rodentia,cricetidae,koford's akodont
akodon orophilus,mammalia,rodentia,cricetidae,el dorado grass mouse
cynomys ludovicianus,mammalia,rodentia,sciuridae,arizona black-tailed prairie dog
sturnira magna,mammalia,chiroptera,phyllostomidae,greater yellow-shouldered bat
rhogeessa io,mammalia,chiroptera,vespertilionidae,southern little yellow bat
myotis hasseltii,mammalia,chiroptera,vespertilionidae,brown bat
neotoma stephensi,mammalia,rodentia,cricetidae,stephen's woodrat
allactaga balikunica,mammalia,rodentia,dipodidae,balikun jerboa
sciurus vulgaris,mammalia,rodentia,sciuridae,eurasian red squirrel
monophyllus plethodon,mammalia,chiroptera,phyllostomidae,insular long-tongued bat
myotis pilosatibialis,mammalia,chiroptera,vespertilionidae,northern hairy-legged myotis
chalinolobus dwyeri,mammalia,chiroptera,vespertilionidae,large pied bat
dipodillus jamesi,mammalia,rodentia,muridae,james's dipodil
meriones vinogradovi,mammalia,rodentia,muridae,vinogradov's jird
plecotus ognevi,mammalia,chiroptera,vespertilionidae,ognev's long-eared bat
coleura afra,mammalia,chiroptera,emballonuridae,african sheath-tailed bat
pipistrellus raceyi,mammalia,chiroptera,vespertilionidae,racey's pipistrelle
microtus mongolicus,mammalia,rodentia,cricetidae,mongolian vole
uromys imperator,mammalia,rodentia,muridae,emperor uromys
myotis oxyotus,mammalia,chiroptera,vespertilionidae,montane myotis
nyctophilus arnhemensis,mammalia,chiroptera,vespertilionidae,arnhem long-eared bat
pipistrellus hesperidus,mammalia,chiroptera,vespertilionidae,african pipistrelle
nycticeinops grandidieri,mammalia,chiroptera,vespertilionidae,grandidier's serotine
