Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2022,Jul-Dec 2022,Europe,Sweden,"Gotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great Cormorant",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Gotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Herring Gull",-,-,-,-,Animal,2,2,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Gotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Lesser Black-backed Gull",-,-,-,-,Animal,1,1,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Gotland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Razorbill",-,-,-,-,Animal,3,-,-,3,-
2022,Jul-Dec 2022,Europe,Sweden,"Kristianstad","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Kristianstad","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Herring Gull",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,Sweden,"Linköping","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Linköping","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Goshawk",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,Sweden,"Lomma","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Lomma","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Lund","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Lund","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Barnacle Goose",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Malmö","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Malmö","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ardeidae (unidentified)",-,-,-,-,Animal,1,1,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Malmö","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Barnacle Goose",-,-,-,-,Animal,3,3,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Norrköping","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Norrköping","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,2,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Nyköping","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Nyköping","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Goshawk",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,Sweden,"Staffanstorp","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Staffanstorp","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian buzzard (common buzzard)",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Svedala","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Svedala","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Barnacle Goose",-,-,-,-,Animal,1,1,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Swedish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,4,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Swedish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Canada Goose",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Swedish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Murre",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,Sweden,"Swedish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great black-backed Gull",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Tanum","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Tanum","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Gannet",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,Sweden,"Tomelilla","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Tomelilla","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian buzzard (common buzzard)",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Trelleborg","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Trelleborg","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greylag Goose",-,-,-,-,Animal,4,2,-,2,-
2022,Jul-Dec 2022,Europe,Sweden,"Trelleborg","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Peregrin falcon",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,Sweden,"Uddevalla","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Uddevalla","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greylag Goose",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,Sweden,"Varberg","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Sweden,"Varberg","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Peregrin falcon",-,-,-,-,Animal,3,2,-,1,-
2022,Jul-Dec 2022,Europe,Switzerland,"Thurgau","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Switzerland,"Thurgau","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,1,1,0,0,0
2022,Jul-Dec 2022,Europe,Switzerland,"Ticino","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Switzerland,"Ticino","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Switzerland,"Ticino","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,0,0,2,0
2022,Jul-Dec 2022,Europe,Switzerland,"Zürich","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,Switzerland,"Zürich","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Grey Heron",-,-,-,-,Animal,1,0,0,1,0
2022,Jul-Dec 2022,Europe,Switzerland,"Zürich","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,100,Animal,25,59,0,1,0
2022,Jul-Dec 2022,Europe,United Kingdom,"British Exclusive Economic Zone (Guernsey)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,United Kingdom,"British Exclusive Economic Zone (Guernsey)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Herring Gull",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,United Kingdom,"British Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Europe,United Kingdom,"British Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Guillemot",-,-,-,-,Animal,1,-,-,1,-
2022,Jul-Dec 2022,Europe,United Kingdom,"British Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Herring Gull",-,-,-,-,Animal,2,-,-,2,-
2022,Jul-Dec 2022,Europe,United Kingdom,"British Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Gannet",-,-,-,-,Animal,1,-,-,1,-
